originalRelease,originalNamespace,originalTypeName,originalProperty,changeCode,issue,release,namespace,typeName,property,minOccurs,maxOccurs
5.0,,,,add,,5.1,biom,DNASourceType,biom:DNASourceKnownIndicator,0,1
5.0,,,,add,,5.1,biom,DNASourceType,biom:DNASampleOrigin,0,1
5.0,,,,add,,5.1,biom,DNASourceType,biom:DNASourceAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,biom,DNASTRDataType,biom:DNAKit,0,1
5.0,,,,add,,5.1,biom,DNASTRDataType,biom:DNABatchID,0,1
5.0,,,,add,,5.1,biom,DNASTRDataType,biom:DNASTRLaneNumeric,0,1
5.0,,,,add,,5.1,biom,DNASTRDataType,biom:DNASTRProfilePartialIndicator,0,1
5.0,,,,add,,5.1,biom,DNASTRDataType,biom:DNALocus,0,unbounded
5.0,,,,add,,5.1,biom,DNASTRDataType,biom:DNACommentText,0,unbounded
5.0,,,,add,,5.1,biom,DNASTRDataType,biom:DNASTRDataAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,biom,PedigreeMemberType,nc:PersonSexText,0,1
5.0,,,,add,,5.1,biom,PedigreeMemberType,nc:CommentText,0,1
5.0,,,,add,,5.1,biom,PedigreeMemberType,biom:PedigreeMemberAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,biom,PedigreeType,biom:PedigreeStatusCode,1,1
5.0,,,,add,,5.1,biom,PedigreeType,biom:PedigreeMember,1,unbounded
5.0,,,,add,,5.1,cui,PortionMarkingLDCType,cui:PortionMarkingLDCCode,1,1
5.0,,,,add,,5.1,cui,PortionMarkingLDCType,cui:LDCForeignDisclosureToAbstract,0,unbounded
5.0,,,,add,,5.1,cui,PortionMarkingLDCType,cui:LDC-DLONLYText,0,unbounded
5.0,,,,add,,5.1,cui,PortionMarkingLDCType,cui:PortionMarkingLDCAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,AttackPatternType,cyber:AttackPatternName,0,unbounded
5.0,,,,add,,5.1,cyber,AttackPatternType,cyber:AttackPatternDescriptionText,0,unbounded
5.0,,,,add,,5.1,cyber,AttackPatternType,cyber:KillChainPhase,0,unbounded
5.0,,,,add,,5.1,cyber,AttackPatternType,cyber:AttackPatternAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,AttackVectorType,cyber:AttackVectorCategoryCode,0,unbounded
5.0,,,,add,,5.1,cyber,AttackVectorType,cyber:AttackVectorOtherDescriptionText,0,unbounded
5.0,,,,add,,5.1,cyber,AttackVectorType,cyber:AttackVectorAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,BreachEffectType,cyber:BreachAccessedQuantity,0,unbounded
5.0,,,,add,,5.1,cyber,BreachEffectType,cyber:BreachAccessedQuantityCategoryCode,0,unbounded
5.0,,,,add,,5.1,cyber,BreachEffectType,cyber:BreachAlteredQuantity,0,unbounded
5.0,,,,add,,5.1,cyber,BreachEffectType,cyber:BreachAlteredQuantityCategoryCode,0,unbounded
5.0,,,,add,,5.1,cyber,BreachEffectType,cyber:BreachEffectCode,0,unbounded
5.0,,,,add,,5.1,cyber,BreachEffectType,cyber:BreachEffectAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,BreachNotificationMethodType,cyber:BreachNotificationQuantity,0,unbounded
5.0,,,,add,,5.1,cyber,BreachNotificationMethodType,cyber:BreachNotificationMethodCode,0,unbounded
5.0,,,,add,,5.1,cyber,BreachNotificationMethodType,cyber:BreachNotificationOtherMethodName,0,unbounded
5.0,,,,add,,5.1,cyber,BreachNotificationMethodType,cyber:BreachNotificationMethodAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,BreachNotificationType,cyber:BreachIndividualsNotifiedIndicator,0,unbounded
5.0,,,,add,,5.1,cyber,BreachNotificationType,cyber:BreachNotificationMethod,0,unbounded
5.0,,,,add,,5.1,cyber,BreachNotificationType,cyber:BreachNotificationAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,BreachObservedDataType,cyber:ObservationPublicInternetIndicator,0,unbounded
5.0,,,,add,,5.1,cyber,BreachObservedDataType,cyber:ObservedData,0,unbounded
5.0,,,,add,,5.1,cyber,BreachObservedDataType,cyber:BreachObservedDataAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,BreachRemediationServiceType,cyber:BreachRemediationServiceQuantity,0,unbounded
5.0,,,,add,,5.1,cyber,BreachRemediationServiceType,cyber:BreachRemediationServiceCategoryCode,0,unbounded
5.0,,,,add,,5.1,cyber,BreachRemediationServiceType,cyber:BreachRemediationServiceAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,BreachType,cyber:BreachCategoryCode,0,unbounded
5.0,,,,add,,5.1,cyber,BreachType,cyber:BreachClassificationCategoryCode,0,unbounded
5.0,,,,add,,5.1,cyber,BreachType,cyber:AccessedInformationCode,0,unbounded
5.0,,,,add,,5.1,cyber,BreachType,cyber:BreachEffect,0,unbounded
5.0,,,,add,,5.1,cyber,BreachType,cyber:BreachNotification,0,unbounded
5.0,,,,add,,5.1,cyber,BreachType,cyber:BreachRemediationService,0,unbounded
5.0,,,,add,,5.1,cyber,BreachType,cyber:BreachExposedFile,0,unbounded
5.0,,,,add,,5.1,cyber,BreachType,cyber:BreachObservedData,0,unbounded
5.0,,,,add,,5.1,cyber,BreachType,cyber:BreachAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,ClassifiedInformationExposureType,cyber:ClassifiedInformationOriginationSystemName,0,unbounded
5.0,,,,add,,5.1,cyber,ClassifiedInformationExposureType,cyber:ClassifiedInformationExposureSystemName,0,unbounded
5.0,,,,add,,5.1,cyber,ClassifiedInformationExposureType,cyber:ClassifiedInformationExposureCauseDescriptionText,0,unbounded
5.0,,,,add,,5.1,cyber,ClassifiedInformationExposureType,cyber:ClassifiedInformationExposureAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,CommonVulnerabilityEnumerationType,cyber:CommonVulnerabilityEnumerationID,0,unbounded
5.0,,,,add,,5.1,cyber,CommonVulnerabilityEnumerationType,cyber:CommonVulnerabilityEnumerationDescriptionText,0,unbounded
5.0,,,,add,,5.1,cyber,CommonVulnerabilityEnumerationType,cyber:CommonVulnerabilityScoringSystemScoreNumeric,0,unbounded
5.0,,,,add,,5.1,cyber,CommonVulnerabilityEnumerationType,cyber:VulnerabilityRemoteCodeExecutableIndicator,0,unbounded
5.0,,,,add,,5.1,cyber,CommonVulnerabilityEnumerationType,cyber:CommonVulnerabilityEnumerationAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,CompromisedCommunicationType,nc:StartDate,0,unbounded
5.0,,,,add,,5.1,cyber,CompromisedCommunicationType,nc:EndDate,0,unbounded
5.0,,,,add,,5.1,cyber,CompromisedCommunicationType,nc:ActivityDescriptionText,0,unbounded
5.0,,,,add,,5.1,cyber,CompromisedCommunicationType,cyber:ObservedData,0,unbounded
5.0,,,,add,,5.1,cyber,CompromisedCommunicationType,cyber:CompromisedCommunicationAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,CongressionalReportType,cyber:CyberIncidentReportedToCongressDateTime,0,unbounded
5.0,,,,add,,5.1,cyber,CongressionalReportType,cyber:CyberIncidentReportedCongressionalCommitteeDescriptionText,0,unbounded
5.0,,,,add,,5.1,cyber,CongressionalReportType,cyber:CongressionalReportAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,ContactInformationAugmentationType,cyber:ClassifiedContactTelephoneNumber,0,unbounded
5.0,,,,add,,5.1,cyber,ContactInformationAugmentationType,cyber:ClassifiedContactEmailID,0,unbounded
5.0,,,,add,,5.1,cyber,ContactInformationAugmentationType,cyber:ContactInformationReportingConsentIndicator,0,unbounded
5.0,,,,add,,5.1,cyber,CourseOfActionType,cyber:CourseOfActionDescriptionText,0,unbounded
5.0,,,,add,,5.1,cyber,CourseOfActionType,cyber:CourseOfActionName,0,unbounded
5.0,,,,add,,5.1,cyber,CourseOfActionType,cyber:CourseOfActionAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,CyberAnalyticProgrammingStatementType,cyber:CyberAnalyticProgrammingStatementText,0,unbounded
5.0,,,,add,,5.1,cyber,CyberAnalyticProgrammingStatementType,cyber:CyberAnalyticProgrammingStatementAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,CyberAnalyticType,cyber:CyberAnalyticDescriptionText,0,unbounded
5.0,,,,add,,5.1,cyber,CyberAnalyticType,cyber:AttackPattern,0,unbounded
5.0,,,,add,,5.1,cyber,CyberAnalyticType,cyber:CyberAnalyticProgrammingStatement,0,unbounded
5.0,,,,add,,5.1,cyber,CyberAnalyticType,cyber:Platform,0,unbounded
5.0,,,,add,,5.1,cyber,CyberAnalyticType,cyber:CyberAnalyticAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:DomainName,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:IncidentConsequenceCategoryCode,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:HighValueAssetIndicator,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:IncidentDiscoveryDate,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:IncidentDowngradedReasonText,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:IncidentFunctionalImpactDescriptionText,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:IncidentOpenedDate,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:IncidentQualifyingActivityDescriptionText,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:IncidentUpdateReasonText,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:Responder,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:SecurityEventIndicator,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,nc:CaseTrackingID,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:AttackPattern,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:AttackVector,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:Breach,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:CompromisedCommunication,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:CourseOfAction,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:CyberAnalytic,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:IncidentEndpointImpact,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:IncidentDiscoveryMethod,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:IncidentNotification,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:IncidentOccurredDescriptionText,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:IncidentResponse,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:IncidentSeverity,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:CyberIndicatorPattern,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:IncidentInfectedDevice,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:InformationExchangePolicy,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:MajorIncident,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:Malware,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:ObservedData,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:IncidentSystemImpact,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:UnattributedCyberIntrusion,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,ip:Sector,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,nc:ContactInformation,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,nc:Organization,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:SignificantIncident,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:DeclarationOfEmergency,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:CyberVulnerability,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:CyberInsuranceClaim,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:IncidentImpactedPlatform,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIncidentType,cyber:CyberIncidentAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIndicatorPatternType,cyber:CyberIndicatorPatternDefensiveMeasureText,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIndicatorPatternType,cyber:CyberIndicatorPatternDefensiveMeasureComplianceIndicator,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIndicatorPatternType,cyber:CyberIndicatorPatternName,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIndicatorPatternType,cyber:CyberIndicatorPatternDescriptionText,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIndicatorPatternType,cyber:CyberIndicatorPatternDiamondModelClassificationCode,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIndicatorPatternType,cyber:TrafficLightProtocolCode,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIndicatorPatternType,cyber:KillChainPhase,0,unbounded
5.0,,,,add,,5.1,cyber,CyberIndicatorPatternType,cyber:CyberIndicatorPatternAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,CyberInsuranceClaimType,cyber:InsuranceClaimFiledIndicator,0,unbounded
5.0,,,,add,,5.1,cyber,CyberInsuranceClaimType,cyber:InsuranceResponseIndicator,0,unbounded
5.0,,,,add,,5.1,cyber,CyberInsuranceClaimType,cyber:InsuranceClaimResponseCategoryCode,0,unbounded
5.0,,,,add,,5.1,cyber,CyberInsuranceClaimType,cyber:InsuranceResponseShareIndicator,0,unbounded
5.0,,,,add,,5.1,cyber,CyberInsuranceClaimType,cyber:InsuranceResponseSharingDescriptionText,0,unbounded
5.0,,,,add,,5.1,cyber,CyberInsuranceClaimType,cyber:CyberInsuranceClaimAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableDNSHostnameObjectType,cyber:CyberObservableObjectValueText,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableDNSHostnameObjectType,cyber:CyberObservableDestinationIndicator,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableDNSHostnameObjectType,cyber:CyberObservableSourceIndicator,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableDNSHostnameObjectType,cyber:CyberObservableDNSHostnameObjectAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableDomainNameObjectType,cyber:CyberObservableObjectValueText,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableDomainNameObjectType,cyber:CyberObservableDomainNameObjectAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableInformationSystemObjectType,cyber:CyberObservableObjectValueText,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableInformationSystemObjectType,cyber:CyberObservableInformationSystemObjectAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableIPv4AddressObjectType,cyber:CyberObservableObjectValueText,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableIPv4AddressObjectType,cyber:CyberObservableDestinationIndicator,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableIPv4AddressObjectType,cyber:CyberObservableSourceIndicator,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableIPv4AddressObjectType,cyber:CyberObservableIPv4AddressObjectAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableIPv6AddressObjectType,cyber:CyberObservableObjectValueText,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableIPv6AddressObjectType,cyber:CyberObservableDestinationIndicator,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableIPv6AddressObjectType,cyber:CyberObservableSourceIndicator,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableIPv6AddressObjectType,cyber:CyberObservableIPv6AddressObjectAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableNetworkObjectType,cyber:CyberObservableObjectValueText,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableNetworkObjectType,cyber:CyberObservableNetworkObjectAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableNetworkTrafficObjectType,cyber:SourcePortID,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableNetworkTrafficObjectType,cyber:DestinationPortID,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableNetworkTrafficObjectType,cyber:Protocol,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableNetworkTrafficObjectType,cyber:CyberObservableNetworkTrafficObjectAugmentationPoint,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableObjectType,cyber:CyberObservableObjectName,0,unbounded
5.0,,,,add,,5.1,cyber,CyberObservableObjectType,cyber:CyberObservableObjectAugmentationPoint,0,unbounded
