originalRelease,originalNamespace,originalTypeName,changeCode,issue,release,namespace,typeName,definition,parentType,baseType,contentStyle,simpleStyle,isAssociation,isAugmentation,isAdapter,isMetadata
2.1,cbrn,StringListType,modified,,3.0,,,A data type that faciltiates the storage of a list of string values,,,,,,,,
2.1,cbrn,SystemEventType,modified,,3.0,,,A data type for a system event.,cbrn:RemarksComplexObjectType,,,,,,,
2.1,cbrncl,CaseKindCodeType,modified,,3.0,,,A data type that defines the various kinds of cases that are being used.,,,,,,,,
2.1,cbrncl,CaseRelationshipKindCodeType,modified,,3.0,,,A data type for the kinds of relationships between two cases.,,,,,,,,
2.1,cbrncl,CaseRequestCodeSimpleType,modified,,3.0,,,A data type for a kind of case request code,,xs:token,,,,,,
2.1,cbrncl,CaseRequestCodeType,modified,,3.0,,,A data type for a  kind of case request code,,,,,,,,
2.1,cbrncl,CaseResponseCodeSimpleType,modified,,3.0,,,A data type for a  kind of case response code,,xs:token,,,,,,
2.1,cbrncl,CaseResponseCodeType,modified,,3.0,,,A data type for a kind of case response code,,,,,,,,
2.1,cbrncl,CaseThreatLevelCodeSimpleType,modified,,3.0,,,A data type for a case threat level code values,,xs:token,,,,,,
2.1,cbrncl,CaseThreatLevelCodeType,modified,,3.0,,,A data type for a kind of case threat level,,,,,,,,
2.1,cbrncl,ConfidenceCodeSimpleType,modified,,3.0,,,A data type the defines the confidence leve code values expressed as a descriptive adjective,,xs:token,,,,,,
2.1,cbrncl,ConfidenceCodeType,modified,,3.0,,,A data type for confidence value expressed as a descriptive adjective,,,,,,,,
2.1,cbrncl,ConveyanceBoundForCodeSimpleType,modified,,3.0,,,A data type that defines the conveyance bound code enumerations.,,xs:token,,,,,,
2.1,cbrncl,ConveyanceBoundForCodeType,modified,,3.0,,,A data type that defines the Conveyance bound code,,,,,,,,
2.1,cbrncl,ConveyanceColorCodeSimpleType,modified,,3.0,,,A data type that defines the  conveyance color codes.,,xs:token,,,,,,
2.1,cbrncl,ConveyanceColorCodeType,modified,,3.0,,,A data type for conveyance color codes.,,,,,,,,
2.1,cbrncl,ConveyanceKindCodeType,modified,,3.0,,,A data type for the  kind of Conveyance,,,,,,,,
2.1,cbrncl,ConveyanceRelationshipKindCodeSimpleType,modified,,3.0,,,A data type that dfines the kind iof relation that a conveyance can have,,xs:token,,,,,,
2.1,cbrncl,ConveyanceRelationshipKindCodeType,modified,,3.0,,,A data type for the kinds of relationships that a conveyance can have.,,,,,,,,
2.1,cbrncl,CredentialsAuthenticatedCodeSimpleType,modified,,3.0,,,A data type for the states of authentication of  credentials.,,xs:token,,,,,,
2.1,cbrncl,CredentialsAuthenticatedCodeType,modified,,3.0,,,A data type for the states of authentication of  credentials.,,,,,,,,
2.1,cbrncl,EncounterDeviceCategoryLevelCodeSimpleType,modified,,3.0,,,A data type the defines the encounter device catergory level codes,,xs:token,,,,,,
2.1,cbrncl,EncounterDeviceCategoryLevelCodeType,modified,,3.0,,,A data type that defines the kind of Encounter device catergory level,,,,,,,,
2.1,cbrncl,EquationKindCodeSimpleType,modified,,3.0,,,A data type that defines the equation type code values,,xs:token,,,,,,
2.1,cbrncl,EquationKindCodeType,modified,,3.0,,,A data type that defines the Equation type,,,,,,,,
2.1,cbrncl,GNDAOrgCodeSimpleType,modified,,3.0,,,A data type for list of organizations that participate in the Global Nuclear Detection Architecture.,,xs:token,,,,,,
2.1,cbrncl,GNDAOrgCodeType,modified,,3.0,,,A data type for a list of organizations that participate in the Global Nuclear Detection Architecture.,,,,,,,,
2.1,cbrncl,IdAcquisitionMethodCodeSimpleType,modified,,3.0,,,A data type that defines the codes for the methods by which the identifier of an object can be determined.,,xs:token,,,,,,
2.1,cbrncl,IdAcquisitionMethodCodeType,modified,,3.0,,,A data type for the methods by which the identifier of an object can be determined.,,,,,,,,
2.1,cbrncl,ImagePerspectiveCodeSimpleType,modified,,3.0,,,A data type that defines the code Values for the viewing perspectives for image multimedia data.,,xs:token,,,,,,
2.1,cbrncl,ImagePerspectiveCodeType,modified,,3.0,,,A data type for the viewing perspectives for image multimedia data.,,,,,,,,
2.1,cbrncl,InspectionResolutionCodeSimpleType,modified,,3.0,,,A data type for the code values for Inspection Resolution Code,,xs:token,,,,,,
2.1,cbrncl,InspectionResolutionCodeType,modified,,3.0,,,A data type that defines the Inspection Resolution Code,,,,,,,,
2.1,cbrncl,InspectionThreatFindingCodeSimpleType,modified,,3.0,,,A data type that defines the code Values for the various Inspection threat findings,,xs:token,,,,,,
2.1,cbrncl,InspectionThreatFindingCodeType,modified,,3.0,,,A data type that defines the inspection threat finding code,,,,,,,,
2.1,cbrncl,LayerMaterialKindCodeSimpleType,modified,,3.0,,,A data type that defines the layer material kind code values,,xs:token,,,,,,
2.1,cbrncl,LayerMaterialKindCodeType,modified,,3.0,,,A data type that defines the layer material kind code,,,,,,,,
2.1,cbrncl,MapGuideBrandCodeSimpleType,modified,,3.0,,,A data type that defines the codes for the brands of map guides.,,xs:token,,,,,,
2.1,cbrncl,MeasuredItemIDKindCodeSimpleType,modified,,3.0,,,A data type that defines the code values for Kind of identifier used for identifying a measured item.,,xs:token,,,,,,
2.1,cbrncl,MeasuredItemIDKindCodeType,modified,,3.0,,,A data type that defines the kind of identifier used for identifying a measured item.,,,,,,,,
2.1,cbrncl,MeasuredItemKindCodeType,modified,,3.0,,,A data type that defines the measured item kind code,,,,,,,,
2.1,cbrncl,MessageKindCodeSimpleType,modified,,3.0,,,A data type for the code values that  defines the various message kinds,,xs:token,,,,,,
2.1,cbrncl,MessageKindCodeType,modified,,3.0,,,A data type that defines the various message kinds,,,,,,,,
2.1,cbrncl,MessagePriorityCodeSimpleType,modified,,3.0,,,A data type the defines the various code values that defines the priority associated with a message,,xs:token,,,,,,
2.1,cbrncl,MessagePriorityCodeType,modified,,3.0,,,A data type that defines the priority associated with a message,,,,,,,,
2.1,cbrncl,MessageStatusCodeSimpleType,modified,,3.0,,,A data type that defines the various code values for  data types that defines the status of a message,,xs:token,,,,,,
2.1,cbrncl,MessageStatusCodeType,modified,,3.0,,,A data type that defines the status of a message.,,,,,,,,
2.1,cbrncl,MIMEContentCodeType,modified,,3.0,,,A data type that defines the various MIME Content Code,,,,,,,,
2.1,cbrncl,MIMEEncodingCodeType,modified,,3.0,,,A data type that defines the various MIME Encoding Code,,,,,,,,
2.1,cbrncl,PhotonSourceCodeSimpleType,modified,,3.0,,,A data type that defines the various code values for the Photon source code,,xs:token,,,,,,
2.1,cbrncl,PhotonSourceCodeType,modified,,3.0,,,A data type that defines the various photon source code,,,,,,,,
2.1,cbrncl,ReachbackRecommendationCodeSimpleType,modified,,3.0,,,A data type that defines the variuos code values for the various Reachback Recommnedation.,,xs:token,,,,,,
2.1,cbrncl,ReachbackRecommendationCodeType,modified,,3.0,,,A data type that defines the various Reachback Recommnedation Code,,,,,,,,
2.1,cbrncl,ReachbackRequestCodeSimpleType,modified,,3.0,,,A data type that defines the various code values for Reachback Request,,xs:token,,,,,,
2.1,cbrncl,ReachbackRequestCodeType,modified,,3.0,,,A data type that defines the various reachback Request Code,,,,,,,,
2.1,cbrncl,RequestScopeCodeSimpleType,modified,,3.0,,,A data type that defines the various code values for Request Scope.,,xs:token,,,,,,
2.1,cbrncl,RequestScopeCodeType,modified,,3.0,,,A data type that defines the various Request Scope Code values,,,,,,,,
2.1,cbrncl,SecondaryInspectionKindCodeSimpleType,modified,,3.0,,,A data type that defines the various code values for Secondary Inspection Kind.,,xs:token,,,,,,
2.1,cbrncl,SecondaryInspectionKindCodeType,modified,,3.0,,,A data type that defines the various Secondary Inspection Kind Code,,,,,,,,
2.1,cbrncl,SecondaryInspectionReferralReasonCodeSimpleType,modified,,3.0,,,A data type that defines the variuos code values for Secondary Inspection Referral Reason,,xs:token,,,,,,
2.1,cbrncl,SecondaryInspectionReferralReasonCodeType,modified,,3.0,,,A data type that defines the secondary Inspection Referral Reason Code,,,,,,,,
2.1,cbrncl,ThreatLevelDeterminationCodeSimpleType,modified,,3.0,,,A data type that defines the various code values for threat Level Determination,,xs:token,,,,,,
2.1,cbrncl,ThreatLevelDeterminationCodeType,modified,,3.0,,,A data type that defines the various code values for threat Level Determination,,,,,,,,
2.1,cbrncl,TraversalOperatingModeCodeType,modified,,3.0,,,A data type that defines the various traversal Opearing ModeCode,,,,,,,,
2.1,cbrncl,VersionKindCodeSimpleType,modified,,3.0,,,A data type that defines the various code values for Kind of version,,xs:token,,,,,,
2.1,cbrncl,VersionKindCodeType,modified,,3.0,,,A data type that defines the kind of version Code,,,,,,,,
2.1,cyfs,ChildLegalCustodyPartyAssociationType,modified,,3.0,,,A data type for a relationship between a custodial person or organization and a child.,,,,,,,,
2.1,cyfs,ChildSupportEnforcementCaseType,modified,,3.0,,,A data type for a child support enforcement case.,,,,,,,,
2.1,cyfs,ChildVictimChargeAssociationType,modified,,3.0,,,"A data type for a relationship among an allegation of child abuse or neglect, the alleged perpetrator, and the alleged child victim.",,,,,,,,
2.1,cyfs,ChildWelfareChargeStatusCategoryCodeSimpleType,modified,,3.0,,,A data type for a list that describes the current status of the associated charge.,,xs:token,,,,,,
2.1,cyfs,ChildWelfareChargeStatusCategoryCodeType,modified,,3.0,,,A data type for a list that describes the current status of the associated charge.,,,,,,,,
2.1,cyfs,ClientAttorneyAssociationType,modified,,3.0,,,A data type for an association between a client and an attorney.,,,,,,,,
2.1,cyfs,DevelopmentalDisabilityCodeSimpleType,modified,,3.0,,,A data type for describing a person's developmental disabilities,,xs:token,,,,,,
2.1,cyfs,DevelopmentalDisabilityCodeType,modified,,3.0,,,A data type for describing a person's developmental disabilities,,,,,,,,
2.1,cyfs,EntityFindingAssociationType,modified,,3.0,,,A data type for an association between a finding and a person or organization.,,,,,,,,
2.1,cyfs,HealthDetailsType,modified,,3.0,,,"A data type for the details about a person's mental health, substance abuse, medical health and medications.",,,,,,,,
2.1,cyfs,JuvenileAssessmentType,modified,,3.0,,,A data type for a juvenile assessment.,,,,,,,,
2.1,cyfs,JuvenileCaseType,modified,,3.0,,,A data type for a juvenile case.,,,,,,,,
2.1,cyfs,JuvenilePlacementOtherLocationAssociationType,modified,,3.0,,,"A data type for an association between a juvenile and a location -- other than a foster home, kin's residence, orphanage, or other facility -- where the juvenile is directed to reside.",,,,,,,,
2.1,cyfs,JuvenilePlacementSupervisorAssociationType,modified,,3.0,,,"A data type for an association between a juvenile and an entity that is responsible for supervising the juvenile's placement (e.g., social services department, probation department, etc.).",,,,,,,,
2.1,cyfs,JuvenileSpecialNeedCodeSimpleType,modified,,3.0,,,"A data type for an enumerated list from the Adoption and Foster Care Annual Reporting System, 45 CFR 1355, appendix B (Adoption Data Elements), section III (Special Needs Status).",,xs:token,,,,,,
2.1,cyfs,JuvenileSpecialNeedCodeType,modified,,3.0,,,"A data type for an enumerated list from the Adoption and Foster Care Annual Reporting System, 45 CFR 1355, appendix B (Adoption Data Elements), section III (Special Needs Status).",,,,,,,,
2.1,cyfs,MedicalHealthDetailsType,modified,,3.0,,,A data type for details about a person's medical health.,,,,,,,,
2.1,cyfs,MentalHealthDetailsType,modified,,3.0,,,A data type for details about a person's mental health including social history and psychosocial information.,,,,,,,,
2.1,cyfs,MetadataType,modified,,3.0,,,A data type for metadata about a record.,,,,,,,,
2.1,cyfs,MilitarySummaryAugmentationType,modified,,3.0,,,A data type for additional information about a person's military service.,,,,,,,,
2.1,cyfs,ParentChildAssociationType,modified,,3.0,,,A data type for an association between a child and a person who is in a parent role toward that child.,,,,,,,,
2.1,cyfs,PersonCaseAssociationType,modified,,3.0,,,A data type for a relationship between a person and a case.,,,,,,,,
2.1,cyfs,PersonOtherKinAssociationType,modified,,3.0,,,A data type for a relationship that is a kinship or other close personal association between the source object and the target object. The relationship between a parent and a child should be captured using the ParentChildAssociation,,,,,,,,
2.1,cyfs,PetitionerChildAssociationType,modified,,3.0,,,A data type for an association between a petitioner and a child.,,,,,,,,
2.1,cyfs,PlacementLocationCodeSimpleType,modified,,3.0,,,A data type for a list that describes the location of a child or youth's placement.,,xs:token,,,,,,
2.1,cyfs,PlacementLocationCodeType,modified,,3.0,,,A data type for a list that describes the location of a child or youth's placement.,,,,,,,,
2.1,cyfs,PresentingProblemCodeType,modified,,3.0,,,A data type for describing problems presented at intake.,,,,,,,,
2.1,cyfs,PriorDetentionType,modified,,3.0,,,A data type for describing a prior detention.,<deleted>,,,,,,,
2.1,cyfs,ProblemTreatmentHistoryCodeSimpleType,modified,,3.0,,,A data type listing the kinds of recommended treatment for the presented problem in a prior intervention.,,xs:token,,,,,,
2.1,cyfs,ProblemTreatmentHistoryCodeType,modified,,3.0,,,A data type for describing the kinds of recommended treatment for the presented problem in a prior intervention.,,,,,,,,
2.1,cyfs,SubjectChildAssociationType,modified,,3.0,,,A data type for an association between a subject and a child.,,,,,,,,
2.1,cyfs,SubstanceAbuseDetailsType,modified,,3.0,,,A data type for the details about a person's substance abuse.,,,,,,,,
2.1,cyfs,VictimPerpetratorAllegationAssociationType,modified,,3.0,,,"A data type for a relationship among the victim, a perpetrator (subject), and an allegation (charge).",,,,,,,,
2.1,em,AlarmConfirmationType,modified,,3.0,,,A data type for the container for information related to the confirmation of an alarm.,,,,,,,,
2.1,em,AlarmLocationAugmentationType,modified,,3.0,,LocationAugmentationType,A data type for additional information related to the location of the alarm.,,,,,,,,
2.1,em,AlertAffectedLocationType,modified,,3.0,,,A data type for a location affected by an alert.,,,,,,,,
2.1,em,AlertType,modified,,3.0,,,A data type for an alert message.,,,,,,,,
2.1,em,NotificationDistributionScopeCategoryCodeSimpleType,modified,,3.0,,,A data type for the category code denoting the intended level of distribution of the notification message.,,xs:token,,,,,,
2.1,em,NotificationDistributionScopeCategoryCodeType,modified,,3.0,,,A data type for the category code denoting the intended level of distribution of the notification message.,,,,,,,,
2.1,em,NotificationDistributionScopeType,modified,,3.0,,,A data type for the intended level of distribution of the notification message.,,,,,,,,
2.1,em,NotificationIncidentAssociationType,modified,,3.0,,,A data type for an association of the group listing naming the referent incident(s) of the alert message. Used to collate multiple messages referring to different aspects of the same incident.,,,,,,,,
2.1,em,NotificationTargetLocationType,modified,,3.0,,,A data type for a notification target location.,,,,,,,,
2.1,em,NotificationType,modified,,3.0,,,A data type for the  function of the message.,,,,,,,,
2.1,fbi,AggravatedAssaultHomicideFactorsCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,AggravatedAssaultHomicideFactorsCodeType,modified,,3.0,ucr,,,,ucr:AggravatedAssaultHomicideFactorsCodeSimpleType,,,,,,
2.1,fbi,ArrestCategoryCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,ArrestCategoryCodeType,modified,,3.0,ucr,,,,ucr:ArrestCategoryCodeSimpleType,,,,,,
2.1,fbi,ArresteeWeaponCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,ArresteeWeaponCodeType,modified,,3.0,ucr,,,,ucr:ArresteeWeaponCodeSimpleType,,,,,,
2.1,fbi,CriminalActivityCategoryCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,CriminalActivityCategoryCodeType,modified,,3.0,ucr,,,,ucr:CriminalActivityCategoryCodeSimpleType,,,,,,
2.1,fbi,DrugCategoryCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,DrugCategoryCodeType,modified,,3.0,ucr,,,,ucr:DrugCategoryCodeSimpleType,,,,,,
2.1,fbi,DrugMeasurementCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,DrugMeasurementCodeType,modified,,3.0,ucr,,,,ucr:DrugMeasurementCodeSimpleType,,,,,,
2.1,fbi,EthnicityCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,EthnicityCodeType,modified,,3.0,ucr,,,,ucr:EthnicityCodeSimpleType,,,,,,
2.1,fbi,ForceCategoryCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,ForceCategoryCodeType,modified,,3.0,ucr,,,,ucr:ForceCategoryCodeSimpleType,,,,,,
2.1,fbi,IncidentBiasMotivationCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,IncidentBiasMotivationCodeType,modified,,3.0,ucr,,,,ucr:IncidentBiasMotivationCodeSimpleType,,,,,,
2.1,fbi,IncidentExceptionalClearanceCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,IncidentExceptionalClearanceCodeType,modified,,3.0,ucr,,,,ucr:IncidentExceptionalClearanceCodeSimpleType,,,,,,
2.1,fbi,IncidentFactorCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,IncidentFactorCodeType,modified,,3.0,ucr,,,,ucr:IncidentFactorCodeSimpleType,,,,,,
2.1,fbi,InjuryCategoryCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,InjuryCategoryCodeType,modified,,3.0,ucr,,,,ucr:InjuryCategoryCodeSimpleType,,,,,,
2.1,fbi,JustifiableHomicideFactorsCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,JustifiableHomicideFactorsCodeType,modified,,3.0,ucr,,,,ucr:JustifiableHomicideFactorsCodeSimpleType,,,,,,
2.1,fbi,LEOKAActivityCategoryCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,LEOKAActivityCategoryCodeType,modified,,3.0,ucr,,,,ucr:LEOKAActivityCategoryCodeSimpleType,,,,,,
2.1,fbi,LEOKAOfficerAssignmentCategoryCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,LEOKAOfficerAssignmentCategoryCodeType,modified,,3.0,ucr,,,,ucr:LEOKAOfficerAssignmentCategoryCodeSimpleType,,,,,,
2.1,fbi,LocationCategoryCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,LocationCategoryCodeType,modified,,3.0,ucr,,,,ucr:LocationCategoryCodeSimpleType,,,,,,
2.1,fbi,MethodOfAccessCodeSimpleType,modified,,3.0,ndex,,A data type for a method of access.,,xs:token,,,,,,
2.1,fbi,MethodOfAccessCodeType,modified,,3.0,ndex,,A data type for a method of access.,,ndex:MethodOfAccessCodeSimpleType,,,,,,
2.1,fbi,MethodOfEntryCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,MethodOfEntryCodeType,modified,,3.0,ucr,,,,ucr:MethodOfEntryCodeSimpleType,,,,,,
2.1,fbi,MultipleArresteeSegmentsCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,MultipleArresteeSegmentsCodeType,modified,,3.0,ucr,,,,ucr:MultipleArresteeSegmentsCodeSimpleType,,,,,,
2.1,fbi,PropertyCategoryCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,PropertyCategoryCodeType,modified,,3.0,ucr,,,,ucr:PropertyCategoryCodeSimpleType,,,,,,
2.1,fbi,PropertyLossCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,PropertyLossCodeType,modified,,3.0,ucr,,,,ucr:PropertyLossCodeSimpleType,,,,,,
2.1,fbi,ResidentCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,ResidentCodeType,modified,,3.0,ucr,,,,ucr:ResidentCodeSimpleType,,,,,,
2.1,fbi,VictimCategoryCodeSimpleType,modified,,3.0,ucr,,,,xs:token,,,,,,
2.1,fbi,VictimCategoryCodeType,modified,,3.0,ucr,,,,ucr:VictimCategoryCodeSimpleType,,,,,,
2.1,fips_5-2,USStateCodeSimpleType,modified,,3.0,,,A data type for state codes.,,xs:token,,,,,,
2.1,fips_5-2,USStateCodeType,modified,,3.0,,,A data type for state codes.,,,,,,,,
2.1,fips_5-2,USStateNumericCodeSimpleType,modified,,3.0,,,A data type for numeric state codes.,,xs:token,,,,,,
2.1,fips_5-2,USStateNumericCodeType,modified,,3.0,,,A data type for numeric state codes.,,,,,,,,
2.1,fs,ActionRequestedCodeSimpleType,modified,,3.0,cyfs,,A data type for the actions being requested of the court based on the types of services needed by the child.,,xs:token,,,,,,
2.1,fs,ActionRequestedCodeType,modified,,3.0,cyfs,,A data type for the actions being requested of the court based on the types of services needed by the child.,,cyfs:ActionRequestedCodeSimpleType,,,,,,
2.1,fs,AFCARSPermanencyGoalCodeSimpleType,modified,,3.0,cyfs,,"A data type for a list of case plan goals for permanency defined for the Adoption and Foster Care Analysis Reporting System in 45 CFR 1355, Appendix A, roman numeral VI.",,xs:token,,,,,,
2.1,fs,AFCARSPermanencyGoalCodeType,modified,,3.0,cyfs,,"A data type for a list of case plan goals for permanency defined for the Adoption and Foster Care Analysis Reporting System in 45 CFR 1355, Appendix A, roman numeral VI.",,cyfs:AFCARSPermanencyGoalCodeSimpleType,,,,,,
2.1,fs,AssociatedPersonChildAssociationType,modified,,3.0,cyfs,,A data type for a relationship between a person and the child.,,,,,,,,
2.1,fs,CaseInitiationReasonCodeSimpleType,modified,,3.0,cyfs,,A data type for a list of overall procedural reasons for opening the case.,,xs:token,,,,,,
2.1,fs,CaseInitiationReasonCodeType,modified,,3.0,cyfs,,A data type for the overall reason for opening the case.,,cyfs:CaseInitiationReasonCodeSimpleType,,,,,,
2.1,fs,CaseworkerCategoryCodeSimpleType,modified,,3.0,cyfs,,A data type describing the specific involvement of a caseworker as related to a particular case.,,xs:token,,,,,,
2.1,fs,CaseworkerCategoryCodeType,modified,,3.0,cyfs,,A data type describing the specific involvement of a caseworker as related to a particular case,,cyfs:CaseworkerCategoryCodeSimpleType,,,,,,
2.1,fs,ChargeAugmentationType,modified,,3.0,cyfs,,A data type for additional information about a charge.,,,,,,,,
2.1,fs,ChildSupportEnforcementCaseDispositionDecisionCodeSimpleType,modified,,3.0,cyfs,,"A data type for the disposition decisions that a tribunal can reach at the conclusion of a hearing, trial, or other proceeding in a child-support-enforcement case.",,xs:token,,,,,,
2.1,fs,ChildSupportEnforcementCaseDispositionDecisionCodeType,modified,,3.0,cyfs,,"A data type for the decisions that a tribunal can reach at the conclusion of a hearing, trial, or other proceeding in a child-support-enforcement case.",,cyfs:ChildSupportEnforcementCaseDispositionDecisionCodeSimpleType,,,,,,
2.1,fs,ChildSupportEnforcementCaseTransferCodeSimpleType,modified,,3.0,cyfs,,A data type for the reasons why a child-support-enforcement case was transferred.,,xs:token,,,,,,
2.1,fs,ChildSupportEnforcementCaseTransferCodeType,modified,,3.0,cyfs,,A data type for the reasons why a child-support-enforcement case was transferred.,,cyfs:ChildSupportEnforcementCaseTransferCodeSimpleType,,,,,,
2.1,fs,ChildSupportEnforcementCaseType,modified,,3.0,cyfs,,A data type for a child support enforcement case.,,,,,,,,
2.1,fs,ChildSupportInsuranceCoverageCodeSimpleType,modified,,3.0,cyfs,,A data type for the kind(s) of insurance coverage ordered in a child-support-enforcement case.,,xs:token,,,,,,
2.1,fs,ChildSupportInsuranceCoverageCodeType,modified,,3.0,cyfs,,A data type for the kind(s) of insurance coverage ordered in a child-support-enforcement case.,,cyfs:ChildSupportInsuranceCoverageCodeSimpleType,,,,,,
2.1,fs,ChildSupportObligationOrderActionCodeSimpleType,modified,,3.0,cyfs,,A data type for the legal actions a child-support-enforcement tribunal can take regarding a child-support obligation.,,xs:token,,,,,,
2.1,fs,ChildSupportObligationOrderActionCodeType,modified,,3.0,cyfs,,A data type for the legal actions a child-support-enforcement tribunal can take regarding a child-support obligation.,,cyfs:ChildSupportObligationOrderActionCodeSimpleType,,,,,,
2.1,fs,ChildVictimChargeAssociationType,modified,,3.0,cyfs,,"A data type for a relationship among an allegation of child abuse or neglect, the alleged perpetrator, and the alleged child victim.",,,,,,,,
2.1,fs,ChildVictimType,modified,,3.0,cyfs,,A data type for information about a person who has not yet reached the age of majority and in whose interest a child welfare case has been initiated.,,,,,,,,
2.1,fs,EducationType,modified,,3.0,cyfs,,A data type for describing the educational issues related to the court report and service plan of any participant  in the case.,,,,,,,,
2.1,fs,GoalObjectiveType,modified,,3.0,cyfs,,A data type for describing a subset of a service plan goal.,,,,,,,,
2.1,fs,HistoricalNarrativeType,modified,,3.0,cyfs,,A data type for the history of a participant of a case.,,,,,,,,
2.1,fs,PersonCaseAssociationType,modified,,3.0,cyfs,,A data type for a relationship between a person and a case.,,,,,,,,
2.1,fs,PetitionCategoryCodeSimpleType,modified,,3.0,cyfs,,A data type for the type of petition filed.,,xs:token,,,,,,
2.1,fs,PetitionCategoryCodeType,modified,,3.0,cyfs,,A data type for the type of petition filed.,,cyfs:PetitionCategoryCodeSimpleType,,,,,,
2.1,fs,PetitionerChildAssociationType,modified,,3.0,cyfs,,A data type for an association between a petitioner and a child.,,,,,,,,
2.1,fs,PlacementType,modified,,3.0,cyfs,,A data type for the placement history of a child or youth.,,,,,,,,
2.1,fs,ServicePlanGoalType,modified,,3.0,cyfs,,A data type for elements that describe a service plan goal.,,,,,,,,
2.1,fs,ServiceType,modified,,3.0,cyfs,,A data type for describing the service that will be made available by the agency.,,,,,,,,
2.1,fs,SubjectChildAssociationType,modified,,3.0,cyfs,,A data type for an association between a subject and a child.,,,,,,,,
2.1,fs,TaskType,modified,,3.0,cyfs,,A data type for the details that describe the activity to be done to achieve a service plan objective.,,,,,,,,
2.1,fs,TribalCodeSimpleType,modified,,3.0,cyfs,,A data type for the names of the tribes.,,xs:token,,,,,,
2.1,fs,TribalCodeType,modified,,3.0,cyfs,,A data type for the names of the tribes.,,cyfs:TribalCodeSimpleType,,,,,,
2.1,fs,VisitationPlanType,modified,,3.0,cyfs,,A data type for the details about a current visitation agreement,,,,,,,,
