originalRelease,originalNamespace,originalPropertyName,changeCode,issue,release,namespace,propertyName,definition,dataType,substitutionGroupHead,elementOrAttribute,concreteOrAbstract,isAbstract
3.0,it,GoodsWeightMeasureSystem,modified,,3.1,it,GoodsWeightMeasureSystemText,A category of measuring system used to document the weight of a goods item.,nc:TextType,,TRUE,FALSE,
3.0,it,InvoiceNumber,modified,,3.1,it,InvoiceID,A reference identifier for an invoice.,niem-xs:string,,TRUE,FALSE,
3.0,it,OtherChargesDeductions,modified,,3.1,it,OtherChargesDeductionsAmount,"An amount added or subtracted from the total invoice price not previously taken into account when determining the Customs value.
",nc:AmountType,,TRUE,FALSE,
3.0,it,PackageItemQuantity,modified,,3.1,it,PackageItemQuantity,A number of individual items packaged in such a way that they cannot be divided without first undoing the packaging.,nc:QuantityType,,TRUE,FALSE,
3.0,it,ProcessingEstablishmentText,modified,,3.1,it,ProcessingEstablishment,"A description of a slaughtering, freezing, or other processing establishment.",it:ProcessingEstablishmentType,,TRUE,FALSE,
3.0,it,ShippingContainerEmptyWeight,modified,,3.1,it,ShippingContainerEmptyWeightMeasure,A weight of a shipping container when empty.,nc:MeasureType,,TRUE,FALSE,
3.0,it,ShippingContainerLoadedWeight,modified,,3.1,it,ShippingContainerLoadedWeightMeasure,A weight of a shipping container including its current contents.,nc:MeasureType,,TRUE,FALSE,
3.0,it,TransportContractDocumentReferenceNumber,modified,,3.1,it,TransportContractDocumentReferenceID,A unique identifier of a Transport Contract Document.,niem-xs:string,,TRUE,FALSE,
3.0,it,TransportMeansActualFirstArrivalDate,modified,,3.1,it,TransportMeansActualFirstArrivalDate,"An actual first date / scheduled date of arrival of means of transport at (for air) first airport, (land) arrival at first border post and (sea) arrival at first port.",nc:DateType,,TRUE,FALSE,
3.0,it,TransportMeansActualFirstDepartureDate,modified,,3.1,it,TransportMeansActualFirstDepartureDate,An actual first date of departure of the means of transport.,nc:DateType,,TRUE,FALSE,
3.0,it,ValuationAdditionsCode,modified,,3.1,it,ValuationAdditionsCode,A kind of adjustment to valuation amounts.,nc:TextType,,TRUE,FALSE,
3.0,j,CrashWorkZoneIndicationCode,modified,,3.1,j,CrashWorkZoneIndicationCode,A presence of a Work Zone.,mmucc:StandardSelectionCodeType,j:CrashWorkZoneIndication,TRUE,FALSE,
3.0,j,DriverLicenseEndorsement,modified,,3.1,j,DriverLicenseEndorsement,An endorsement on a driver license or driver license permit which authorizes the operation of specified types of vehicles carrying specified loads.,j:DriverLicenseEndorsementType,,TRUE,FALSE,
3.0,j,DriverLicenseEndorsementAugmentationPoint,modified,,3.1,j,DriverLicenseBaseEndorsementAugmentationPoint,An augmentation point for type DriverLicenseEndorsementType.,,,TRUE,TRUE,
3.0,j,DriverLicenseMedicalSelfCertification,modified,,3.1,j,DriverLicenseMedicalSelfCertification,A data concept for a driver's self certification of the commercial driver's status regarding 49 CFR 390.3 and the type of driving.,,,TRUE,TRUE,
3.0,j,DriverLicenseMedicalSelfCertificationCode,modified,,3.1,j,DriverLicenseMedicalSelfCertificationCode,A driver's self certification of the commercial driver's status regarding 49 CFR 390.3 and the type of driving.,ansi_d20:DriverLicenseMedicalSelfCertificationCodeType,j:DriverLicenseMedicalSelfCertification,TRUE,FALSE,
3.0,j,DriverLicenseRestriction,modified,,3.1,j,DriverLicenseRestriction,A restriction on a driver license.,j:DriverLicenseRestrictionType,,TRUE,FALSE,
3.0,j,DrivingRestrictionCode,modified,,3.1,j,DriverLicenseRestrictionCode,A category of a driving restriction on a license.,ansi_d20:DrivingRestrictionCodeType,<deleted>,TRUE,FALSE,
3.0,j,DrugInvolvementSuspicionCode,modified,,3.1,j,DrugInvolvementSuspicionCode,A driver or non-motorist involved in the crash suspected by law enforcement to have used drugs.,mmucc:StandardSelectionCodeType,j:DrugInvolvementSuspicion,TRUE,FALSE,
3.0,j,EntityEmailAssociation,modified,,3.1,j,EntityEmailAddressAssociation,A relationship between an entity (person or organization) and an E-mail address for example to indicate that a person has or uses a particular email address.,j:EntityEmailAssociationType,,TRUE,FALSE,
3.0,j,HazardousMaterialCode,modified,,3.1,j,HazardousMaterialCode,A hazardous material.,hazmat-3.0.1:HazmatUNCodeType,nc:SubstanceDesignator,TRUE,FALSE,
3.0,j,HazMatCargoReleaseCode,modified,,3.1,j,HazMatCargoReleaseCode,A release of hazardous materials from the cargo compartment.,mmucc:NA-No-Yes-NR-CodeType,j:HazMatCargoRelease,TRUE,FALSE,
3.0,j,InitialImpactArea,modified,,3.1,j,CrashVehicleDamage,A data concept for an area of the motor vehicle that received the initial impact.,,,TRUE,TRUE,
3.0,j,InitialImpactAreaCode,modified,,3.1,j,CrashVehicleDamageCode,An area of the motor vehicle that received the initial impact.,mmucc:VehicleDamageCodeType,j:CrashVehicleDamage,TRUE,FALSE,
3.0,j,MostHarmfulEvent,modified,,3.1,j,VehicleMostHarmfulEvent,"A data concept for an event that resulted in the most severe injury or, if no injury, the greatest property damage involving this motor vehicle.",,,TRUE,TRUE,
3.0,j,MostHarmfulEventCode,modified,,3.1,j,VehicleMostHarmfulEventCode,"An event that resulted in the most severe injury or, if no injury, the greatest property damage involving this motor vehicle.",mmucc:CrashHarmfulEventCodeType,j:VehicleMostHarmfulEvent,TRUE,FALSE,
3.0,j,RoadwayNationalHighwayPartCode,modified,,3.1,j,RoadwayNationalHighwayPartCode,A designation of the roadway as part of the National Highway System.,mmucc:StandardSelectionCodeType,j:RoadwayNationalHighwayPart,TRUE,FALSE,
3.0,j,SentenceModificationConfinementCreditDayQuantity,modified,,3.1,j,SentenceModificationConfinementCreditDayQuantity,A number of days a person is credited with spending in confinement.,niem-xs:nonNegativeInteger,,TRUE,FALSE,
3.0,jp3-52,AirspaceCoordinatingMeasureTypeAndUsageAugmentationPoint,modified,,3.1,jp3-52,AirspaceCoordinatingMeasureTypeAndUsageAugmentationPoint,An augmentation point for type jp3-52:AirspaceCoordinatingMeasureTypeandUsageType,,,TRUE,TRUE,
3.0,m,VesselEndurance,modified,,3.1,m,VesselEnduranceMeasure,"An extent of time that, under normal conditions, a vessel can operate without support.",nc:MeasureType,,TRUE,FALSE,
3.0,mo,AimpointAugmentationPoint,modified,,3.1,mo,AimpointAugmentationPoint,An augmentation point for type mo:AimpointType,,,TRUE,TRUE,
3.0,mo,AircraftTargetAssociationAugmentationPoint,modified,,3.1,mo,AircraftTargetAssociationAugmentationPoint,An augmentation point for type mo:AircraftTargetAssociationType,,,TRUE,TRUE,
3.0,mo,Altitude,modified,,3.1,mo,AltitudeMeasure,A vertical elevation of an object above a surface (as sea level or land) of a planet or natural satellite.,nc:LocationHeightMeasureType,,TRUE,FALSE,
3.0,mo,CallSignID,modified,,3.1,mo,CallSignIdentification,"An identification of any combination of characters or pronounceable words, which identifies a communication facility, a command, an authority, an activity, or a unit; used primarily for establishing and maintaining communications.",nc:IdentificationType,,TRUE,FALSE,
3.0,mo,CourseAngleDegreesMeasure,modified,,3.1,mo,CourseAngleDegreesMeasure,"An angular distance measured in degrees of a direction from a chosen reference direction.  The measured and reference directions are located in the horizontal plane, and the value of the angle is positive in a clockwise direction as viewed from ""above"" the horizontal plane.",mo:CourseAngleDegreesMeasureType,mo:CourseAbstract,TRUE,FALSE,
3.0,mo,CourseAngleDegreesMeasureAugmentationPoint,modified,,3.1,mo,CourseAngleDegreesMeasureAugmentationPoint,An augmentation point for type mo:CourseAngleDegreesMeasure,,,TRUE,TRUE,
3.0,mo,CourseAngleMeasure,modified,,3.1,mo,CourseAngleMeasure,"An angular distance of a direction from a chosen reference direction.  The measured and reference directions are located in the horizontal plane, and the value of the angle is positive in a clockwise direction as viewed from ""above"" the horizontal plane.",nc:AngularMeasureType,mo:CourseAbstract,TRUE,FALSE,
3.0,mo,DamageAugmentationPoint,modified,,3.1,mo,DamageAugmentationPoint,An augmentation point for type mo:DamageType.,,,TRUE,TRUE,
3.0,mo,Elevation,modified,,3.1,mo,ElevationMeasure,"A height above a fixed reference point, most commonly a reference geoid, a mathematical model of the Earth's sea level as an equipotential gravitational surface.",nc:LocationHeightMeasureType,,TRUE,FALSE,
3.0,mo,EquipmentAugmentationPoint,modified,,3.1,mo,EquipmentAugmentationPoint,An augmentation point for type mo:EquipmentType,,,TRUE,TRUE,
3.0,mo,EquipmentID,modified,,3.1,mo,EquipmentIdentification,A unique identification assigned to identify a specific piece of equipment.,nc:IdentificationType,,TRUE,FALSE,
3.0,mo,Event,modified,,3.1,mo,Event,An existance of a process or object at a location during a time interval.,mo:EventType,,TRUE,FALSE,
3.0,mo,EventAugmentationPoint,modified,,3.1,mo,EventAugmentationPoint,An augmentation point for type mo:EventType.,,,TRUE,TRUE,
3.0,mo,EventCategoryAbstract,modified,,3.1,mo,EventCategoryAbstract,A data concept for the type or kind of an event.,,,TRUE,TRUE,
3.0,mo,EventCategoryCode,modified,,3.1,jc3iedm,EventCategoryCode,A designator for a category that some event falls under.,jc3iedm:EventCategoryCodeType,mo:EventCategoryAbstract,TRUE,FALSE,
3.0,mo,EventLocation,modified,,3.1,mo,EventLocation,A location of a process or object.,nc:LocationType,,TRUE,FALSE,
3.0,mo,MILSTD2525-B-SIDC,modified,,3.1,mo,MILSTD2525-B-SIDC-Code,"A symbol identification code, an alphanumeric code based on a database structure that provides the minimum elements required to construct the basic icon and/or a complete symbol. Also called SIDC.",mo:MILSTD2525-B-SIDC-Type,,TRUE,FALSE,
3.0,mo,MILSTD2525-C-SIDC,modified,,3.1,mo,MILSTD2525-C-SIDC-Code,"A symbol identification code, an alphanumeric code based on a database structure that provides the minimum elements required to construct the basic icon and/or a complete symbol. Also called SIDC.",mo:MILSTD2525-C-SIDC-Type,,TRUE,FALSE,
3.0,mo,MILSTD2525-D-SIDC-AugmentationPoint,modified,,3.1,mo,MILSTD2525-D-SIDC-AugmentationPoint,An augmentation point for type mo:MILSTD2525-D-SIDC-Type,,,TRUE,TRUE,
3.0,mo,MILSTD2525-D-SIDC-Part1,modified,,3.1,mo,MILSTD2525-D-SIDC-Part1Code,An unsigned integer containing the first ten digits of a symbol identification code (SIDC).,mo:MILSTD2525-D-SIDC-PartType,,TRUE,FALSE,
3.0,mo,MILSTD2525-D-SIDC-Part2,modified,,3.1,mo,MILSTD2525-D-SIDC-Part2Code,An unsigned integer containing the second ten digits of a symbol identification code (SIDC).,mo:MILSTD2525-D-SIDC-PartType,,TRUE,FALSE,
3.0,mo,MILSTD2525-D-SIDC-Part3,modified,,3.1,mo,MILSTD2525-D-SIDC-Part3Code,An unsigned integer containing the third (conditionally optional) ten digits of a symbol identification code (SIDC).,mo:MILSTD2525-D-SIDC-PartType,,TRUE,FALSE,
3.0,mo,MissionAugmentationPoint,modified,,3.1,mo,MissionAugmentationPoint,An augmentation point for type mo:MissionType,,,TRUE,TRUE,
3.0,mo,MissionEssentialTaskAugmentationPoint,modified,,3.1,mo,MissionEssentialTaskAugmentationPoint,An augmentation point for type mo:MissionEssentialTaskType,,,TRUE,TRUE,
3.0,mo,MissionEssentialTaskListAugmentationPoint,modified,,3.1,mo,MissionEssentialTaskListAugmentationPoint,An augmentation point for type mo:MissionEssentialTaskListType,,,TRUE,TRUE,
3.0,mo,MovementAugmentationPoint,modified,,3.1,mo,MotionAugmentationPoint,An augmentation point for type mo:MotionType,,,TRUE,TRUE,
3.0,mo,OperationPlanTaskOrganizationAugmentationPoint,modified,,3.1,mo,OperationPlanTaskOrganizationAugmentationPoint,An augmentation point for type OperationPlanTaskOrganizationType,,,TRUE,TRUE,
3.0,mo,OrdnanceAugmentationPoint,modified,,3.1,mo,OrdnanceAugmentationPoint,An augmentation point for type mo:OrdnanceType,,,TRUE,TRUE,
3.0,mo,SensorAugmentationPoint,modified,,3.1,mo,SensorAugmentationPoint,An augmentation point for type mo:SensorType,,,TRUE,TRUE,
3.0,mo,SensorID,modified,,3.1,mo,SensorIdentification,An identification of a sensor.,nc:IdentificationType,,TRUE,FALSE,
3.0,mo,SortieAugmentationPoint,modified,,3.1,mo,SortieAugmentationPoint,An augmentation point for type mo:SortieType,,,TRUE,TRUE,
3.0,mo,SortieID,modified,,3.1,mo,SortieIdentification,An identification for a Sortie.,nc:IdentificationType,,TRUE,FALSE,
3.0,mo,TargetAugmentationPoint,modified,,3.1,mo,TargetAugmentationPoint,An augmentation point for type mo:TargetType,,,TRUE,TRUE,
3.0,mo,TargetID,modified,,3.1,mo,TargetIdentification,An identification of a target.,nc:IdentificationType,,TRUE,FALSE,
3.0,mo,TaskAugmentationPoint,modified,,3.1,mo,TaskAugmentationPoint,An augmentation point for type mo:TaskType,,,TRUE,TRUE,
3.0,mo,TaskUUID,modified,,3.1,mo,TaskUUIDIdentification,An identification for a 128 bit Universally Unique ID (UUID) for a task.,nc:IdentificationType,,TRUE,FALSE,
3.0,mo,TrackAugmentationPoint,modified,,3.1,mo,TrackAugmentationPoint,An augmentation point for type mo:TrackType,,,TRUE,TRUE,
3.0,mo,TrackID,modified,,3.1,mo,TrackIdentification,An identification of a track.,nc:IdentificationType,,TRUE,FALSE,
3.0,mo,TrackPointAugmentationPoint,modified,,3.1,mo,TrackPointAugmentationPoint,An augmentation point for type mo:TrackPointType,,,TRUE,TRUE,
3.0,mo,UnitAugmentationPoint,modified,,3.1,mo,UnitAugmentationPoint,An augmentation point for type mo:UnitType,,,TRUE,TRUE,
3.0,mo,UnitCommandOrSupportRelationshipAssociationAugmentationPoint,modified,,3.1,mo,UnitCommandOrSupportRelationshipAssociationAugmentationPoint,An augmentation point for type mo:UnitCommandOrSupportRelationshipAssociationType,,,TRUE,TRUE,
3.0,mo,WaypointAugmentationPoint,modified,,3.1,mo,WaypointAugmentationPoint,An augmentation point for type mo:WaypointType,,,TRUE,TRUE,
3.0,scr,ActivityPriorityQuantity,modified,,3.1,scr,ActivityPriorityQuantity,"A number of the Priority value of the activity, with 0-4 as gradient normal, 4 as the default, and 5-9 as gradient expedited priority.",nc:QuantityType,,TRUE,FALSE,
3.0,scr,ActivityResponseQuantity,modified,,3.1,scr,ActivityResponseQuantity,A number indicating the number of results to return for the request.,nc:QuantityType,,TRUE,FALSE,
3.0,scr,BenefitDocumentStatus,modified,,3.1,scr,BenefitDocumentStatus,A state of a benefit document.,scr:BenefitDocumentStatusType,,TRUE,FALSE,
3.0,scr,EscortReasonCategoryText,modified,,3.1,scr,EscortReasonCategory,A kind of reason why an escort is required to deport the subject.,scr:AlienDeportationEscortReasonType,,TRUE,FALSE,
3.0,scr,LeadStatus,modified,,3.1,scr,LeadStatus,A classification state of a lead.,scr:LeadStatusType,,TRUE,FALSE,
3.0,scr,MilesFromPortOfEntryQuantity,modified,,3.1,scr,MilesFromPortOfEntryQuantity,A number indicating the distance in miles from the port of entry to where the alien last entered.,nc:QuantityType,,TRUE,FALSE,
3.0,scr,PersonAlertStatus,modified,,3.1,scr,PersonAlertStatus,A status of the classification of person alert status.,scr:PersonAlertStatusType,,TRUE,FALSE,
3.0,scr,ScreeningDocumentStatus,modified,,3.1,scr,ScreeningDocumentStatus,A status of a document.,scr:DocumentStatusType,,TRUE,FALSE,
3.0,scr,ScreeningImmigrationStatus,modified,,3.1,scr,ScreeningImmigrationStatus,A status of a person with additional screening information.,scr:ImmigrationStatusType,im:ImmigrationStatus,TRUE,FALSE,
3.0,scr,VisaApplicationDispositionStatus,modified,,3.1,scr,VisaApplicationDispositionStatus,A final status of the visa application.,nc:StatusType,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AcquisitionDigitalConversionDescriptionText,A description of the analog to digital equipment used to store a representation of the source,nc:TextType,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AcquisitionRadioTransmissionFormatDescriptionText,An acquisition radio transmission format description.,nc:TextType,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AcquisitionSourceAugmentationPoint,An augmentation point for AcquisitionSource,,,TRUE,TRUE,
3.0,,,new,,3.1,biom,AcquisitionSourceCategoryText,A kind of biometric capture source (system name etc.).,nc:TextType,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AcquisitionSourceCode,A kind of acquisition method for the source representation,biom:AcquisitionSourceCodeType,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AcquisitionSourceDescriptionText,A description of a vendor-specified source of an image,nc:TextType,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AcquisitionSpecialCharacteristicsText,A description of any specific conditions. An example would be a near-infrared camera outputting images in visible wavelengths,nc:TextType,,TRUE,FALSE,
3.0,,,new,,3.1,biom,ADAReferenceCodeText,A kind of ADA reference code text,nc:TextType,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AssociatedContext,A kind of set of identifiers pointing to an associated context representation,biom:AssociatedContextType,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AssociatedContextAugmentationPoint,An augmentation point for AssociatedContext,,,TRUE,TRUE,
3.0,,,new,,3.1,biom,AssuranceAuditRevisionIdentification,An identification of an audit revision number within the revision history,nc:IdentificationType,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AssuranceDateTime,A date and time that information assurance data were created,nc:DateType,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AssuranceFormatIdentification,An identification of an information assurance format by its owner,nc:IdentificationType,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AssuranceFormatOwnerIdentification,An identification of an information assurance format owner,nc:IdentificationType,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AssuranceLogAgentText,A kind of the entity responsible for an event in an information assurance log entry,nc:TextType,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AssuranceLogEntry,A statement of a discrete change made to another record in a transaction,biom:AssuranceLogEntryType,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AssuranceLogEntryAugmentationPoint,An augmentation point for AssuranceLogEntry,,,TRUE,TRUE,
3.0,,,new,,3.1,biom,AssuranceLogEventCode,A kind of change made to another record in a transaction,biom:AssuranceLogEventCodeType,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AssuranceLogEventLocationText,"A kind of information items pointing to a specific record, field, and subfield",niem-xs:string,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AssuranceLogEventOriginalValueText,A kind of original value of a field before it was affected by an information assurance log event,niem-xs:string,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AssuranceLogEventReasonText,A rationale behind an information assurance log event,nc:TextType,,TRUE,FALSE,
3.0,,,new,,3.1,biom,AssuranceOrganization,An organization creating information assurance data,nc:OrganizationType,,TRUE,FALSE,
