originalRelease,originalNamespace,originalPropertyName,changeCode,issue,release,namespace,propertyName,definition,dataType,substitutionGroupHead,elementOrAttribute,concreteOrAbstract,isAbstract
2.1,cbrn,CaseStatusDateTime,modified,,3.0,,,A dateTime when a status was reported.,niem-xs:dateTime,,,,
2.1,cbrn,CaseStatusIssuerCode,modified,,3.0,,,An Organization reporting a case status.,,,,,
2.1,cbrn,CaseThreatLevelCode,modified,,3.0,,,A  threat level represented by the activities or items represented by a case.,,,,,
2.1,cbrn,CaseWindowEndDateTime,modified,,3.0,,,A DateTime for the time window end for a BOLO kind of case.,niem-xs:dateTime,,,,
2.1,cbrn,CaseWindowStartDateTime,modified,,3.0,,,A DateTime for the time window start for a BOLO kind of case.,niem-xs:dateTime,,,,
2.1,cbrn,compressionCode,modified,,3.0,,,"An algorithm, if any, by which the channel data have been compressed.  If this attribute is omitted, the data have not been compressed.  The kinds of data compression are as follows:  - None: the data are not compressed.  The number of values in the ChannelData element is equal to the number of channels of data represented by the element. - CountedZeroes: the data have been compressed by the removal of repeated zero values. When a ""0"" value appears in the ChannelData contents, the next value is the number of consecutive zero-value channels beginning with the first zero-value in the sequence. For example, the following 18 channels of uncompressed data: 22 5 0 2 1 0 0 3 4 0 0 0 0 0 0 0 0 1 would be represented in compressed form by 22 5 0 1 2 1 0 2 3 4 0 8 1 The italicized values in the list show cases where one, two, and eight zeroes have been compressed.",,,,,
2.1,cbrn,ConveyanceAugmentation,modified,,3.0,,,"Additional information about a tangible item that is used to transport goods and/or persons from one location to another location; e.g., ship, airplane, vehicle, train, pipeline.",,nc:ConveyanceAugmentationPoint,,,
2.1,cbrn,ConveyanceBoundForCode,modified,,3.0,,,A description of where a conveyance is bound for when it completes a traversal.,,,,,
2.1,cbrn,ConveyanceConveyanceRelationship,modified,,3.0,,,A description of a relationship  between two conveyances.,,,,,
2.1,cbrn,ConveyanceID,modified,,3.0,,,A unique identifier for a conveyance processed through a traversal.,cbrn:ConveyanceRelatorType,,,,
2.1,cbrn,ConveyanceIdentification,modified,,3.0,,,An Identification of the conveyance that is associated with an organization.,cbrn:ConveyanceRelatorType,,,,
2.1,cbrn,ConveyanceKindCode,modified,,3.0,,,"An identifier of a kind of a conveyance.  For example: Ship, Airplane, Truck, etc.",,,,,
2.1,cbrn,ConveyanceOrgRelationship,modified,,3.0,,,A description of a relationship  between a conveyance and an organization.,,,,,
2.1,cbrn,ConveyanceOrgRelationshipKindCode,modified,,3.0,,,"A description of the kind of relationship between a conveyance and organization.  For example, an aircraft may have an owner, operator, leasee, etc.",,,,,
2.1,cbrn,ConveyancePrimaryColorCode,modified,,3.0,,,"A color that  identifies a single, upper-most, front-most, or majority color of a conveyance.",,,,,
2.1,cbrn,ConveyanceRegistration,modified,,3.0,,,A conveyance's registration information.,,<deleted>,,,
2.1,cbrn,ConveyanceRegistrationAugmentation,modified,,3.0,,,Additional information about the official registration of a conveyance with an authority.,,j:ConveyanceRegistrationAugmentationPoint,,,
2.1,cbrn,ConveyanceRelationshipKindCode,modified,,3.0,,,"A kind of conveyance relationship; for example, contained in/on, or connected to.",,,,,
2.1,cbrn,ConveyanceRelationshipOriginID,modified,,3.0,,,"A unique identifier of the conveyance that is the start/origin of the relationship.  By convention, the start of the relationship is the conveyee and the end of the relationship is the conveyor; for example a trailer is conveyed by a tractor, or a container is conveyed by a vessel or a trailer.",cbrn:ConveyanceRelatorType,,,,
2.1,cbrn,ConveyanceRelationshipTargetID,modified,,3.0,,,"A unique identifier of the conveyance that is the end/target of the relationship.  By convention, the end of the relationship is the conveyor and the start of the relationship is the conveyee.",cbrn:ConveyanceRelatorType,,,,
2.1,cbrn,ConveyanceSecondaryColorCode,modified,,3.0,,,A color that identifies a lower-most or rear-most color of a two-tone conveyance or a lesser color of a multi-colored conveyance.,,,,,
2.1,cbrn,ConveyanceWeightDescriptionText,modified,,3.0,,,"A description of conveyance weight, such as gross weight, axle weight, etc., this element is used to provide the description that is applicable to the value provided by the Conveyance weight measure.",,,,,
2.1,cbrn,CredentialsAuthenticatedCode,modified,,3.0,,,A verfication of the authenticating credentials.,,,,,
2.1,cbrn,DataFileMetadata,modified,,3.0,,,Metadata about datafile Security classification and marking attributes.,structures:MetadataType,,,,
2.1,cbrn,DataFileName,modified,,3.0,,,A Name of the data file,niem-xs:string,,,,
2.1,cbrn,DataFileSequenceDescriptionText,modified,,3.0,,,A Description of the contents of a subset of a digital data file.,,,,,
2.1,cbrn,DetectionEventID,modified,,3.0,,,An identifier for a Detection Event applied by the site that performs the inspection activities of the Detection  Event.,niem-xs:string,,,,
2.1,cbrn,DetectionEventSiteID,modified,,3.0,,,A unique identifier of the site at which a detection event occurred. Typically this identifier is specific to the organization operating the site.,niem-xs:string,,,,
2.1,cbrn,DetectionEventUserEntryData,modified,,3.0,,,A set of user-operator entered data relevant to a Detection Event.,,,,,
2.1,cbrn,DetectionEventUUID,modified,,3.0,,,A unique identifier of the Detection Event for which the user entered the data.,niem-xs:string,,,,
2.1,cbrn,DeviceInfoDateTime,modified,,3.0,,,A DateTime of the device identifier data.,niem-xs:dateTime,,,,
2.1,cbrn,DeviceOperatorID,modified,,3.0,,,A unique identifier of the encounter device operator.  There is no required format for the ID value.,niem-xs:string,,,,
2.1,cbrn,EncounterDeviceCategoryLevelCode,modified,,3.0,,,A device  manufacturer's name.,,,,,
2.1,cbrn,EncounterDeviceID,modified,,3.0,,,"A unique identifier of a kind of encounter device; ie, system, device, or component.",niem-xs:string,<deleted>,,,
2.1,cbrn,EncounterDeviceOperatorText,modified,,3.0,,,An encounter device operator's identification information.,niem-xs:string,,,,
2.1,cbrn,EncounterRelationship,modified,,3.0,,,A description of a relationship  between two objects involved in an encounter.,,,,,
2.1,cbrn,EntryPersonID,modified,,3.0,,,A unique identifier of the person who entered or confirmed a measured item identifier.  There is no required format for the ID,niem-xs:string,,,,
2.1,cbrn,Equation,modified,,3.0,,,A mathematical equation and its coefficients.,,,,,
2.1,cbrn,EquationDescriptionText,modified,,3.0,,,"A free-form description of the equation type; it is intended for documentation purposes only.  If the equation kind is Other, then this description shall be specified to explain the kind of equation. Polynomial equations shall report the linear term first as Term0 followed by the other terms.  An example would be: Energy = Term0 + Term1*Ch + Term2*Ch**2",,,,,
2.1,cbrn,EquationKindCode,modified,,3.0,,,A kind of an equation.,,,,,
2.1,cbrn,ErrorCodeDescriptionText,modified,,3.0,,,A description of an error code in free form text.,,,,,
2.1,cbrn,ErrorNodeName,modified,,3.0,,,A name of the XML tag at which an error occurred.,,,,,
2.1,cbrn,IdAcquisitionMethodCode,modified,,3.0,,,A code for the method of acquiring the identifier of an item.,,cbrn:IDAcquisitionMethod,,,
2.1,cbrn,IdConfidenceCode,modified,,3.0,,,A code for the confidence that the measured item identifier is correct.,,,,,
2.1,cbrn,ImagePerspectiveCode,modified,,3.0,,,A code for the viewing perspective of the subject of an image captured as a digital data file.,,cbrn:ImagePerspective,,,
2.1,cbrn,InspectionData,modified,,3.0,,,A set of data regarding an inspection of an item of interest.,,,,,
2.1,cbrn,InspectionEventDateTime,modified,,3.0,,,A DateTime of an inspection event.,niem-xs:dateTime,,,,
2.1,cbrn,InspectionResolutionCode,modified,,3.0,,,A code for the findings resulting from inspection of an item of interest.,,cbrn:InspectionResolution,,,
2.1,cbrn,InspectionThreatFindingCode,modified,,3.0,,,A code for the category of threat found by an inspection.,,cbrn:InspectionThreatFinding,,,
2.1,cbrn,Layer,modified,,3.0,,,A description of a shielding layer.,,,,,
2.1,cbrn,LayerDensityValue,modified,,3.0,,,A shielding layer density expressed in unit of measure g/cm2.,,,,,
2.1,cbrn,LayerMaterialKindCode,modified,,3.0,,,"A kind of material of which a shielding layer is composed. If the kind is other, then a text description should also be provided.",,cbrn:LayerMaterial,,,
2.1,cbrn,LayerQuantity,modified,,3.0,,,A number of shielding layers observed.,,,,,
2.1,cbrn,LiveTimeDuration,modified,,3.0,,,"A duration during which a detection assembly is sensitive to the input signal. The value of LiveTimeDuration is always less than or equal to the value of RealTimeDuration, because it does not include the time that the radiation detector was unable to re",niem-xs:duration,,,,
2.1,cbrn,MapGuideBrandCode,modified,,3.0,,,A code for the Brand name of a Map Guide document that provides maps of a locale with a vendor-unique grid reference system.,,,,,
2.1,cbrn,MapGuideLocation,modified,,3.0,,,A set of location information based on a map contained in a Map Guide document.,,,,,
2.1,cbrn,MapGuideName,modified,,3.0,,,A Name of a Map Guide document providing maps of a locale.,nc:TextType,,,,
2.1,cbrn,MeanPhotonValue,modified,,3.0,,,A value for the mean of the maximum number of photons in open air per pixel. Can be per system or per detector.,niem-xs:decimal,,,,
2.1,cbrn,MeasuredItemDescriptionText,modified,,3.0,,,A description providing information about a measured item.,niem-xs:string,,,,
2.1,cbrn,MeasuredItemID,modified,,3.0,,,An Identifier of a measured item.  There is no required format for the ID value.,niem-xs:string,,,,
2.1,cbrn,MeasuredItemIdentification,modified,,3.0,,,An identification data for a measured item.,,,,,
2.1,cbrn,MeasuredItemIDKindCode,modified,,3.0,,,A code for a kind of identifier used for identifying a measured item.,,cbrn:MeasuredItemIDKind,,,
2.1,cbrn,MeasuredItemKindCode,modified,,3.0,,,A kind or general category of item that is being inspected.,,cbrn:MeasuredItemKind,,,
2.1,cbrn,MessageContentError,modified,,3.0,,,A set of information about the point in the xml payload content of a message where an error occurred in processing the message.,,,,,
2.1,cbrn,MessageContentHeader,modified,,3.0,,,A set of common payload header information for a  N25 message. This is independent of a specific transmission protocol that may be used to wrap the payload.,,,,,
2.1,cbrn,MessageCreationDateTime,modified,,3.0,,,A timestamp associated with the creation of a message content header.,niem-xs:dateTime,,,,
2.1,cbrn,MessageDestination,modified,,3.0,,,"An identifier and/or name of a facility, site, or organization(s) that is(are) the destination of a message.",,,,,
2.1,cbrn,MessageDispatchDateTime,modified,,3.0,,,A timestamp associated with the dispatch of a message content and its header to a messaging service.,niem-xs:dateTime,,,,
2.1,cbrn,MessageHandlingError,modified,,3.0,,,A description of a  message error encountered by an infrastructure component in the process of message handling and transmission.,,,,,
2.1,cbrn,MessageID,modified,,3.0,,,An identifier associated with a message content.  There is no required format for the ID value.,niem-xs:string,,,,
2.1,cbrn,MessageKindCode,modified,,3.0,,,A code for a kind of information content contained in a message.,,,,,
2.1,cbrn,MessageOrigin,modified,,3.0,,,"A Facility, site, or organization id and/or name from which a message content originated.",,,,,
2.1,cbrn,MessagePriorityCode,modified,,3.0,,,A code for the message content priority associated with a content header.,,,,,
2.1,cbrn,MessageStatus,modified,,3.0,,,A status of the message.,,,,,
2.1,cbrn,MessageStatusCode,modified,,3.0,,,A code for the receiving status of a message.,,,,,
2.1,cbrn,MessageVersionText,modified,,3.0,,,A version of the message content kind associated with a content header.,niem-xs:string,,,,
2.1,cbrn,MIMEContentCode,modified,,3.0,,,A MIME content type of a digital data file.,,,,,
2.1,cbrn,MIMEEncodingCode,modified,,3.0,,,A Encoding MIME type of a digital data file.,,,,,
2.1,cbrn,Nuclide,modified,,3.0,,,A set of data for the analysis results for a single radionuclide.,,,,,
2.1,cbrn,NuclideActivityValue,modified,,3.0,,,"A calculated activity of a nuclide at the measurement time, expressed in kilobequerel (kBq) units.",cbrn:NuclideActivityType,,,,
2.1,cbrn,ParentDeviceID,modified,,3.0,,,A unqie  identifier of the device that is the parent of the device identified by rn:RadEncounterDeviceID.,niem-xs:string,,,,
2.1,cbrn,PhotonData,modified,,3.0,,,A set of data providing the photon properties of a radiographic device.,,,,,
2.1,cbrn,PhotonEnergyValue,modified,,3.0,,,A value for the mean energy of photons in MeV.,niem-xs:decimal,,,,
2.1,cbrn,PhotonSourceCode,modified,,3.0,,,A code for the photon source for a radiographic device.,,cbrn:PhotonSource,,,
2.1,cbrn,ReachbackData,modified,,3.0,,,A set of information regarding Reachback.,,,,,
2.1,cbrn,ReachbackFindingsText,modified,,3.0,,,A description of reachback findings.,,,,,
2.1,cbrn,ReachbackRecommendationCode,modified,,3.0,,,A description of a reachback recommendation.,,,,,
2.1,cbrn,ReachbackRecommendationDateTime,modified,,3.0,,,A DateTime that a reachback recommendation was made.,niem-xs:dateTime,,,,
2.1,cbrn,ReachbackRequestCode,modified,,3.0,,,A code for a category of reachback request.,,,,,
2.1,cbrn,RealTimeDuration,modified,,3.0,,,A total clock time (in ISO 8601 format) expended by an instrument in collecting a measurement; the duration shall be greater than zero.,niem-xs:duration,,,,
2.1,cbrn,RelatedCaseUUID,modified,,3.0,,,A unique identifier of a case that is related in some manner to a case of interest.,niem-xs:string,,,,
2.1,cbrn,RelationshipBeginDateTime,modified,,3.0,,,A DateTime a relationship began.,niem-xs:dateTime,,,,
2.1,cbrn,RelationshipEndDateTime,modified,,3.0,,,A DateTime a relationship ended.,niem-xs:dateTime,,,,
2.1,cbrn,RemarkText,modified,,3.0,,,A placeholder for comments intended to help the consumer of the data to understand better the information encapsulated by the parent element.,,,,,
2.1,cbrn,Report,modified,,3.0,,,"A report provided on an unsolicited basis; ie, not in response to a request message (Pull), but by Push from the entity providing the report.",,,,,
2.1,cbrn,ReportDateTime,modified,,3.0,,,A DateTime when a report was created.,niem-xs:dateTime,,,,
2.1,cbrn,RequestAgency,modified,,3.0,,,An organization that initiated a request.,,,,,
2.1,cbrn,RequestAgencyCode,modified,,3.0,,,An organization from which a request was initiated.,,,,,
2.1,cbrn,RequestData,modified,,3.0,,,A set of information identifying the request for which a message provides a response.,,,,,
2.1,cbrn,RequestDateTime,modified,,3.0,,,A requests datetime .,niem-xs:dateTime,,,,
2.1,cbrn,RequestID,modified,,3.0,,,A unique identifier of a request.  There is no required format for the Identifier value.,niem-xs:string,,,,
2.1,cbrn,RequestScopeCode,modified,,3.0,,,A description of the requests scope.,,,,,
2.1,cbrn,ScanIdentificationData,modified,,3.0,,,An inspected item's scan information,,,,,
2.1,cbrn,ScanIdentifierData,modified,,3.0,,,A set of identification data about a scan of an item of interest using a detection device.,,,,,
2.1,cbrn,ScanQualityCode,modified,,3.0,,,A code describing the quality of a scan.,,,,,
2.1,cbrn,SecondaryInspectionKindCode,modified,,3.0,,,A code describing a kind of secondary Inspection.,,cbrn:SecondaryInspectionKind,,,
2.1,cbrn,SecondaryInspectionReferral,modified,,3.0,,,A set of information about a secondary inspection referral regarding an item of interest.,,,,,
2.1,cbrn,SecondaryInspectionReferralID,modified,,3.0,,,A unqiue identifier of a Secondary Inspection referral.,niem-xs:string,,,,
2.1,cbrn,SecondaryInspectionReferralReasonCode,modified,,3.0,,,A reason why a Secondary Inspection was recommended.,,,,,
2.1,cbrn,SecondaryInspectionResolution,modified,,3.0,,,A resolution of a Secondary Inspection  of an item of interest.,,,,,
2.1,cbrn,sequenceNumeric,modified,,3.0,,,A processing order of multiple MultimediaData elements; the elements should be processed in increasing order of this value.,xs:positiveInteger,,,,
2.1,cbrn,Shielding,modified,,3.0,,,A set of data  that describes the shielding observed by an inspector(s) as relevant to the measured item.,,,,,
2.1,cbrn,SiteSpecialInfoText,modified,,3.0,,,"A description of a site that may contain information of importance to a responder; e.g.,  electrified fence, dogs on property, loft apartment, multi-storied building, multiple warehouses on site, hazardous material, etc.",,,,,
2.1,cbrn,SourceSystemFindingCategoryText,modified,,3.0,,,A kind of inspection threat finding code mapped to the finding category in the source system.,niem-xs:string,,,,
2.1,cbrn,subEquationNumeric,modified,,3.0,,,An index of the subequation to which a set of coefficients apply.,xs:positiveInteger,,,,
2.1,cbrn,SystemEvent,modified,,3.0,,,A set of data about a system event.,,,,,
2.1,cbrn,SystemEventDateTime,modified,,3.0,,,A date and time of a system event.,niem-xs:dateTime,,,,
2.1,cbrn,systemOperatingModeCode,modified,,3.0,,,A code for an operating mode of a system.,cbrncl:SystemOperatingModeCodeType,nc:SystemOperatingMode,element,,
2.1,cbrn,ThreatLevelDeterminationCode,modified,,3.0,,,A  code for a threat level based on findings during an inspection.,,cbrn:ThreatLevelDetermination,,,
2.1,cbrn,Traversal,modified,,3.0,,,A set of data describing the end-to-end workflow of a conveyance through an encounter process. One or more detection events may occur during a traversal.,,,,,
2.1,cbrn,TraversalBeginDateTime,modified,,3.0,,,A DateTime of the start of a traversal.,niem-xs:dateTime,,,,
2.1,cbrn,TraversalEndDateTime,modified,,3.0,,,A DateTime of the end of a traversal.,niem-xs:dateTime,,,,
2.1,cbrn,TraversalID,modified,,3.0,,,A unqiue identifier of a traversal.  There is no required format for the ID value.,niem-xs:string,,,,
2.1,cbrn,TraversalOperatingModeCode,modified,,3.0,,,A code for the operating mode of a traversal.,,cbrn:TraversalOperatingMode,,,
2.1,cbrn,VersionEffectiveDateTime,modified,,3.0,,,A version effectivity dateTime.,niem-xs:dateTime,,,,
2.1,cbrn,XDescriptionText,modified,,3.0,,,A description of the first dimension's data.,,,,,
2.1,cbrn,XValue,modified,,3.0,,,"A value (and optionally, the 1-sigma absolute uncertainty of this value), of the first dimension of an equation.",cbrn:DoubleType,,,,
2.1,cbrn,YDescriptionText,modified,,3.0,,,A description of the second dimension's data.,,,,,
2.1,cbrn,YValue,modified,,3.0,,,"A value (and optionally, the 1-sigma absolute uncertainty of this value), of the second dimension of an equation.",cbrn:DoubleType,,,,
2.1,cyfs,AbuseNeglectAllegationCategoryText,modified,,3.0,,,"A kind of allegation of abuse, sexual abuse, or neglect, provided by the referral or by the reporter at the time of investigation.",,,,,
2.1,cyfs,AbuseNeglectAllegationOriginationText,modified,,3.0,,,"A specification of where the allegation originated, such as whether the allegation was alleged by a reporter or collected during the investigation.",,,,,
2.1,cyfs,AbuseNeglectDetailCategoryText,modified,,3.0,,,A kind of injury suffered by the alleged victim of abuse or neglect.,,,,,
2.1,cyfs,AbuseNeglectInjury,modified,,3.0,,,A form of physical harm or damage sustained by the survivor of abuse or neglect.,,,,,
2.1,cyfs,AbuseNeglectSeverity,modified,,3.0,,,A data concept for describing the severity of abuse or neglect.,,,,,
2.1,cyfs,AbuseNeglectSeverityCode,modified,,3.0,,,A severity description of each type of abuse and/or neglect on a client.,,,,,
2.1,cyfs,AbuseNeglectSeverityText,modified,,3.0,,,A severity description of each type of abuse and/or neglect on a client.,,,,,
2.1,cyfs,ActionRequested,modified,,3.0,,,"A data concept for describing an agency's request for court action, based upon the needs of the child, youth, or family.",,,,,
2.1,cyfs,ActionRequestedCode,modified,,3.0,,,"A code indicating any of the actions being requested of the court e.g. what types of services the child needs  (e.g. mental health, medical, emergency, basic, therapeutic, habilitative).",,,,,
2.1,cyfs,ActionRequestedText,modified,,3.0,,,An action being requested.,,,,,
2.1,cyfs,AdministeringFacility,modified,,3.0,,,A facility administering an assessment.,,,,,
2.1,cyfs,AdoptingParentRelationshipCategory,modified,,3.0,,,A data concept for describing the relationship between a child and the adopting parent.,,,,,
2.1,cyfs,AdoptingParentRelationshipCategoryCode,modified,,3.0,,,A relationship of the child to the adopting parents.,,,,,
2.1,cyfs,AdoptingParentRelationshipCategoryText,modified,,3.0,,,A kind of relationship between a child and the adopting parents.,,,,,
2.1,cyfs,AdoptionFosterCareHomeStudyText,modified,,3.0,,,"A set of other information the agency considers relevant that promotes safety, permanency and well-being of the child in determining appropriate foster care placement or adoption.  Examples would include relative placement, guardianship, family foster care, social",,,,,
2.1,cyfs,AdoptionPlacedFromText,modified,,3.0,,,"A general location from where the child was adopted, for example, Within State, Interstate, or International.",,,,,
2.1,cyfs,AdoptionPlacementByText,modified,,3.0,,,"An entity by whom the child was placed for adoption, for example, Public Agency, Private Agency, Tribal Agency, Independent Person, Birth Parent.",,,,,
2.1,cyfs,AdoptiveFamilyAssociation,modified,,3.0,,,An association between family members in an adoptive family.,,,,,
2.1,cyfs,AFCARSPermanencyGoalCode,modified,,3.0,,,An AFCARS  (Adoption and Foster Care Analysis and Reporting System) Permanency Goal that most closely describes a service plan goal.,,,,,
2.1,cyfs,AgencyCase,modified,,3.0,,,A child welfare agency  case.,,,,,
2.1,cyfs,AgencyRecommendationsText,modified,,3.0,,,"A set of recommendations of the agency for any changes to the service plan, continued placement, and requests for new court dates.",,,,,
2.1,cyfs,Allegation,modified,,3.0,,,A formal allegation that a specific person has abused or neglected a child.,,,,,
2.1,cyfs,Assessment,modified,,3.0,,,A generic assessment.,,,,,
2.1,cyfs,AssessmentCourseOfActionWillBeTakenIndicator,modified,,3.0,,,True if defined course of action will be taken; false otherwise.,niem-xs:boolean,,,,
2.1,cyfs,AssessmentOtherText,modified,,3.0,,,An additional piece of information about the assessment.,,,,,
2.1,cyfs,AssessmentOutcome,modified,,3.0,,,An outcome of an assessment.,,,,,
2.1,cyfs,AssessmentOutcomeScore,modified,,3.0,,,A data concept for expressing a score as the outcome of an assessment.  This element is a placeholder for the concept of a score; it is intended to be replaced by a structure representing an assessment instrument's actual scoring mechanism.,,,,,
2.1,cyfs,AssessmentOutcomeScoreText,modified,,3.0,,,A simple score as the outcome of an assessment.,,,,,
2.1,cyfs,AssessmentRecommendation,modified,,3.0,,,A recommendation of an assessment.,,,,,
2.1,cyfs,AssessmentRecommendedCourseOfAction,modified,,3.0,,,A recommended course of action arising from an assessment.,,,,,
2.1,cyfs,AssociatedPersonChildAssociation,modified,,3.0,,,An association between a person and a child.,,,,,
2.1,cyfs,AtIntakePresentingProblem,modified,,3.0,,,"A data concept for describing the problems a child, youth, or family presented at intake.",,,,,
2.1,cyfs,AtIntakePresentingProblemCode,modified,,3.0,,,A problem presented at intake.,,,,,
2.1,cyfs,AtIntakePresentingProblemText,modified,,3.0,,,A problem presented at intake.,,,,,
2.1,cyfs,AttorneyStatusCategory,modified,,3.0,,,"A data concept for expressing the role of an attorney, as it relates to the client.",,,,,
2.1,cyfs,AttorneyStatusCategoryText,modified,,3.0,,,"A kind of attorney, described in terms of the client represented.",,,,,
2.1,cyfs,BasisOfAppointmentCategory,modified,,3.0,,,A data concept for describing the rationale or factual findings that justify the court's appointment of an attorney for a party.,,,,,
2.1,cyfs,BasisOfAppointmentText,modified,,3.0,,,A reason(s) that justifies representation.,,,,,
2.1,cyfs,CaseInitiationReason,modified,,3.0,,,A data concept for expressing the procedural or factual reason for filing a case.,,,,,
2.1,cyfs,CaseInitiationReasonText,modified,,3.0,,,"A procedural reason to initiate a case regarding a specific child.  Please note that this is the textual counterpart to an enumeration, CaseInitiationReasonCode.",,,,,
2.1,cyfs,CaseParticipantInvolvementText,modified,,3.0,,,A description of a person's involvement in the underlying child welfare case.,,,,,
2.1,cyfs,Caseworker,modified,,3.0,,,A caseworker for the child.,,,,,
2.1,cyfs,CaseworkerCategory,modified,,3.0,,,A data concept for describing the category of caseworker assigned to a case.,,,,,
2.1,cyfs,CaseworkerCategoryCode,modified,,3.0,,,"A code indicating the type of caseworker assigned e.g. investigation, ongoing, adoption, permanency, caseworker supervisor.",,,,,
2.1,cyfs,CaseworkerCategoryText,modified,,3.0,,,"A kind of caseworker, described in terms of their function or program specialty.",,,,,
2.1,cyfs,ChangeOfSchoolIndicator,modified,,3.0,,,True if the child's school will change as the result of this placement; false otherwise.,niem-xs:boolean,,,,
2.1,cyfs,ChangesMadeAffectingVisitationRightsText,modified,,3.0,,,A set of changes made by the court that affect current visitation rights.,,,,,
2.1,cyfs,ChargeAdjudication,modified,,3.0,,,An adjudication result of  a juvenile.,,,,,
2.1,cyfs,ChargeAllegationCategory,modified,,3.0,,,"A data concept for expressing the allegation of dependency, neglect, or abuse, using either the National Child Abuse and Neglect Data System (NCANDS) codes, a local enumeration, or text.",,,,,
2.1,cyfs,ChargeAllegationCategoryCode,modified,,3.0,,,A code indicating NCANDS (National Child Abuse and Neglect Data System) allegation categories.,,,,,
2.1,cyfs,ChargeAllegationCategoryText,modified,,3.0,,,A kind of allegation of abuse or neglect.,,,,,
2.1,cyfs,ChargeAllegationLocalDescriptionText,modified,,3.0,,,A description of a state or local definition of an allegation.,niem-xs:string,,,,
2.1,cyfs,ChargeAllegationReportedDate,modified,,3.0,,,A date the allegation was reported.,,,,,
2.1,cyfs,ChildLegalCustodyPartyAssociation,modified,,3.0,,,A relationship between a custodial person or organization and a child.,,,,,
2.1,cyfs,ChildRemovalDate,modified,,3.0,,,A date the child was removed from caregiver's custody.,,,,,
2.1,cyfs,ChildSupportArrearsPaymentAmount,modified,,3.0,,,"An amount the child-support obligor is ordered to pay at a specified frequency (e.g., weekly, monthly) toward the total arrearages amount.",,,,,
2.1,cyfs,ChildSupportAssignedArrearsAmount,modified,,3.0,,,A portion of total arrears identified in the child-support order as being attributable to recovery from the obligor of assigned arrears.,,,,,
2.1,cyfs,ChildSupportEnforcementCase,modified,,3.0,,,A child support enforcement case.,,,,,
2.1,cyfs,ChildSupportEnforcementCaseDispositionDecision,modified,,3.0,,,A disposition decision for a child support enforcement case.,,,,,
