originalRelease,originalNamespace,originalTypeName,changeCode,issue,release,namespace,typeName,definition,parentType,baseType,contentStyle,simpleStyle,isAssociation,isAugmentation,isAdapter,isMetadata
3.0,,,new,,3.1,biom,AudioCaptureDeviceCodeSimpleType,A data type for a description of an audio segment channel capture device.,,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,AudioCaptureDeviceCodeType,A data type for a description of an audio segment channel capture device.,,biom:AudioCaptureDeviceCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,AudioInformationType,"A data type for a description of specific time segments within a voice recording, and their processing.",,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,AudioObjectDescriptorCodeSimpleType,A data type for an enumeration of codes describing Audio Objects,,xs:token,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,AudioObjectDescriptorCodeType,A data type for a representation of codes describing an Audio Object,,biom:AudioObjectDescriptorCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,AudioSourceRecorderType,A data type for a set of information regarding the captured voice information,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,BiometricCaptureType,A data type for the collection of a biometric sample.,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,BiometricCategoryCodeSimpleType,A data type describing the kinds of biometrics used,,xs:token,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,BiometricCategoryCodeType,A data type for a kind of biometric technology,,biom:BiometricCategoryCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,BiometricClassificationType,A data type for the classification of the kind of person Biometric.,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,BiometricCoordinateType,A data type for coordinates that are used to identify the person biometrics of the biometric captured with the encounter when the capture is a composite biometric.,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,BiometricDataType,A data type for a representation of the identifying Biometric in.,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,BoundaryShapeCodeSimpleType,A data type for a shape of a boundary of a feature within an image,,xs:token,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,BoundaryShapeCodeType,A data type for a shape of a boundary of a feature within an image,,biom:BoundaryShapeCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,CaptureLocationType,A data type for a location where a biometric sample was collected,nc:LocationType,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,CaptureResolutionCodeSimpleType,A data type for a minimum or native scanning resolution,,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,CaptureResolutionCodeType,A data type for a minimum or native scanning resolution,,biom:CaptureResolutionCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,CBEFFImageType,A data type for a CBEFF record,biom:ImageType,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,CodecCategoryCodeSimpleType,A data type for an enumeration of codecs capable of encoding or decoding a digital data stream or signal.,,xs:token,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,CodecCategoryCodeType,A data type for a representation of codecs capable of encoding or decoding a digital data stream or signal.,,biom:CodecCategoryCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,CodecDetailsType,A data type for a container of descriptive information about the encoding of a digital media data file.,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,ContentDiaryInformationType,A data type indicates that redaction/discontinuity has occurred and lists the timings within the voice recording of redacted (overwritten)/discontinuity audio segments.,biom:DiaryInformationType,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,ContentInformationType,"A data type for a description of specific time segments within a voice recording, and their processing.",,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DeltaDirectionMeasureSimpleType,A data type for a direction of a delta,,xs:nonNegativeInteger,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DentalCaptureType,A data type for a set of information regarding the dental image,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DentalEncodingSystemInformationType,A data type for a set of information regarding the data collection schema that was used for the recording of dental information.,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DentalHistoryDataInformationType,A data type for a description of the transducer and transmission channel used to capture a recording.,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DentalRadiographImageInformationType,A data type for the information specific to dental radiographic imagery.,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DentalStudyReferenceCodeSimpleType,A data type for dental casts and impressions reference code,,xs:token,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DentalStudyReferenceCodeType,A data type for dental casts and impressions reference code,,biom:DentalStudyReferenceCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DentalStudyToothImprintInformationType,A data type to transmit information about models fabricated from a dental arch impression or tooth imprints.,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DentalSubjectInformationType,A data type for a set of information regarding the status of the individual at the time when the relevant data was recorded.,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DeviceMonitoringModeCodeSimpleType,A data type for a level of human monitoring for an image capture device,,xs:token,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DeviceMonitoringModeCodeType,A data type for a level of human monitoring for an image capture device,,biom:DeviceMonitoringModeCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DiarizationIndicatorCodeSimpleType,A data type for a Diarization Indicator Code.,,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DiarizationIndicatorCodeType,A data type for a Redaction/Discontinuity Indicator Code.,,biom:DiarizationIndicatorCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DiaryDetailListType,"A data type for a list of uniquely identified time segments, giving start and end times of each, relative to the absolute beginning of a voice recording.",,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DiaryDetailType,"A data type that uniquely identifies time segments, giving start and end times of each relative to the absolute beginning of the voice recording",,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DiaryInformationType,A data type indicates that redaction/discontinuity has occurred and lists the timings within the voice recording of redacted (overwritten)/discontinuity audio segments.,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DigitalAudioRecordHashValueSimpleType,"A data type for a hash value computed from a binary object, like a digital audio record",,xs:string,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DigitalAudioRecordHashValueType,"A data type for a hash value computed from a binary object, like a digital audio record",,biom:DigitalAudioRecordHashValueSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DigitalMediaContainerFormatCodeSimpleType,A data type for a description of the digital container format which encapsulates audio data in an electronic digital recording file.,,xs:token,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DigitalMediaContainerFormatCodeType,A data type for a description of the digital container format which encapsulates audio data in an electronic digital recording file.,,biom:DigitalMediaContainerFormatCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DigitalMediaContainerType,A data type for container which contains information about the container format that encapsulates the audio data of the electronic file used to carry the voice data in the digital recording.,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DirectionMeasureSimpleType,"A data type for an angle of direction between -179 and 180, with 0 being upright",,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNAAnalysisQuantityCodeSimpleType,A data type for a number of DNA analyses,,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNAAnalysisQuantityCodeType,A data type for a number of DNA analyses,,biom:DNAAnalysisQuantityCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNACellularCategoryCodeSimpleType,A data type for a kind of origination cell from where a DNA sample was collected,,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNACellularCategoryCodeType,A data type for a kind of origination cell from where a DNA sample was collected,,biom:DNACellularCategoryCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNADonorCategoryCodeSimpleType,A data type for a kind of DNA donor,,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNADonorCategoryCodeType,A data type for a kind of DNA donor,,biom:DNADonorCategoryCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNADonorDentalRecordsAvailableCodeSimpleType,A data type for a DNA donor dental record availability code,,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNADonorDentalRecordsAvailableCodeType,A data type for a DNA donor dental record availability code,,biom:DNADonorDentalRecordsAvailableCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNADonorStatusCodeSimpleType,A data type for a DNA donor status code,,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNADonorStatusCodeType,A data type for a DNA donor status code,,biom:DNADonorStatusCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNADonorType,A data type for a subject of a DNA sample,nc:PersonType,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNAElectropherogramType,A data type for a DNA electropherogram,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNAGenotypeAllelePairType,A data type for a DNA genotype allele pair,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNAGenotypeDistributionCodeSimpleType,A data type for a DNA genotype distribution code,,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNAGenotypeDistributionCodeType,A data type for a DNA genotype distribution code,,biom:DNAGenotypeDistributionCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNAKitType,A data type for a DNA kit,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNALaboratoryAccreditationLevelCodeSimpleType,A data type for a level of DNA laboratory accreditation,,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNALaboratoryAccreditationLevelCodeType,A data type for a level of DNA laboratory accreditation,,biom:DNALaboratoryAccreditationLevelCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNALaboratoryAccreditationScopeCodeSimpleType,A data type for a DNA laboratory accreditation scope code,,xs:token,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNALaboratoryAccreditationScopeCodeType,A data type for a DNA laboratory accreditation scope code,,biom:DNALaboratoryAccreditationScopeCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNALaboratoryAccreditationType,A data type for an organization responsible for processing DNA samples,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNALaboratoryCategoryCodeSimpleType,A data type for a kind of DNA laboratory,,xs:token,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNALaboratoryCategoryCodeType,A data type for a kind of DNA laboratory,,biom:DNALaboratoryCategoryCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNALaboratoryType,A data type for an organization responsible for processing DNA samples,nc:OrganizationType,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNALaboratoryUnitCategoryCodeSimpleType,A data type for a kind of DNA laboratory unit,,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNALaboratoryUnitCategoryCodeType,A data type for a kind of DNA laboratory unit,,biom:DNALaboratoryUnitCategoryCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNAMitochondrialDataType,A data type for a description of DNA mitochondrial data,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNAPedigreeMemberStatusCodeSimpleType,A data type for a DNA pedigree member status code,,xs:token,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNAPedigreeMemberStatusCodeType,A data type for a DNA pedigree member status code,,biom:DNAPedigreeMemberStatusCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNAPedigreeType,A data type for a description of a pedigree originating and held at a DNA laboratory,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNAProfileCategoryCodeSimpleType,A data type for a kind of DNA profile,,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNAProfileCategoryCodeType,A data type for a kind of DNA profile,,biom:DNAProfileCategoryCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNAProfileResultCodeSimpleType,A data type for a DNA profile result code,,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNAProfileResultCodeType,A data type for a DNA profile result code,,biom:DNAProfileResultCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNAProfileType,A data type for a description of a DNA profile,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNARelationshipCodeSimpleType,A data type for a DNA donor relationship code,,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNARelationshipCodeType,A data type for a DNA donor relationship code,,biom:DNARelationshipCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNASampleOriginCodeSimpleType,A data type for a DNA source code,,xs:token,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNASampleOriginCodeType,A data type for a DNA source code,,biom:DNASampleOriginCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNASampleOriginType,A data type for a description of the cellular type and origin of a DNA sample,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNASampleType,A data type for a DNA sample,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNASTRProfileCategoryCodeSimpleType,"A data type for a kind of autosomal STR, X-STR, and Y-STR DNA profile",,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNASTRProfileCategoryCodeType,"A data type for a kind of autosomal STR, X-STR, and Y-STR DNA profile",,biom:DNASTRProfileCategoryCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNASTRProfileType,"A data type for an autosomal STR, X-STR, and Y-STR DNA profile",,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNATypingTechnologyCategoryCodeSimpleType,A data type for a kind of DNA typing technology,,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,DNATypingTechnologyCategoryCodeType,A data type for a kind of DNA typing technology,,biom:DNATypingTechnologyCategoryCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,EmotionalStateCodeSimpleType,A data type for an emotional state.,,xs:token,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,EmotionalStateCodeType,A data type for describing an emotional state.,,biom:EmotionalStateCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,EndianCodeSimpleType,A data type that enumerates the ordering possibilities of individually addressable sub-components (bytes) within the representation of a recording.,,xs:token,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,EndianCodeType,A data type that enumerates the ordering possibilities of individually addressable sub-components (bytes) within the representation of a recording.,,biom:EndianCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,ExistentialStatusCodeSimpleType,A data type for mortal status of a person,,xs:token,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,ExistentialStatusCodeType,A data type for mortal status of a person,,biom:ExistentialStatusCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,EyePositionCodeSimpleType,"A data type for an eye position (e.g. left, right)",,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,EyePositionCodeType,"A data type for an eye position (e.g. left, right)",,biom:EyePositionCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,FaceImageAcquisitionProfileCodeSimpleType,A data type for a set of criteria under which the facial image was captured,,xs:integer,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,FaceImageAcquisitionProfileCodeType,A data type for a set of criteria under which the facial image was captured,,biom:FaceImageAcquisitionProfileCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,FaceImageBoundaryType,A data type for a polygon containing a face image in a larger picture,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,FaceImageBoundingCategoryCodeSimpleType,A data type for a kind of face image in a bounding box,,xs:token,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,FaceImageBoundingCategoryCodeType,A data type for a kind of face image in a bounding box,,biom:FaceImageBoundingCategoryCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,FaceImageBoundingSquareType,A data type for a square bounding box containing a face image in a larger picture,,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,FaceImageDescriptionCodeSimpleType,"A data type for a facial expression of the subject and other attributes associated with the subject's captured facial image, including physical characteristics",,xs:token,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,FaceImageDescriptionCodeType,"A data type for a facial expression of the subject and other attributes associated with the subject's captured facial image, including physical characteristics",,biom:FaceImageDescriptionCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,FaceImageFeaturePointType,"A data type for a set of attributes describing 2D, MPEG4 facial feature points and their locations",,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,FaceImageType,A data type for an image of a human face,biom:ImageType,,CCC,,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,FacialImageMissingReasonCodeSimpleType,A data type for an enumeration of the facial image missing reason codes.,,xs:token,S,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,FacialImageMissingReasonCodeType,A data type for a representation of the iris image missing reason codes.,,biom:FacialImageMissingReasonCodeSimpleType,CSC,atomic,FALSE,FALSE,FALSE,
3.0,,,new,,3.1,biom,FeaturePointCategoryCodeSimpleType,A data type for a kind of feature point of a captured facial image,,xs:integer,S,atomic,FALSE,FALSE,FALSE,
