Release,TypeNamespacePrefix,TypeName,QualifiedType,ContentStyle,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,Definition,SimpleTypeNamespacePrefix,SimpleTypeName,SimpleQualifiedType,ParentTypeNamespacePrefix,ParentTypeName,ParentQualifiedType
3.1,em,AlarmConfirmationType,em:AlarmConfirmationType,CCC,0,0,0,,,,A data type for the container for information related to the confirmation of an alarm.,,,,,,
3.1,apco,AlarmEventCategoryCodeSimpleType,apco:AlarmEventCategoryCodeSimpleType,S,0,0,0,,,,A data type for kinds of alarm events.,apco,AlarmEventCategoryCodeType,apco:AlarmEventCategoryCodeType,,,
3.1,apco,AlarmEventCategoryCodeType,apco:AlarmEventCategoryCodeType,CSC,0,0,0,,,,A data type for kinds of alarm events.,,,,,,
3.1,apco,AlarmEventLocationCategoryCodeSimpleType,apco:AlarmEventLocationCategoryCodeSimpleType,S,0,0,0,,,,A data type for the kinds of location at which an alarm event occurs.,apco,AlarmEventLocationCategoryCodeType,apco:AlarmEventLocationCategoryCodeType,,,
3.1,apco,AlarmEventLocationCategoryCodeType,apco:AlarmEventLocationCategoryCodeType,CSC,0,0,0,,,,A data type for the kinds of location at which an alarm event occurs.,,,,,,
3.1,apco,AlarmEventResponseActionCodeSimpleType,apco:AlarmEventResponseActionCodeSimpleType,S,0,0,0,,,,A data type for actions requested of an alarm event responder.,apco,AlarmEventResponseActionCodeType,apco:AlarmEventResponseActionCodeType,,,
3.1,apco,AlarmEventResponseActionCodeType,apco:AlarmEventResponseActionCodeType,CSC,0,0,0,,,,A data type for actions requested of an alarm event responder.,,,,,,
3.1,em,AlarmEventType,em:AlarmEventType,CCC,0,0,0,,,,A data type for an alarm event.,,,,nc,ActivityType,nc:ActivityType
3.1,em,AlarmPermitType,em:AlarmPermitType,CCC,0,0,0,,,,A data type for a permit for the alarm event site.,,,,,,
3.1,em,AlarmType,em:AlarmType,CCC,0,0,0,,,,A data type for an alarm.,,,,,,
3.1,mmucc,AlcoholTestCategoryCodeSimpleType,mmucc:AlcoholTestCategoryCodeSimpleType,S,0,0,0,,,,A data type for the kind of Alcohol Test Given.,mmucc,AlcoholTestCategoryCodeType,mmucc:AlcoholTestCategoryCodeType,,,
3.1,mmucc,AlcoholTestCategoryCodeType,mmucc:AlcoholTestCategoryCodeType,CSC,0,0,0,,,,A data type for the kind of Alcohol Test Given.,,,,,,
3.1,mmucc,AlcoholTestResultCodeSimpleType,mmucc:AlcoholTestResultCodeSimpleType,S,0,0,0,,,,A data type for a status of BAC Test results.,mmucc,AlcoholTestResultCodeType,mmucc:AlcoholTestResultCodeType,,,
3.1,mmucc,AlcoholTestResultCodeType,mmucc:AlcoholTestResultCodeType,CSC,0,0,0,,,,A data type for a status of BAC Test results.,,,,,,
3.1,j,AlcoholTestResultQuantitySimpleType,j:AlcoholTestResultQuantitySimpleType,S,0,0,0,,,2 digits.,A data type for blood alcohol content (BAC) Test Result.,j,AlcoholTestResultQuantityType,j:AlcoholTestResultQuantityType,,,
3.1,j,AlcoholTestResultQuantityType,j:AlcoholTestResultQuantityType,CSC,0,0,0,,,2 digits.,A data type for blood alcohol content (BAC) Test Result.,,,,,,
3.1,mmucc,AlcoholTestStatusCodeSimpleType,mmucc:AlcoholTestStatusCodeSimpleType,S,0,0,0,,,,A data type for an indication of the presence of alcohol by test.,mmucc,AlcoholTestStatusCodeType,mmucc:AlcoholTestStatusCodeType,,,
3.1,mmucc,AlcoholTestStatusCodeType,mmucc:AlcoholTestStatusCodeType,CSC,0,0,0,,,,A data type for an indication of the presence of alcohol by test.,,,,,,
3.1,edxl-cap,AlertAdapterType,edxl-cap:AlertAdapterType,CCC,0,1,0,,,,A data type for a simple but general format for exchanging effective warning messages based on best practices identified in academic research and real-world experience.,,,,,,
3.1,em,AlertAffectedLocationType,em:AlertAffectedLocationType,CCC,0,0,0,,,,A data type for a location affected by an alert.,,,,nc,LocationType,nc:LocationType
3.1,scr,AlertAugmentationType,scr:AlertAugmentationType,CCC,0,0,1,,,,A data type for additional information about an alert.,,,,,,
3.1,em,AlertCategoryCodeSimpleType,em:AlertCategoryCodeSimpleType,S,0,0,0,,,,A data type for a code set denoting the type of alert message.,em,AlertCategoryCodeType,em:AlertCategoryCodeType,,,
3.1,scr,AlertCategoryCodeSimpleType,scr:AlertCategoryCodeSimpleType,S,0,0,0,,,,A data type for denoting the type of alert message.,scr,AlertCategoryCodeType,scr:AlertCategoryCodeType,,,
3.1,em,AlertCategoryCodeType,em:AlertCategoryCodeType,CSC,0,0,0,,,,A data type for a code set denoting the type of alert message.,,,,,,
3.1,scr,AlertCategoryCodeType,scr:AlertCategoryCodeType,CSC,0,0,0,,,,A data type for denoting the type of alert message.,,,,,,
3.1,em,AlertEventDetailsCategoryCodeSimpleType,em:AlertEventDetailsCategoryCodeSimpleType,S,0,0,0,,,,A data type for the category code designated to an alert event.,em,AlertEventDetailsCategoryCodeType,em:AlertEventDetailsCategoryCodeType,,,
3.1,em,AlertEventDetailsCategoryCodeType,em:AlertEventDetailsCategoryCodeType,CSC,0,0,0,,,,A data type for the category code designated to an alert event.,,,,,,
3.1,em,AlertEventDetailsCertaintyCodeSimpleType,em:AlertEventDetailsCertaintyCodeSimpleType,S,0,0,0,,,,A data type for the certainty code designated to an alert event.,em,AlertEventDetailsCertaintyCodeType,em:AlertEventDetailsCertaintyCodeType,,,
3.1,em,AlertEventDetailsCertaintyCodeType,em:AlertEventDetailsCertaintyCodeType,CSC,0,0,0,,,,A data type for the certainty code designated to an alert event.,,,,,,
3.1,em,AlertEventDetailsResponseRecommendationCodeSimpleType,em:AlertEventDetailsResponseRecommendationCodeSimpleType,S,0,0,0,,,,A data type for the response recommendation code designated to an alert event.,em,AlertEventDetailsResponseRecommendationCodeType,em:AlertEventDetailsResponseRecommendationCodeType,,,
3.1,em,AlertEventDetailsResponseRecommendationCodeType,em:AlertEventDetailsResponseRecommendationCodeType,CSC,0,0,0,,,,A data type for the response recommendation code designated to an alert event.,,,,,,
3.1,em,AlertEventDetailsSeverityCodeSimpleType,em:AlertEventDetailsSeverityCodeSimpleType,S,0,0,0,,,,A data type for the severity code designated to an alert event.,em,AlertEventDetailsSeverityCodeType,em:AlertEventDetailsSeverityCodeType,,,
3.1,em,AlertEventDetailsSeverityCodeType,em:AlertEventDetailsSeverityCodeType,CSC,0,0,0,,,,A data type for the severity code designated to an alert event.,,,,,,
