Release,PropertyNamespacePrefix,PropertyName,QualifiedProperty,IsElement,IsAbstract,Keywords,ExampleContent,UsageInfo,Definition,TypeNamespacePrefix,TypeName,QualifiedType,SubstitutionGroupPropertyNamespacePrefix,SubstitutionGroupPropertyName,SubstitutionGroupQualifiedProperty
3.2,j,ActivityTelephoneNumberAssociationAugmentationPoint,j:ActivityTelephoneNumberAssociationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ActivityTelephoneNumberAssociationType.,,,,,,
3.2,scr,ActivityTerminalID,scr:ActivityTerminalID,TRUE,FALSE,,,,An identifier for the terminal device where the information was collected.,niem-xs,string,niem-xs:string,,,
3.2,j,ActivityTransferredCustodyOrganizationAssociation,j:ActivityTransferredCustodyOrganizationAssociation,TRUE,FALSE,,,,A relationship between an activity and an organization that was tranferred custody.,nc,ActivityOrganizationAssociationType,nc:ActivityOrganizationAssociationType,,,
3.2,j,ActivityUnitAssociation,j:ActivityUnitAssociation,TRUE,FALSE,,,,An association between an activity and a unit.,j,ActivityUnitAssociationType,j:ActivityUnitAssociationType,,,
3.2,j,ActivityUnitAssociationAugmentationPoint,j:ActivityUnitAssociationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ActivityUnitAssociationType.,,,,,,
3.2,j,ActivityUnknownAffiliateAssociation,j:ActivityUnknownAffiliateAssociation,TRUE,FALSE,,,,An association between an activity and a person of unknown involvement.,nc,ActivityPersonAssociationType,nc:ActivityPersonAssociationType,,,
3.2,scr,ActivityUserLogonID,scr:ActivityUserLogonID,TRUE,FALSE,,,,An identifier for a person in the form of a person's system access (logon) id.,niem-xs,string,niem-xs:string,,,
3.2,j,ActivityVerifiedDate,j:ActivityVerifiedDate,TRUE,FALSE,,,,A date when an activity is verified.,nc,DateType,nc:DateType,,,
3.2,j,ActivityVictimAssociation,j:ActivityVictimAssociation,TRUE,FALSE,,,,An association between an activity and a victim.,j,ActivityVictimAssociationType,j:ActivityVictimAssociationType,,,
3.2,j,ActivityVictimAssociationAugmentationPoint,j:ActivityVictimAssociationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ActivityVictimAssociationType.,,,,,,
3.2,j,ActivityWarrantAssociation,j:ActivityWarrantAssociation,TRUE,FALSE,,,,An association between an activity and a warrant.,j,ActivityWarrantAssociationType,j:ActivityWarrantAssociationType,,,
3.2,j,ActivityWarrantAssociationAugmentationPoint,j:ActivityWarrantAssociationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ActivityWarrantAssociationType.,,,,,,
3.2,j,ActivityWitnessAssociation,j:ActivityWitnessAssociation,TRUE,FALSE,,,,An association between an activity and a witness.,j,ActivityWitnessAssociationType,j:ActivityWitnessAssociationType,,,
3.2,j,ActivityWitnessAssociationAugmentationPoint,j:ActivityWitnessAssociationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ActivityWitnessAssociationType.,,,,,,
3.2,it,ActualArrivalDate,it:ActualArrivalDate,TRUE,FALSE,,,,A date (actual date) on which a shipment arrives,nc,DateType,nc:DateType,,,
3.2,it,ActualDepartureDate,it:ActualDepartureDate,TRUE,FALSE,,,,An actual date and time of departure of the means of transport.,nc,DateType,nc:DateType,,,
3.2,im,ActualDeportationDate,im:ActualDeportationDate,TRUE,FALSE,,,,A date on which the alien was deported from the United States.,nc,DateType,nc:DateType,,,
3.2,im,ActualReleaseDate,im:ActualReleaseDate,TRUE,FALSE,,,,A date on which the alien was released from a detention facility.,nc,DateType,nc:DateType,,,
3.2,biom,ADAReferenceCodeText,biom:ADAReferenceCodeText,TRUE,FALSE,,,,A kind of ADA reference code text,nc,TextType,nc:TextType,,,
3.2,em,AdditionalCapacity24HourQuantity,em:AdditionalCapacity24HourQuantity,TRUE,FALSE,,,,"A count of the estimate of the beds, above the current number, that could be made vacant/available within 24 hours",nc,QuantityType,nc:QuantityType,,,
3.2,em,AdditionalCapacity72HourQuantity,em:AdditionalCapacity72HourQuantity,TRUE,FALSE,,,,"A count of the estimate of the beds, above the current number, that could be made vacant/available within 72 hours",nc,QuantityType,nc:QuantityType,,,
3.2,it,AdditionalDocument,it:AdditionalDocument,TRUE,FALSE,,,,An applied augmentation for type nc:DocumentType.,it,AdditionalDocumentType,it:AdditionalDocumentType,nc,Document,nc:Document
3.2,it,AdditionalDocumentAugmentationPoint,it:AdditionalDocumentAugmentationPoint,TRUE,TRUE,,,,An augmentation point for AdditionalDocumentType.,,,,,,
3.2,it,AdditionalDocumentCategory,it:AdditionalDocumentCategory,TRUE,TRUE,,,,A data concept for a code specifying the category of AdditionalDocument,,,,,,
3.2,it,AdditionalDocumentCategoryCode,it:AdditionalDocumentCategoryCode,TRUE,FALSE,,,,A Code specifying the category of AdditionalDocument,itcodes,DocumentCategoryCodeType,itcodes:DocumentCategoryCodeType,it,AdditionalDocumentCategory,it:AdditionalDocumentCategory
3.2,it,AdditionalDocumentName,it:AdditionalDocumentName,TRUE,FALSE,,,,A TextType name for the Additional Document,nc,TextType,nc:TextType,,,
3.2,it,AdditionalDocumentRefNumberID,it:AdditionalDocumentRefNumberID,TRUE,FALSE,,,,An identifier for the Additional Document.,niem-xs,string,niem-xs:string,,,
3.2,it,AdditionalInformation,it:AdditionalInformation,TRUE,FALSE,,,,An applied augmentation for type nc:DocumentType.,it,AdditionalInformationType,it:AdditionalInformationType,nc,Document,nc:Document
3.2,it,AdditionalInformationAugmentationPoint,it:AdditionalInformationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for AdditionalInformationType.,,,,,,
3.2,it,AdditionalStatementCategoryCodeText,it:AdditionalStatementCategoryCodeText,TRUE,FALSE,,,,A Code specifying the category of statement description.,nc,TextType,nc:TextType,,,
3.2,it,AdditionalStatementDescriptionText,it:AdditionalStatementDescriptionText,TRUE,FALSE,,,,A TextType description of the Additional statement,nc,TextType,nc:TextType,,,
3.2,nc,Address,nc:Address,TRUE,FALSE,,,,A postal location to which paper mail can be directed.,nc,AddressType,nc:AddressType,nc,LocationAddressAbstract,nc:LocationAddressAbstract
3.2,it,AddressAugmentation,it:AddressAugmentation,TRUE,FALSE,,,,Additional information about an address.,it,AddressAugmentationType,it:AddressAugmentationType,nc,AddressAugmentationPoint,nc:AddressAugmentationPoint
3.2,j,AddressAugmentation,j:AddressAugmentation,TRUE,FALSE,,,,Additional information about a Address.,j,AddressAugmentationType,j:AddressAugmentationType,nc,AddressAugmentationPoint,nc:AddressAugmentationPoint
3.2,scr,AddressAugmentation,scr:AddressAugmentation,TRUE,FALSE,,,,Additional information about an address.,scr,AddressAugmentationType,scr:AddressAugmentationType,nc,AddressAugmentationPoint,nc:AddressAugmentationPoint
3.2,nc,AddressAugmentationPoint,nc:AddressAugmentationPoint,TRUE,TRUE,,,,An augmentation point for AddressType.,,,,,,
3.2,nc,AddressBuildingName,nc:AddressBuildingName,TRUE,FALSE,,,,A name of a specific building at an address to distinguish it from other buildings at the same site.,nc,TextType,nc:TextType,nc,AddressDeliveryPoint,nc:AddressDeliveryPoint
3.2,scr,AddressClassification,scr:AddressClassification,TRUE,FALSE,,,,A classification of an ADDRESS,scr,AddressClassificationType,scr:AddressClassificationType,,,
3.2,scr,AddressClassificationAugmentationPoint,scr:AddressClassificationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for AddressClassificationType.,,,,,,
3.2,scr,AddressClassificationCategory,scr:AddressClassificationCategory,TRUE,TRUE,,,,A data concept for a kind of address.,,,,,,
3.2,scr,AddressClassificationCategoryCode,scr:AddressClassificationCategoryCode,TRUE,FALSE,,"Geophysical, Electronic, Primary, Secondary, Temporary",,A kind of address.,scr,AddressCategoryCodeType,scr:AddressCategoryCodeType,scr,AddressClassificationCategory,scr:AddressClassificationCategory
3.2,scr,AddressClassificationCategoryDescriptionText,scr:AddressClassificationCategoryDescriptionText,TRUE,FALSE,,"Geophysical, Electronic, Primary, Secondary, Temporary",,A description of a kind of address.,nc,TextType,nc:TextType,,,
3.2,j,AddressCommentText,j:AddressCommentText,TRUE,FALSE,,,,A comment about an address.,nc,TextType,nc:TextType,,,
3.2,nc,AddressCrossStreet,nc:AddressCrossStreet,TRUE,FALSE,,,,A location identified by two or more streets which intersect.,nc,CrossStreetType,nc:CrossStreetType,nc,LocationAddressAbstract,nc:LocationAddressAbstract
3.2,nc,AddressDeliveryPoint,nc:AddressDeliveryPoint,TRUE,TRUE,,,,A data concept for a single place or unit at which mail is delivered.,,,,,,
3.2,nc,AddressDeliveryPointID,nc:AddressDeliveryPointID,TRUE,FALSE,,,,An identifier of a single place or unit at which mail is delivered.,niem-xs,string,niem-xs:string,nc,AddressDeliveryPoint,nc:AddressDeliveryPoint
3.2,nc,AddressDeliveryPointText,nc:AddressDeliveryPointText,TRUE,FALSE,"PO Box, post office box, post office box number",PO Box 1234,,A single place or unit at which mail is delivered.,nc,TextType,nc:TextType,nc,AddressDeliveryPoint,nc:AddressDeliveryPoint
3.2,nc,AddressFullText,nc:AddressFullText,TRUE,FALSE,,,"Usually includes street, city, state, and zip code information.  Can also include other mailing specifics such as PO Box, apartment number, or suite number.",A complete address.,nc,TextType,nc:TextType,,,
3.2,nc,AddressGrid,nc:AddressGrid,TRUE,FALSE,,,,A location identified by a unit of a grid system overlaid on an area.,nc,AddressGridType,nc:AddressGridType,nc,LocationAddressAbstract,nc:LocationAddressAbstract
3.2,nc,AddressGridAugmentationPoint,nc:AddressGridAugmentationPoint,TRUE,TRUE,,,,An augmentation point for AddressGridType.,,,,,,
3.2,nc,AddressGridID,nc:AddressGridID,TRUE,FALSE,,,,An identifier that references a unique address grid system.,niem-xs,string,niem-xs:string,,,
3.2,nc,AddressGridText,nc:AddressGridText,TRUE,FALSE,,,,"A unit, quadrant, or other subdivision of an address grid.",nc,TextType,nc:TextType,,,
3.2,nc,AddressHighway,nc:AddressHighway,TRUE,FALSE,,,,A major public road.,nc,HighwayType,nc:HighwayType,nc,LocationAddressAbstract,nc:LocationAddressAbstract
3.2,scr,AddressIdentification,scr:AddressIdentification,TRUE,FALSE,,,,An identification value for an ADDRESS.,nc,IdentificationType,nc:IdentificationType,,,
3.2,nc,AddressPrivateMailboxText,nc:AddressPrivateMailboxText,TRUE,FALSE,mail stop code,,,A private mailbox within a company.,nc,TextType,nc:TextType,,,
3.2,nc,AddressRecipientName,nc:AddressRecipientName,TRUE,FALSE,,,,"A name of a person, organization, or other recipient to whom physical mail may be sent.",nc,TextType,nc:TextType,,,
3.2,nc,AddressSecondaryUnitText,nc:AddressSecondaryUnitText,TRUE,FALSE,"apartment number, suite number",,,A particular unit within a larger unit or grouping at a location.,nc,TextType,nc:TextType,,,
3.2,nc,AddressUrbanizationName,nc:AddressUrbanizationName,TRUE,FALSE,,,,"An urbanization denotes an area, sector, or residential development within a geographic area. Commonly used in Puerto Rican urban areas, it is an important part of the addressing format, as it describes the location of a specific street whose name may occur multiple times within the same ZIP Code.",nc,TextType,nc:TextType,,,
3.2,j,AddressVerifiedDate,j:AddressVerifiedDate,TRUE,FALSE,,,,A date on which the address was verified.,nc,DateType,nc:DateType,,,
3.2,j,AdjustmentDayQuantity,j:AdjustmentDayQuantity,TRUE,FALSE,,,,"A number of days for an adjustment to a sentence computation, such as for good conduct time earned.",niem-xs,nonNegativeInteger,niem-xs:nonNegativeInteger,,,
3.2,j,AdjustmentReasonText,j:AdjustmentReasonText,TRUE,FALSE,,,,A reason for the adjustment to a sentence computation.,nc,TextType,nc:TextType,,,
3.2,cyfs,AdministeringFacility,cyfs:AdministeringFacility,TRUE,FALSE,,,,A facility administering an assessment.,nc,FacilityType,nc:FacilityType,,,
3.2,nc,AdministrativeID,nc:AdministrativeID,TRUE,FALSE,,,,An identifier generated locally within a processing system used to identify sub-records within an entity of interest record.,niem-xs,string,niem-xs:string,,,
3.2,im,AdmissionIdentification,im:AdmissionIdentification,TRUE,FALSE,,,,An identification of an alien I-94 admission.,nc,IdentificationType,nc:IdentificationType,,,
3.2,scr,AdmitDefaultDayQuantity,scr:AdmitDefaultDayQuantity,TRUE,FALSE,,,,A number indicating quantity of days after the visa maximum day quantity that the subject is authorized to stay in the United States based on the CLASS OF ADMISSION.,nc,QuantityType,nc:QuantityType,,,
3.2,scr,AdmitDurationStatusIndicator,scr:AdmitDurationStatusIndicator,TRUE,FALSE,,,,True if the admittance length for a person at ARRIVAL is based on Duration of Status; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
3.2,scr,AdmitMaximumDayQuantity,scr:AdmitMaximumDayQuantity,TRUE,FALSE,,,,A quantity of maximum number of days a specified in the CLASS OF ADMISSION TYPE.,nc,QuantityType,nc:QuantityType,,,
3.2,scr,AdmittedDate,scr:AdmittedDate,TRUE,FALSE,,,,A date an immigrant was admitted into the US.,nc,DateType,nc:DateType,,,
3.2,j,AdmittingAgency,j:AdmittingAgency,TRUE,FALSE,,,,An agency of organization doing the admitting of a subject.,nc,OrganizationType,nc:OrganizationType,,,
3.2,scr,AdmitToDate,scr:AdmitToDate,TRUE,FALSE,,,,"A date , as specified at ARRIVAL, on which the alien is no longer authorized to stay in the United State.",nc,DateType,nc:DateType,,,
3.2,cyfs,AdoptingParentRelationshipCategory,cyfs:AdoptingParentRelationshipCategory,TRUE,TRUE,,,,A data concept for describing the relationship between a child and the adopting parent.,,,,,,
3.2,cyfs,AdoptingParentRelationshipCategoryCode,cyfs:AdoptingParentRelationshipCategoryCode,TRUE,FALSE,,,,A relationship of the child to the adopting parents.,cyfs,AdoptingParentRelationshipCategoryCodeType,cyfs:AdoptingParentRelationshipCategoryCodeType,cyfs,AdoptingParentRelationshipCategory,cyfs:AdoptingParentRelationshipCategory
3.2,cyfs,AdoptingParentRelationshipCategoryText,cyfs:AdoptingParentRelationshipCategoryText,TRUE,FALSE,,,,A kind of relationship between a child and the adopting parents.,nc,TextType,nc:TextType,cyfs,AdoptingParentRelationshipCategory,cyfs:AdoptingParentRelationshipCategory
3.2,cyfs,AdoptionDecreeIndicator,cyfs:AdoptionDecreeIndicator,TRUE,FALSE,,,,True if an adoption decree exists; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
3.2,cyfs,AdoptionFosterCareHomeStudyText,cyfs:AdoptionFosterCareHomeStudyText,TRUE,FALSE,,,,"A set of other information the agency considers relevant that promotes safety, permanency and well-being of the child in determining appropriate foster care placement or adoption.  Examples would include relative placement, guardianship, family foster care, social",nc,TextType,nc:TextType,,,
3.2,cyfs,AdoptionLocation,cyfs:AdoptionLocation,TRUE,FALSE,,,,A location where the adoptive parent's adoption petition was granted.,nc,LocationType,nc:LocationType,,,
3.2,cyfs,AdoptionPlacedFromText,cyfs:AdoptionPlacedFromText,TRUE,FALSE,,,,"A general location from where the child was adopted, for example, Within State, Interstate, or International.",nc,TextType,nc:TextType,,,
3.2,cyfs,AdoptionPlacementByText,cyfs:AdoptionPlacementByText,TRUE,FALSE,,,,"An entity by whom the child was placed for adoption, for example, Public Agency, Private Agency, Tribal Agency, Independent Person, Birth Parent.",nc,TextType,nc:TextType,,,
3.2,cyfs,AdoptiveFamilyAssociation,cyfs:AdoptiveFamilyAssociation,TRUE,FALSE,,,,An association between family members in an adoptive family.,cyfs,AdoptiveFamilyAssociationType,cyfs:AdoptiveFamilyAssociationType,,,
3.2,cyfs,AdoptiveFamilyAssociationAugmentationPoint,cyfs:AdoptiveFamilyAssociationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for AdoptiveFamilyAssociationType.,,,,,,
3.2,cyfs,AdoptiveParentChildAssociation,cyfs:AdoptiveParentChildAssociation,TRUE,FALSE,,,,An association between a child and a parent who adopted the child.,cyfs,AdoptiveParentChildAssociationType,cyfs:AdoptiveParentChildAssociationType,,,
3.2,cyfs,AdoptiveParentChildAssociationAugmentationPoint,cyfs:AdoptiveParentChildAssociationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for AdoptiveParentChildAssociationType.,,,,,,
3.2,em,AdultGeneralServiceCoverageStatusCode,em:AdultGeneralServiceCoverageStatusCode,TRUE,FALSE,,,,A code denoting the status of the availability of adult general services,have-codes,AvailabilityStatusCodeType,have-codes:AvailabilityStatusCodeType,,,
3.2,scr,AdvancedPassengerInformationIndicator,scr:AdvancedPassengerInformationIndicator,TRUE,FALSE,,,,True if DHS had advanced manifest information on the traveler prior to person crossing; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
3.2,cyfs,AFCARSPermanencyGoalCode,cyfs:AFCARSPermanencyGoalCode,TRUE,FALSE,,,,An AFCARS  (Adoption and Foster Care Analysis and Reporting System) Permanency Goal that most closely describes a service plan goal.,cyfs,AFCARSPermanencyGoalCodeType,cyfs:AFCARSPermanencyGoalCodeType,,,
3.2,j,Aftercare,j:Aftercare,TRUE,FALSE,,,,A type of service(s) specific to subjects after incarceration.,j,AftercareType,j:AftercareType,,,
3.2,j,AftercareAugmentationPoint,j:AftercareAugmentationPoint,TRUE,TRUE,,,,An augmentation point for type j:AftercareType,,,,,,
3.2,j,AftercareNotation,j:AftercareNotation,TRUE,FALSE,,,,A text field allowing notes to be documented during aftercare follow-up discussions.,nc,CommentType,nc:CommentType,,,
3.2,j,AftercareServicesScreening,j:AftercareServicesScreening,TRUE,FALSE,,,,An evaluation of a parolee to determine the appropriate mental health services to be provided.,j,AftercareServicesScreeningType,j:AftercareServicesScreeningType,,,
3.2,j,AftercareServicesScreeningAugmentationPoint,j:AftercareServicesScreeningAugmentationPoint,TRUE,TRUE,,,,An augmentation point for type j:AftercareServicesScreeningType,,,,,,
3.2,j,AftercareServicesScreeningComment,j:AftercareServicesScreeningComment,TRUE,FALSE,,,,A Comment made by the Correctional Counselor on the subject screening.,nc,CommentType,nc:CommentType,,,
3.2,j,AftercareServicesScreeningConcern,j:AftercareServicesScreeningConcern,TRUE,TRUE,,,,A data concept for a specified concern related to a subject's aftercare services.,,,,,,
3.2,j,AftercareServicesScreeningConcernCategoryText,j:AftercareServicesScreeningConcernCategoryText,TRUE,FALSE,,,,A kind of concern about person evaluation related to aftercare services.,nc,TextType,nc:TextType,j,AftercareServicesScreeningConcern,j:AftercareServicesScreeningConcern
3.2,j,AftercareServicesScreeningReviewDate,j:AftercareServicesScreeningReviewDate,TRUE,FALSE,,,,A date on which the screening review was completed.,nc,DateType,nc:DateType,,,
3.2,j,AftercareServicesScreeningTreatmentIntensiveProgramEnrollmentIndicator,j:AftercareServicesScreeningTreatmentIntensiveProgramEnrollmentIndicator,TRUE,FALSE,,,,True if the subject is enrolled in a Treatment Intensive Program (TIP); false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
3.2,nc,Agency,nc:Agency,TRUE,FALSE,,,,A division of a governmental or international body.,nc,OrganizationType,nc:OrganizationType,,,
3.2,j,AgencyActiveIndicator,j:AgencyActiveIndicator,TRUE,FALSE,,,,True if the status of an ORI is active; false if it is inactive.,niem-xs,boolean,niem-xs:boolean,,,
3.2,j,AgencyAddCancelIndicator,j:AgencyAddCancelIndicator,TRUE,FALSE,,,,True if an agency is authorized to add or cancel a record; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
3.2,j,AgencyAuthorization,j:AgencyAuthorization,TRUE,TRUE,,,,A data concept for an agency's access category to data.,,,,,,
3.2,j,AgencyAuthorizationCode,j:AgencyAuthorizationCode,TRUE,FALSE,,,,An agency's access category to data.,nlets,AgencyAuthorizationCodeType,nlets:AgencyAuthorizationCodeType,j,AgencyAuthorization,j:AgencyAuthorization
3.2,j,AgencyAuthorizationText,j:AgencyAuthorizationText,TRUE,FALSE,,,,An agency's access category to data.,nc,TextType,nc:TextType,j,AgencyAuthorization,j:AgencyAuthorization
3.2,j,AgencyBaselinePriorityValue,j:AgencyBaselinePriorityValue,TRUE,FALSE,,,,A baseline priority; values must be 0-12.,nc,NumericType,nc:NumericType,,,
3.2,cyfs,AgencyCase,cyfs:AgencyCase,TRUE,FALSE,,,,A child welfare agency  case.,nc,CaseType,nc:CaseType,,,
3.2,hs,AgencyCaseNumberID,hs:AgencyCaseNumberID,TRUE,FALSE,,,,An identifier of a case.,niem-xs,string,niem-xs:string,,,
3.2,j,AgencyCHRIAuthorizedIndicator,j:AgencyCHRIAuthorizedIndicator,TRUE,FALSE,,,,True if an agency is authorized to access criminal history information; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
3.2,j,AgencyControlTerminalIndicator,j:AgencyControlTerminalIndicator,TRUE,FALSE,,,,True if an agency is a control terminal; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
3.2,intel,AgencyInterestCategory,intel:AgencyInterestCategory,TRUE,FALSE,,,,A grouping of persons by the reason they are of interest to intelligence.,intel,AgencyInterestCategoryType,intel:AgencyInterestCategoryType,,,
3.2,intel,AgencyInterestCategoryAugmentationPoint,intel:AgencyInterestCategoryAugmentationPoint,TRUE,TRUE,,,,An augmentation point for AgencyInterestCategoryType.,,,,,,
3.2,intel,AgencyInterestCategoryCodeText,intel:AgencyInterestCategoryCodeText,TRUE,FALSE,,,,A reason that a group of people are of interest to intelligence.,nc,TextType,nc:TextType,,,
3.2,intel,AgencyInterestCategoryDescriptionText,intel:AgencyInterestCategoryDescriptionText,TRUE,FALSE,,,,A description of the reason that a group of people are of interest to intelligence.,nc,TextType,nc:TextType,,,
3.2,intel,AgencyInterestCategoryText,intel:AgencyInterestCategoryText,TRUE,FALSE,,,,A kind of source of the code and/or description used to detail groups of people by the reason they are of interest to intelligence.,nc,TextType,nc:TextType,,,
3.2,intel,AgencyInterestOtherCategory,intel:AgencyInterestOtherCategory,TRUE,FALSE,,,,An additional person-categorization system that groups of people by the reason they are of interest to intelligence.,intel,AgencyInterestOtherCategoryType,intel:AgencyInterestOtherCategoryType,,,
3.2,intel,AgencyInterestOtherCategoryAugmentationPoint,intel:AgencyInterestOtherCategoryAugmentationPoint,TRUE,TRUE,,,,An augmentation point for AgencyInterestOtherCategoryType.,,,,,,
3.2,intel,AgencyName,intel:AgencyName,TRUE,FALSE,,,,"A name of a government organization that has specified an interest in this person, or has issued a warning or handling instructions regarding this person.",nc,TextType,nc:TextType,,,
3.2,cbrn,AlarmAudibleIndicator,cbrn:AlarmAudibleIndicator,TRUE,FALSE,,,,True if an audible alarm was announced; false otherwise.  An indicator if an audible alarm was annunciated.,niem-xs,boolean,niem-xs:boolean,,,
3.2,em,AlarmAudibleIndicator,em:AlarmAudibleIndicator,TRUE,FALSE,,,,True if an audible alarm is sounding; false if the alarm is inaudible,niem-xs,boolean,niem-xs:boolean,,,
3.2,em,AlarmCallBackTelephoneNumber,em:AlarmCallBackTelephoneNumber,TRUE,FALSE,,,,A phone number of the monitoring station,nc,TelephoneNumberType,nc:TelephoneNumberType,,,
3.2,em,AlarmCategory,em:AlarmCategory,TRUE,TRUE,,,,A data concept for the type of the event which resulted in an alarm,,,,,,
3.2,em,AlarmConfirmation,em:AlarmConfirmation,TRUE,FALSE,,,,A container for information related to the confirmation of an alarm,em,AlarmConfirmationType,em:AlarmConfirmationType,,,
3.2,em,AlarmConfirmationAugmentationPoint,em:AlarmConfirmationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for AlarmConfirmationType,,,,,,
3.2,em,AlarmConfirmationCallPrivacyBypassPasscodeText,em:AlarmConfirmationCallPrivacyBypassPasscodeText,TRUE,FALSE,,,,A code that allows the Public Safety Answering Point or monitoring station to bypass any call screening and directly reach the alarm subscriber,nc,TextType,nc:TextType,,,
3.2,em,AlarmConfirmationCallToPremisesIndicator,em:AlarmConfirmationCallToPremisesIndicator,TRUE,FALSE,,,,True if an agency is to call the premise before arrival; false otherwise,niem-xs,boolean,niem-xs:boolean,,,
