Release,PropertyNamespacePrefix,PropertyName,QualifiedProperty,IsElement,IsAbstract,Keywords,ExampleContent,UsageInfo,Definition,TypeNamespacePrefix,TypeName,QualifiedType,SubstitutionGroupPropertyNamespacePrefix,SubstitutionGroupPropertyName,SubstitutionGroupQualifiedProperty
4.1,j,ActivityCommunityServiceAssociation,j:ActivityCommunityServiceAssociation,1,0,,,,An association between an activity and an assignment of community service.,j,ActivityCommunityServiceAssociationType,j:ActivityCommunityServiceAssociationType,,,
4.1,j,ActivityCommunityServiceAssociationAugmentationPoint,j:ActivityCommunityServiceAssociationAugmentationPoint,1,1,,,,An augmentation point for ActivityCommunityServiceAssociationType.,,,,,,
4.1,j,ActivityCompletedIndicator,j:ActivityCompletedIndicator,1,0,,,,True if an activity event has ended; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
4.1,nc,ActivityContactEntity,nc:ActivityContactEntity,1,0,,,,A person or organization to contact for additional information about an activity.,nc,EntityType,nc:EntityType,,,
4.1,j,ActivityContactInformationAssociation,j:ActivityContactInformationAssociation,1,0,,,,An association between an activity and contact information for that activity.,j,ActivityContactInformationAssociationType,j:ActivityContactInformationAssociationType,,,
4.1,j,ActivityContactInformationAssociationAugmentationPoint,j:ActivityContactInformationAssociationAugmentationPoint,1,1,,,,An augmentation point for ActivityContactInformationAssociationType.,,,,,,
4.1,nc,ActivityConveyanceAssociation,nc:ActivityConveyanceAssociation,1,0,,,,An association between an activity and a conveyance.,nc,ActivityConveyanceAssociationType,nc:ActivityConveyanceAssociationType,,,
4.1,nc,ActivityConveyanceAssociationAugmentationPoint,nc:ActivityConveyanceAssociationAugmentationPoint,1,1,,,,An augmentation point for ActivityConveyanceAssociationType.,,,,,,
4.1,j,ActivityCounselingAssociation,j:ActivityCounselingAssociation,1,0,,,,An association between an activity and counseling.,j,ActivityCounselingAssociationType,j:ActivityCounselingAssociationType,,,
4.1,j,ActivityCounselingAssociationAugmentationPoint,j:ActivityCounselingAssociationAugmentationPoint,1,1,,,,An augmentation point for ActivityCounselingAssociationType.,,,,,,
4.1,j,ActivityCourtAssociation,j:ActivityCourtAssociation,1,0,,,,An association between an activity and a court.,j,ActivityCourtAssociationType,j:ActivityCourtAssociationType,,,
4.1,j,ActivityCourtAssociationAugmentationPoint,j:ActivityCourtAssociationAugmentationPoint,1,1,,,,An augmentation point for ActivityCourtAssociationType.,,,,,,
4.1,j,ActivityCourtOrderAssociation,j:ActivityCourtOrderAssociation,1,0,,,,An association between an activity and a court order.,j,ActivityCourtOrderAssociationType,j:ActivityCourtOrderAssociationType,,,
4.1,j,ActivityCourtOrderAssociationAugmentationPoint,j:ActivityCourtOrderAssociationAugmentationPoint,1,1,,,,An augmentation point for ActivityCourtOrderAssociationType.,,,,,,
4.1,j,ActivityCriminalOrganizationAssociation,j:ActivityCriminalOrganizationAssociation,1,0,,,,An association between an activity and a criminal organization.,j,ActivityCriminalOrganizationAssociationType,j:ActivityCriminalOrganizationAssociationType,,,
4.1,j,ActivityCriminalOrganizationAssociationAugmentationPoint,j:ActivityCriminalOrganizationAssociationAugmentationPoint,1,1,,,,An augmentation point for ActivityCriminalOrganizationAssociationType.,,,,,,
4.1,j,ActivityCustodyTransferAssociation,j:ActivityCustodyTransferAssociation,1,0,,,,An association between an activity and transfer of custody.,j,ActivityCustodyTransferAssociationType,j:ActivityCustodyTransferAssociationType,,,
4.1,j,ActivityCustodyTransferAssociationAugmentationPoint,j:ActivityCustodyTransferAssociationAugmentationPoint,1,1,,,,An augmentation point for ActivityCustodyTransferAssociationType.,,,,,,
4.1,nc,ActivityDate,nc:ActivityDate,1,0,,,,A date of an activity.,nc,DateType,nc:DateType,,,
4.1,nc,ActivityDescriptionText,nc:ActivityDescriptionText,1,0,,,,A description of an activity.,nc,TextType,nc:TextType,,,
4.1,j,ActivityDispatcherAssociation,j:ActivityDispatcherAssociation,1,0,,,,An association between an activity and a person who assigns people or units to respond to an activity or location.,nc,ActivityPersonAssociationType,nc:ActivityPersonAssociationType,,,
4.1,nc,ActivityDisposition,nc:ActivityDisposition,1,0,,,,A result or outcome of an activity.,nc,DispositionType,nc:DispositionType,,,
4.1,nc,ActivityDocumentAssociation,nc:ActivityDocumentAssociation,1,0,,,,An association between an activity and a document.,nc,ActivityDocumentAssociationType,nc:ActivityDocumentAssociationType,,,
4.1,nc,ActivityDocumentAssociationAugmentationPoint,nc:ActivityDocumentAssociationAugmentationPoint,1,1,,,,An augmentation point for ActivityDocumentAssociationType.,,,,,,
4.1,j,ActivityDocumentServer,j:ActivityDocumentServer,1,0,,,"For example, a warrant or a restraining order.",An entity responsible for service of a legal document.,nc,EntityType,nc:EntityType,,,
4.1,j,ActivityDocumentValidator,j:ActivityDocumentValidator,1,0,,,The document could be a warrant.,An entity to contact to validate a document.,nc,EntityType,nc:EntityType,,,
4.1,j,ActivityDriverLicenseAssociation,j:ActivityDriverLicenseAssociation,1,0,,,,An association between an activity and a driver license.,j,ActivityDriverLicenseAssociationType,j:ActivityDriverLicenseAssociationType,,,
4.1,j,ActivityDriverLicenseAssociationAugmentationPoint,j:ActivityDriverLicenseAssociationAugmentationPoint,1,1,,,,An augmentation point for ActivityDriverLicenseAssociationType.,,,,,,
4.1,j,ActivityDueDate,j:ActivityDueDate,1,0,,,,A date when an activity is expected to be completed.,nc,DateType,nc:DateType,,,
4.1,j,ActivityEffectiveDate,j:ActivityEffectiveDate,1,0,,,,A date when an activity is ready for service or action.,nc,DateType,nc:DateType,,,
4.1,j,ActivityEmailAddressAssociation,j:ActivityEmailAddressAssociation,1,0,,,,A relationship between an activity and an email address.,j,ActivityEmailAddressAssociationType,j:ActivityEmailAddressAssociationType,,,
4.1,j,ActivityEmailAddressAssociationAugmentationPoint,j:ActivityEmailAddressAssociationAugmentationPoint,1,1,,,,An augmentation point for ActivityEmailAddressAssociationType.,,,,,,
4.1,j,ActivityEmployeeAssociation,j:ActivityEmployeeAssociation,1,0,,,,An association between an activity and an employee.,j,ActivityEmployeeAssociationType,j:ActivityEmployeeAssociationType,,,
4.1,j,ActivityEmployeeAssociationAugmentationPoint,j:ActivityEmployeeAssociationAugmentationPoint,1,1,,,,An augmentation point for ActivityEmployeeAssociationType.,,,,,,
4.1,j,ActivityEnforcementOfficialAssociation,j:ActivityEnforcementOfficialAssociation,1,0,,,,An association between an activity and an enforcement official.,nc,ActivityPersonAssociationType,nc:ActivityPersonAssociationType,,,
4.1,j,ActivityEstimatedDuration,j:ActivityEstimatedDuration,1,0,,,,An expected amount of time an activity should last.,niem-xs,duration,niem-xs:duration,,,
4.1,j,ActivityEvidenceAssociation,j:ActivityEvidenceAssociation,1,0,,,,An association between an activity and evidence.,j,ActivityEvidenceAssociationType,j:ActivityEvidenceAssociationType,,,
4.1,j,ActivityEvidenceAssociationAugmentationPoint,j:ActivityEvidenceAssociationAugmentationPoint,1,1,,,,An augmentation point for ActivityEvidenceAssociationType.,,,,,,
4.1,j,ActivityEvidenceLedgerAssociation,j:ActivityEvidenceLedgerAssociation,1,0,,,,An association between an activity and an evidence ledger.,nc,ActivityDocumentAssociationType,nc:ActivityDocumentAssociationType,,,
4.1,nc,ActivityFacilityAssociation,nc:ActivityFacilityAssociation,1,0,,,,An association between an activity and a facility.,nc,ActivityFacilityAssociationType,nc:ActivityFacilityAssociationType,,,
4.1,nc,ActivityFacilityAssociationAugmentationPoint,nc:ActivityFacilityAssociationAugmentationPoint,1,1,,,,An augmentation point for ActivityFacilityAssociationType.,,,,,,
4.1,j,ActivityFeeAssociation,j:ActivityFeeAssociation,1,0,,,,An association between an activity and a fee.,j,ActivityFeeAssociationType,j:ActivityFeeAssociationType,,,
4.1,j,ActivityFeeAssociationAugmentationPoint,j:ActivityFeeAssociationAugmentationPoint,1,1,,,,An augmentation point for ActivityFeeAssociationType.,,,,,,
4.1,j,ActivityForceAssociation,j:ActivityForceAssociation,1,0,,,,An association between an activity and a use of force.,j,ActivityForceAssociationType,j:ActivityForceAssociationType,,,
4.1,j,ActivityForceAssociationAugmentationPoint,j:ActivityForceAssociationAugmentationPoint,1,1,,,,An augmentation point for ActivityForceAssociationType.,,,,,,
4.1,j,ActivityFrequencyText,j:ActivityFrequencyText,1,0,,,,A description of the number of occurrences of an activity over a period of time.,nc,TextType,nc:TextType,,,
4.1,nc,ActivityIdentification,nc:ActivityIdentification,1,0,,,,An identification that references an activity.,nc,IdentificationType,nc:IdentificationType,,,
4.1,j,ActivityIncidentAssociation,j:ActivityIncidentAssociation,1,0,,,,An association between an activity and an incident.,j,ActivityIncidentAssociationType,j:ActivityIncidentAssociationType,,,
4.1,j,ActivityIncidentAssociationAugmentationPoint,j:ActivityIncidentAssociationAugmentationPoint,1,1,,,,An augmentation point for ActivityIncidentAssociationType.,,,,,,
4.1,nc,ActivityInformationAbstracterOrganizationAssociation,nc:ActivityInformationAbstracterOrganizationAssociation,1,0,,,,An association between an activity and an organization that abstracted information for that activity.,nc,ActivityOrganizationAssociationType,nc:ActivityOrganizationAssociationType,,,
4.1,j,ActivityInformationAbstracterPersonAssociation,j:ActivityInformationAbstracterPersonAssociation,1,0,,,,An association between an activity and a person who abstracted information about that activity.,nc,ActivityPersonAssociationType,nc:ActivityPersonAssociationType,,,
4.1,j,ActivityInformationApproverAssociation,j:ActivityInformationApproverAssociation,1,0,,,,An association between an activity and a person who approved information for that activity.,nc,ActivityPersonAssociationType,nc:ActivityPersonAssociationType,,,
4.1,nc,ActivityInformationClearerOrganizationAssociation,nc:ActivityInformationClearerOrganizationAssociation,1,0,,,,An association between an activity and an organization that cleared information for that activity.,nc,ActivityOrganizationAssociationType,nc:ActivityOrganizationAssociationType,,,
4.1,j,ActivityInformationOwnerAssociation,j:ActivityInformationOwnerAssociation,1,0,,,,An association between an activity and a person who owns the information regarding that activity.,nc,ActivityPersonAssociationType,nc:ActivityPersonAssociationType,,,
4.1,j,ActivityInformationReleaserAssociation,j:ActivityInformationReleaserAssociation,1,0,,,,An association between an activity and a person who releases the information about that activity.,nc,ActivityPersonAssociationType,nc:ActivityPersonAssociationType,,,
