originalRelease,originalNamespace,originalPropertyName,changeCode,issue,release,namespace,propertyName,definition,dataType,substitutionGroupHead,elementOrAttribute,concreteOrAbstract,isAbstract
4.0,biom,FingerprintPatternClassificationAugmentationPoint,modified,,4.1,biom,FingerprintPatternClassificationAugmentationPoint,An augmentation point for FingerprintPatternClassification type,,,TRUE,,TRUE
4.0,biom,FingerRidgeMinutia,modified,,4.1,biom,FingerRidgeMinutia,A minutia in a friction ridge image (Obsolete).,biom:MinutiaType,biom:MinutiaAbstract,TRUE,,FALSE
4.0,biom,ImageCaptureDateEstimateRangeDuration,modified,,4.1,biom,ImageCaptureDateEstimateRangeDuration,"An optional field. It is entered in the format as YyyyyMmmDdd. It is possible to enter only a year, month and/or day range, such as P5D, meaning that the actual date of collection is estimated to be 5 days plus or minus that specified in Field 10.00",niem-xs:duration,,TRUE,,FALSE
4.0,biom,ImageHorizontalLineLengthPixelQuantity,modified,,4.1,biom,ImageHorizontalLineLengthPixelQuantity,A number of pixels on a single horizontal line of a fixed resolution 500ppi image,biom:SmallLineLengthPixelQuantityType,,TRUE,,FALSE
4.0,biom,ImageReferenceIdentification,modified,,4.1,biom,ImageReferenceIdentification,"An identification of a particular record in a transaction. (Obsolete, use ImageReferenceID)",nc:IdentificationType,,TRUE,,FALSE
4.0,biom,NativeScanningResolutionValue,modified,,4.1,biom,NativeScanningResolutionValue,A scanning resolution used by a specific biometric image capture device. Valid values between 19.29 and 99.99 OR equal to 00.00 (corresponds to 500ppi postive and negative 2% up to maximum allowed value.). Should only allow two decimal places,biom:Decimal2DigitPrecisionType,,TRUE,,FALSE
4.0,biom,NominalTransmittingResolutionValue,modified,,4.1,biom,NominalTransmittingResolutionValue,"A transaction's transmitting resolution, in pixels per mm. Valid value between 19.29 and 20.08 OR equal to 00.00 (corresponds to 500ppi postive and negative 2% ) OR between 38.58 and 40.16 (corresponds to 1000ppi postive and negative 2%.) Shoul",biom:Decimal2DigitPrecisionType,,TRUE,,FALSE
4.0,biom,NonPhotographicImageCategoryCode,modified,,4.1,biom,NonPhotographicImageCategoryCode,An Image Type Code for a kind of Non-photographic image,biom:NonPhotographicImageCategoryCodeType,biom:NonPhotographicImageCategoryCodeAbstract,TRUE,,FALSE
4.0,biom,OrganizationIdentificationListAugmentationPoint,modified,,4.1,biom,OrganizationIdentificationListAugmentationPoint,An augmentation point for OrganizationIdentificationList,,,TRUE,,TRUE
4.0,biom,OtherContentInformation,modified,,4.1,biom,OtherContentInformation,A kind of field that indicates whether the voice recording content has been diarized to indicate the segments of the recording that may contain sounds other than the voice of the subject of the record that could assist in the investigation (such as,biom:ContentInformationType,,TRUE,,FALSE
4.0,biom,PalmprintAcquisitionProfileAbstract,modified,,4.1,biom,PalmPrintAcquisitionProfileAbstract,A data concept for a set of criteria under which the palm image was captured,,,TRUE,,TRUE
4.0,biom,PalmprintImageAcquisitionProfileAbstract,modified,,4.1,biom,PalmPrintImageAcquisitionProfileAbstract,A data concept for a set of criteria under which the palm image was captured,,,TRUE,,TRUE
4.0,biom,PalmprintImageAcquisitionProfileCode,modified,,4.1,biom,PalmPrintImageAcquisitionProfileCode,A set of criteria under which the Palm print image was captured,biom:PalmPrintImageAcquisitionProfileCodeType,biom:PalmPrintImageAcquisitionProfileAbstract,TRUE,,FALSE
4.0,biom,PhysicalFeatureNCICCode,modified,,4.1,biom,PhysicalFeatureNCICCode,A description of a physical feature from the NCIC codes.,ncic:SMTCodeType,biom:FaceImageDescriptionAbstract,TRUE,,FALSE
4.0,biom,RecordingAssignedVoiceCategoryCode,modified,,4.1,biom,RecordingAssignedVoiceCategoryCode,A kind of first information item is the assigned voice indicator / AVI. It is mandatory if this field is used. It indicates if the voice recording sample was obtained from a known subject.,biom:RecordingAssignedVoiceCategoryCodeType,,TRUE,,FALSE
4.0,biom,RecordingContentCommentText,modified,,4.1,biom,RecordingContentCommentText,"A kind of comment that allows statements of up to 4000 Unicode characters in length describing methods by which the plurality and nationality of the speakers was determined, along with any supporting text.",biom:LongCommentType,,TRUE,,FALSE
4.0,biom,RecordingDuration,modified,,4.1,biom,RecordingDuration,A number that gives the total length of a recording in microseconds.,niem-xs:positiveInteger,,TRUE,,FALSE
4.0,biom,SourceOrganizationName,modified,,4.1,biom,SourceOrganizationName,A name of an Organization which was the creator and/or source of a specific biometric file.,nc:TextType,,TRUE,,FALSE
4.0,biom,SpeakerPluralityCode,modified,,4.1,biom,SpeakerPluralityCode,A kind of second information item is the speaker plurality code / SPC. It is optional and indicates plurality of speakers represented on voice recording: M = multiple speakers S = single speaker.,biom:SpeakerPluralityCodeType,,TRUE,,FALSE
4.0,biom,SubjectExistentialDetails,modified,,4.1,biom,SubjectExistentialDetails,"An optional field. This field is particularly useful if the image contained in this record is of an injury or latent image on a person. However, its use is not limited to such circumstances. Note that Field 10.041: SMT size or size of injury or iden",biom:SubjectExistentialDetailsType,,TRUE,,FALSE
4.0,biom,ToothDataDetail,modified,,4.1,biom,ToothDataDetail,A container for information about the teeth of a subject,biom:ToothDataInformationType,,TRUE,,FALSE
4.0,biom,VocalContentInformation,modified,,4.1,biom,VocalContentInformation,A kind of field that indicates whether the voice recording content has been diarized to indicate the speech segments of interest pertaining to the subject of this voice record.,biom:ContentInformationType,,TRUE,,FALSE
4.0,biom,VocalSegmentQualityValue,modified,,4.1,biom,VocalSegmentQualityValue,"A kind of field if Vocal content / VOC is present, then this field shall only be present if DII = 1. This field shall only be present if Vocal content diary / VCD is present. If segments have multiple quality values based on different types of quali",biom:VocalSegmentQualityValueType,,TRUE,,FALSE
4.0,hs,BiologicalParentDeterminationMethodText,modified,,4.1,hs,BiologicalParentDeterminationMethodText,A narrative alternative to BiologicalParentDeterminationMethodCode to describe the method by which a  biological relationship between a parent and child is legally determined.,nc:TextType,hs:BiologicalParentDeterminationMethodAbstract,TRUE,,FALSE
4.0,hs,CaseWorkerUnitAugmentationPoint,modified,,4.1,hs,CaseWorkerUnitAugmentationPoint,An augmentation point for CaseWorkerUnitType.,,,TRUE,,TRUE
4.0,hs,CaseWorkerUnitCode,modified,,4.1,hs,CaseWorkerUnitCode,A kind of case worker unit.,hs:CaseWorkerUnitCodeListCodeType,,TRUE,,FALSE
4.0,hs,ChildSupportEnforcementCaseDispositionDecisionFindingsText,modified,,4.1,hs,ChildSupportEnforcementCaseDispositionDecisionFindingsText,"A description of the tribunal's factual findings in support of its disposition decision in a child-support-enforcement case. Usage: the tribunal does or does not have jurisdiction over the case, respondent is or is not the child's father, etc.",nc:TextType,,TRUE,,FALSE
4.0,hs,DataPrivacyAugmentationPoint,modified,,4.1,hs,DataPrivacyAugmentationPoint,An augmentation point for DataPrivacyType.,,,TRUE,,TRUE
4.0,hs,DataQualityAugmentationPoint,modified,,4.1,hs,DataQualityAugmentationPoint,An augmentation point for DataQualityType.,,,TRUE,,TRUE
4.0,hs,EligibilityAugmentationPoint,modified,,4.1,hs,EligibilityAugmentationPoint,An augmentation point for EligibilityType.,,,TRUE,,TRUE
4.0,hs,EmployerAugmentationPoint,modified,,4.1,hs,EmployerAugmentationPoint,An augmentation point for EmployerType.,,,TRUE,,TRUE
4.0,hs,FederalFindingsText,modified,,4.1,hs,FederalFindingsText,"A court's description of its factual findings supporting conclusions about legal standards defined in federal law.  Usage:  factual findings regarding an agency's reasonable efforts to reunify a family, a child's placement in the least restrictive placement necessary, etc.",nc:TextType,,TRUE,,FALSE
4.0,hs,InterStateOutputDataAugmentationPoint,modified,,4.1,hs,InterStateOutputDataAugmentationPoint,An augmentation point for InterStateOutputDataType.,,,TRUE,,TRUE
4.0,hs,InterStateOutputDataReportAugmentationPoint,modified,,4.1,hs,InterStateOutputDataReportAugmentationPoint,An augmentation point for InterStateOutputDataReportType.,,,TRUE,,TRUE
4.0,hs,NonCriminalLegalIssuesText,modified,,4.1,hs,NonCriminalLegalIssuesText,"A description of other cases and situations that may impact a court report. Tribal membership status and other ICWA issues. Includes prior juvenile (non-criminal) history, child support enforcement issues, mental health adjudications. Also identifies interstate placement issues (where there is an ICPC issue or UCCJEA issue). Also indicates the citizenship and legal residency status (if applicable).",nc:TextType,,TRUE,,FALSE
4.0,hs,SchoolResourceOfficerEducationOrganizationAssociationAugmentationPoint,modified,,4.1,hs,SchoolResourceOfficerEducationOrganizationAssociationAugmentationPoint,An augmentation point for SchoolResourceOfficerEducationOrganizationAssociationType.,,,TRUE,,TRUE
4.0,hs,StateFindingsText,modified,,4.1,hs,StateFindingsText,"A court's description of its factual findings supporting conclusions about legal standards defined in state law. Usage: factual findings regarding dependency, neglect, abuse, danger to self or others, or a child's need for emergency, etc.",nc:TextType,,TRUE,,FALSE
4.0,hs,StateInputAugmentationPoint,modified,,4.1,hs,StateInputAugmentationPoint,An augmentation point for StateInputType.,,,TRUE,,TRUE
4.0,hs,StateInputDataReportAugmentationPoint,modified,,4.1,hs,StateInputDataReportAugmentationPoint,An augmentation point for StateInputDataReportType.,,,TRUE,,TRUE
4.0,hs,WagesAugmentationPoint,modified,,4.1,hs,WagesAugmentationPoint,An augmentation point for WagesType.,,,TRUE,,TRUE
4.0,j,AcademicAssessmentEducation,modified,,4.1,j,AcademicAssessmentEducation,An assessment history of education and academic achievement of a subject.,hs:EducationType,,TRUE,,FALSE
4.0,j,AlertNotificationAugmentation,modified,,4.1,j,AlertNotificationAugmentation,Additional information about a Alert.,j:AlertNotificationAugmentationType,em:AlertNotificationAugmentationPoint,TRUE,,FALSE
4.0,j,CorrectionSubjectNotification,modified,,4.1,j,CorrectionSubjectNotification,A notification about a inmate or corrections subject.,em:NotificationType,,TRUE,,FALSE
4.0,j,DevelopmentDisability,modified,,4.1,j,DevelopmentDisability,A diverse group of severe chronic conditions that are due to mental and/or physical impairments.,j:DevelopmentalDisabilityType,,TRUE,,FALSE
4.0,j,EducationAugmentation,modified,,4.1,j,EducationAugmentation,Additional information about an education.,j:EducationAugmentationType,hs:EducationAugmentationPoint,TRUE,,FALSE
4.0,j,FirearmCategoryCode,modified,,4.1,j,FirearmCategoryCode,A kind of firearm.,ncic:GTYPCodeType,j:FirearmCategoryAbstract,TRUE,,FALSE
4.0,j,HearingNotification,modified,,4.1,j,HearingNotification,A notice of a hearing for all parties concerned.,em:NotificationType,,TRUE,,FALSE
4.0,j,ItemCategoryNCICTYPCode,modified,,4.1,j,ItemCategoryNCICTYPCode,A kind of property.,ncic:GTYPCodeType,nc:ItemCategoryAbstract,TRUE,,FALSE
4.0,j,MentalHealthNotification,modified,,4.1,j,MentalHealthNotification,A notification regarding the mental health of a subject.,em:NotificationType,,TRUE,,FALSE
4.0,j,NotificationAugmentation,modified,,4.1,j,NotificationAugmentation,Additional information about a Notification.,j:NotificationAugmentationType,em:NotificationAugmentationPoint,TRUE,,FALSE
4.0,j,ParoleDischargeCaseworker,modified,,4.1,j,ParoleDischargeCaseworker,A staff person who serves a caseworker to a parolee.,hs:CaseworkerType,,TRUE,,FALSE
4.0,j,ParoleHearingAppearanceNotification,modified,,4.1,j,ParoleHearingAppearanceNotification,A set of details notifying all concerned parties of a parole hearing appearance.,em:NotificationType,,TRUE,,FALSE
4.0,j,ProgramCaseworker,modified,,4.1,j,ProgramCaseworker,A staff member assigned as a caseworker to a specific program.,hs:CaseworkerType,,TRUE,,FALSE
4.0,j,SubjectAlert,modified,,4.1,j,SubjectAlert,A set of details about an alert regarding a subject.,em:AlertNotificationType,,TRUE,,FALSE
4.0,j,SubjectPlacementNotification,modified,,4.1,j,SubjectPlacementNotification,A notification of the details of a subject's placement.,em:NotificationType,,TRUE,,FALSE
4.0,j,SubjectReleaseNotification,modified,,4.1,j,SubjectReleaseNotification,A set of details for providing notification of a subject's release.,em:NotificationType,,TRUE,,FALSE
4.0,scr,AlertAugmentation,modified,,4.1,scr,AlertAugmentation,Additional information about an alert.,scr:AlertAugmentationType,em:AlertNotificationAugmentationPoint,TRUE,,FALSE
4.0,,,new,,4.1,biom,AssuranceAuditRevisionID,An identifier of an audit revision number within the revision history,biom:Integer1to999Type,,TRUE,,FALSE
4.0,,,new,,4.1,biom,AssuranceFormatDescriptorText,"A descriptor for an information assurance format, as designated by its owner",nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,AssuranceFormatOwnerID,An identifier assigned to an information assurance format owner,niem-xs:hexBinary,,TRUE,,FALSE
4.0,,,new,,4.1,biom,AssuranceUTCDateTime,A date and time that information assurance data were created,nc:ZuluDateTimeType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,CaptureDateEstimateRangeDuration,A range of uncertainty as to when the image was captured,niem-xs:duration,,TRUE,,FALSE
4.0,,,new,,4.1,biom,CBEFFFormatCategoryID,An identifier of a format designated by the owner,biom:HexDoubleByteType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,CBEFFFormatOwnerID,An assigned identifier specifying a biometric format,biom:HexDoubleByteType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,CBEFFProductID,A unique registered identifier of minutiae encoding equipment; 9.126c PID,niem-xs:hexBinary,,TRUE,,FALSE
4.0,,,new,,4.1,biom,CBEFFVersionID,A identifier for the version number of the CBEFF specification that this record conforms to,nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,ContextCommentText,A comment about a context media record,nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,ContextID,An index identifier to a particular instance of a Type-21 record in the transaction,biom:Integer1to255Type,,TRUE,,FALSE
4.0,,,new,,4.1,biom,ContextMediaDetail,A detailing of metadata about a biometric context media record,biom:ContextMediaDetailType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,ContextMediaDetailAugmentationPoint,An augmentation point for ContextMediaDetail,,,TRUE,,TRUE
4.0,,,new,,4.1,biom,CoreID,An index identifier of a particular core,nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,CorrespondingSubfieldID,An identifier that uniquely designates which subfield occurrence is being referenced,niem-xs:positiveInteger,,TRUE,,FALSE
4.0,,,new,,4.1,biom,DeltaID,An identifier denoting the index number of a particular delta,nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,DentalHistoryADAReferenceCodeText,An ADA reference code to indicate whether the assignment of tooth numbers was done on a morphological basis or positional basis.,nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,DeviceCertificationCode,A certification level achieved for a fingerprint capture device,biom:DeviceCertificationCodeType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,DeviceID,An identifier for a capture device,nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,DNABatchID,A identifier of the DNA batch to which a locus belongs,nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,DNAElectropherogramID,An identifier for a DNA electropherogram image,nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,DNAElectropherogramLadderID,A unique identifier for a DNA electropherogram ladder image,nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,DNAKitReferenceID,An identifier for a reference number of a DNA kit,biom:Integer0to999Type,,TRUE,,FALSE
4.0,,,new,,4.1,biom,DNALaboratoryProcessingCountry,"A country code, describing where DNA sample was processed.",nc:CountryType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,DNALocusGenotypeProbabilityValue,A probability of an individual having these alleles at a single locus. The frequency of the individual alleles is based on population statistics data. This probability can be calculated by various formulas that consider if the locus is homozygous or,biom:LocusGenotypeProbabilityValueType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,DNALocusReferenceID,An identifier for a reference number of a DNA locus,biom:Integer1to999Type,,TRUE,,FALSE
4.0,,,new,,4.1,biom,DNAPedigreeFatherIndexNumeric,An index number that refers to the father of the subject of this DNA pedigree,biom:Integer0to999Type,,TRUE,,FALSE
4.0,,,new,,4.1,biom,DNAPedigreeID,"An identifier (i.e., file number) of a DNA pedigree",nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,DNAPedigreeMemberIndexNumeric,An index that refers to the DNA subject of the transaction and provides the ability to link pedigree information.,nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,DNAPedigreeMotherIndexNumeric,An index number that refers to the mother of a subject of this DNA pedigree,biom:Integer0to999Type,,TRUE,,FALSE
4.0,,,new,,4.1,biom,DNAPedigreeSampleID,An Identifier for a DNA sample linking it to this related pedigree,nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,DNAProfileID,An identifier for uniquely identifying the profile or sample for which the transaction is based.,nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,ExemplarFingerPositionCode,"An element for basic finger positions and slap captures, standardly used for tenprint exemplar capture",biom:ExemplarFingerPositionCodeType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,ExtendedFeatureSetProfileCode,"A code representing an EFS Profile, which defines the level of annotation in specific minutiae record",biom:ExtendedFeatureSetProfileCodeType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,FaceImage2DFeaturePoint,"A set of attributes describing 2D, MPEG4 facial feature points and their locations",biom:FaceImageFeaturePointType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,FaceImageAcquisitionAugmentationPoint,An augmentation point for FaceImageAcquisition,,,TRUE,,TRUE
4.0,,,new,,4.1,biom,FaceImageAcquisitionCode,A code for the source of a facial photo,biom:FaceImageAcquisitionCodeType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,FaceImageDescriptionText,A description of a facial expression of a subject and other attributes associated with a subject's captured facial image,nc:TextType,biom:FaceImageDescriptionAbstract,TRUE,,FALSE
4.0,,,new,,4.1,biom,FeatureLabelID,An index identifier or unique label applied to minutiae by a latent examiner to allow correlation of features between images,nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,FeaturePointID,"An identifier for a particular feature point, defined by ISO/IEC 14496-2",nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,FingerImpressionImageDetail,A detailing of the metadata for an image of a fingerprint,biom:FingerImpressionImageDetailType,biom:BiometricImageAbstract,TRUE,,FALSE
4.0,,,new,,4.1,biom,FingerImpressionImageDetailAugmentationPoint,An augmentation point for FingerImpressionImageDetail,,,TRUE,,TRUE
4.0,,,new,,4.1,biom,FingerprintLegacyImageImpressionCaptureCategoryCode,An element to represent the allowed capture category codes for legacy grayscale exemplar finger images,biom:LegacyExemplarCaptureCategoryCodeType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,FingerprintSimultaneousCaptureID,An index identifier to reference a set of prints captured simultaneously on adjacent platens.,biom:Integer1to255Type,,TRUE,,FALSE
4.0,,,new,,4.1,biom,FrictionRidgeCaptureTechnologyCode,A technology used to capture friction ridge data,biom:FrictionRidgeCaptureTechnologyCodeType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,FrictionRidgeDetail,"A set of details about a friction ridge print, which may represent a fingerprint, palm print, or plantar print",biom:FrictionRidgeDetailType,biom:BiometricImageAbstract,TRUE,,FALSE
4.0,,,new,,4.1,biom,FrictionRidgeDetailAugmentationPoint,An augmentation point for FrictionRidgeDetail,,,TRUE,,TRUE
4.0,,,new,,4.1,biom,FrictionRidgeImageImpressionCaptureCategoryCode,A kind of impression capture by which friction ridge image information was obtained,biom:ImpressionCaptureCategoryCodeType,biom:FrictionRidgeImageImpressionCaptureCategoryAbstract,TRUE,,FALSE
4.0,,,new,,4.1,biom,FrictionRidgeImpressionCaptureCode,A method used to capture a friction ridge impression. Conforms to ITL 2015.,biom:ImpressionCaptureCodeType,biom:FrictionRidgeImageImpressionCaptureCategoryAbstract,TRUE,,FALSE
4.0,,,new,,4.1,biom,GeodeticDatumCoordinateSystemCode,A geospatial coordinate system for datum values,biom:GeodeticDatumCoordinateSystemCodeType,nc:GeographicDatumAbstract,TRUE,,FALSE
4.0,,,new,,4.1,biom,GeographicSampleAcquisitionLocation,A geospatial coordinate system for datum values,biom:GeographicSampleAcquisitionLocationType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,GeographicSampleAcquisitionLocationAugmentationPoint,An augmentation point for geospatial location description,,,TRUE,,TRUE
4.0,,,new,,4.1,biom,HorizontalLineLengthPixelQuantity,A number of pixels on a single horizontal line of a variable-resolution image,biom:LargeLineLengthPixelQuantityType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,ImageColorSpaceCode,A color space used to exchange an image.,biom:CSPCodeType,biom:ImageColorSpaceAbstract,TRUE,,FALSE
4.0,,,new,,4.1,biom,ImageReferenceID,An identifier for denoting (or indexing together) instances of a particular record in a transaction,biom:Integer0to99Type,,TRUE,,FALSE
4.0,,,new,,4.1,biom,ImageSegmentID,"An index identifier for a particular set of segmentation coordinates (e.g., a polygon) which encloses the relevant part of a source image or associated data image.",biom:Integer1to99Type,,TRUE,,FALSE
4.0,,,new,,4.1,biom,ImageSegmentInternalFileLocationText,"A description of the internal file location if the representation has multiple locations where a sample may be located, i.e., the reference to the particular instance, such as page, video frame, or slide number used to derive the image transmitted i",nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,IrisEyeRotationAngleValue,A rotation angle of an image,biom:HexDoubleByteType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,IrisEyeRotationUncertaintyValue,An image rotation uncertainty,biom:HexDoubleByteType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,IrisImageDetail,A set of details about an image of iris,biom:IrisImageDetailType,biom:BiometricImageAbstract,TRUE,,FALSE
4.0,,,new,,4.1,biom,IrisImageDetailAugmentationPoint,An augmentation point for details about an Iris Image,,,TRUE,,TRUE
4.0,,,new,,4.1,biom,IrisImageMissingAbstract,A data concept for information about a missing iris or irises,,,TRUE,,TRUE
4.0,,,new,,4.1,biom,IrisImageMissingReasonCode,A reason for a missing iris image,biom:IrisImageMissingReasonCodeType,biom:IrisImageMissingAbstract,TRUE,,FALSE
4.0,,,new,,4.1,biom,IrisImageVerticalOrientationCode,A vertical orientation of an image,biom:ImageOrientationCodeType,biom:IrisImageVerticalOrientationAbstract,TRUE,,FALSE
4.0,,,new,,4.1,biom,LatentFrictionRidgePositionCode,A code for latent friction ridge positions,biom:LatentFrictionRidgePositionCodeType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,LegacyExemplarFingerPositionCode,A finger position code for basic exemplar tenprint capture.,biom:LegacyExemplarFingerPositionCodeType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,MedicalDevice,A medical device that may be implanted or otherwise attached to a subject,biom:DeviceType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,MinutiaeAlgorithmID,An identifier for a minutiae extraction and encoding algorithm,nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,MinutiaeAlgorithmVendorID,"An identifier for a vendor, or name of vendor of the minutiae extraction and encoding algorithm, from a registry table",nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,MinutiaeExaminerName,A name for the latent examiner responsible for minutiae markup or verification,nc:PersonNameType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,MinutiaeUniversalLatentWorkstationAnnotationText,"An annotation, logging or processing information associated with the FBI-developed Universal Latent Workstation (ULW) or compatible software",nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,MinutiaID,An index identifier for uniquely denoting a minutia,niem-xs:positiveInteger,,TRUE,,FALSE
4.0,,,new,,4.1,biom,MinutiaReferenceID,"An index identifier for a second minutia, when two minutia are to be examined",niem-xs:positiveInteger,,TRUE,,FALSE
4.0,,,new,,4.1,biom,NonPhotographicImageCategoryCodeAbstract,A data concept for a Type Code for or a kind of Non-photographic image,,,TRUE,,TRUE
4.0,,,new,,4.1,biom,NonPhotographicImageCategoryText,A kind of Image Type for the Non-photographic image category,nc:TextType,biom:NonPhotographicImageCategoryCodeAbstract,TRUE,,FALSE
4.0,,,new,,4.1,biom,OpenPathSegmentAugmentationPoint,An augmentation point for OpenPathSegment,,,TRUE,,TRUE
4.0,,,new,,4.1,biom,PalmPrintImageDetail,A set of details about an image of a palm print,biom:PalmPrintImageDetailType,biom:BiometricImageAbstract,TRUE,,FALSE
4.0,,,new,,4.1,biom,PalmPrintImageDetailAugmentationPoint,An augmentation point for PalmPrintImageDetail,,,TRUE,,TRUE
4.0,,,new,,4.1,biom,PatternedInjuryReferenceCodeList,"A list of patterned injury reference valid codes agreed upon by exchange partners, such as ANSI/ADA Standard No. 1077",biom:PatternedInjuryReferenceCodeListType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,PatternedInjuryReferenceCodeListAugmentationPoint,An augmentation point for PatternedInjuryReferenceCodeList,,,TRUE,,TRUE
4.0,,,new,,4.1,biom,PatternedInjuryReferenceCodeText,A kind of Patterned Injury Reference Code such as ANSI/ADA Standard No. 1077.,nc:TextType,,TRUE,,FALSE
4.0,,,new,,4.1,biom,PlantarImageDetail,A set of details about an image of a plantar (footprint),biom:PlantarImageDetailType,biom:BiometricImageAbstract,TRUE,,FALSE
