originalRelease,originalNamespace,originalPropertyName,changeCode,issue,release,namespace,propertyName,definition,dataType,substitutionGroupHead,elementOrAttribute,concreteOrAbstract,isAbstract
4.2,biom,ForensicDentalOralDetailAugmentationPoint,edit,,5.0,biom,ForensicDentalOralDetailAugmentationPoint,An augmentation point for ForensicDentalOralDetailType.,,,TRUE,,TRUE
4.2,biom,ForensicDentalSettingAugmentationPoint,edit,,5.0,biom,ForensicDentalSettingAugmentationPoint,An augmentation point for ForensicDentalSettingType.,,,TRUE,,TRUE
4.2,biom,ForensicInvestigatoryVoiceDetailAugmentationPoint,edit,,5.0,biom,ForensicInvestigatoryVoiceDetailAugmentationPoint,An augmentation point for ForensicInvestigatoryVoiceDetailType.,,,TRUE,,TRUE
4.2,biom,FrictionRidgeDetailAugmentationPoint,edit,,5.0,biom,FrictionRidgeDetailAugmentationPoint,An augmentation point for FrictionRidgeDetailType.,,,TRUE,,TRUE
4.2,biom,FrictionRidgeImageAreaOfCorrespondenceAugmentationPoint,edit,,5.0,biom,FrictionRidgeImageAreaOfCorrespondenceAugmentationPoint,An augmentation point for FrictionRidgeImageAreaOfCorrespondenceType.,,,TRUE,,TRUE
4.2,biom,FrictionRidgeImageCenterAugmentationPoint,edit,,5.0,biom,FrictionRidgeImageCenterAugmentationPoint,An augmentation point for FrictionRidgeImageCenterType.,,,TRUE,,TRUE
4.2,biom,FrictionRidgeImageQualityAugmentationPoint,edit,,5.0,biom,FrictionRidgeImageQualityAugmentationPoint,An augmentation point for FrictionRidgeImageQualityType.,,,TRUE,,TRUE
4.2,biom,FrictionRidgeImageRegionOfInterestAugmentationPoint,edit,,5.0,biom,FrictionRidgeImageRegionOfInterestAugmentationPoint,An augmentation point for FrictionRidgeImageRegionOfInterestType.,,,TRUE,,TRUE
4.2,biom,FrictionRidgeImageRelativeRotationAugmentationPoint,edit,,5.0,biom,FrictionRidgeImageRelativeRotationAugmentationPoint,An augmentation point for FrictionRidgeImageRelativeRotationType.,,,TRUE,,TRUE
4.2,biom,FrictionRidgeImageSegmentPositionSquareAugmentationPoint,edit,,5.0,biom,FrictionRidgeImageSegmentPositionSquareAugmentationPoint,An augmentation point for FrictionRidgeImageSegmentPositionSquareType.,,,TRUE,,TRUE
4.2,biom,GeographicSampleAcquisitionLocationAugmentationPoint,edit,,5.0,biom,GeographicSampleAcquisitionLocationAugmentationPoint,An augmentation point for GeographicSampleAcquisitionLocationType.,,,TRUE,,TRUE
4.2,biom,HairColorCode,edit,,5.0,biom,HairColorCode,A hair color shown in an image of a person's face,biom:HairColorCodeType,nc:PersonHairColorAbstract,TRUE,,FALSE
4.2,biom,HorizontalLineLengthPixelQuantity,edit,,5.0,biom,ImageHorizontalLineLengthPixelQuantity,A number of pixels on a single horizontal line of a variable-resolution image,biom:LargeLineLengthPixelQuantityType,,TRUE,,FALSE
4.2,biom,ImageAugmentation,edit,,5.0,biom,ImageAugmentation,Additional information about an image.,biom:ImageAugmentationType,nc:ImageAugmentationPoint,TRUE,,FALSE
4.2,biom,ImageCaptureAugmentationPoint,edit,,5.0,biom,ImageCaptureAugmentationPoint,An augmentation point for ImageCaptureType.,,,TRUE,,TRUE
4.2,biom,ImageCaptureDateEstimateRangeDuration,edit,,5.0,biom,ImageCaptureDateEstimateRangeDuration,"An optional field. It is entered in the format as YyyyMmmDdd. It is possible to enter only a year, month and/or day range, such as P5D, meaning that the actual date of collection is estimated to be 5 days plus or minus that specified in Field 10.00",niem-xs:duration,,TRUE,,FALSE
4.2,biom,ImageDistortionAugmentationPoint,edit,,5.0,biom,ImageDistortionAugmentationPoint,An augmentation point for ImageDistortionType.,,,TRUE,,TRUE
4.2,biom,ImageHorizontalLineLengthPixelQuantity,edit,,5.0,biom,ImageHorizontalSmallLineLengthPixelQuantity,A number of pixels on a single horizontal line of a fixed resolution 500ppi image,biom:SmallLineLengthPixelQuantityType,,TRUE,,FALSE
4.2,biom,ImageLocationUncertaintyRadiusMeasure,edit,,5.0,biom,ImageLocationUncertaintyRadiusMeasure,"A distance in 10 micrometer units (0.01mm) from a particular X,Y coordinate.",biom:Integer0To999Type,,TRUE,,FALSE
4.2,biom,ImageQualityAugmentationPoint,edit,,5.0,biom,ImageQualityAugmentationPoint,An augmentation point for ImageQualityType.,,,TRUE,,TRUE
4.2,biom,ImageResolutionAugmentationPoint,edit,,5.0,biom,ImageResolutionAugmentationPoint,An augmentation point for ImageResolutionType.,,,TRUE,,TRUE
4.2,biom,ImageSegmentAugmentationPoint,edit,,5.0,biom,ImageSegmentAugmentationPoint,An augmentation point for ImageSegmentType.,,,TRUE,,TRUE
4.2,biom,ImageSegmentPathAugmentationPoint,edit,,5.0,biom,ImageSegmentPathAugmentationPoint,An augmentation point for ImageSegmentPathType.,,,TRUE,,TRUE
4.2,biom,ImageSegmentPolygonAugmentationPoint,edit,,5.0,biom,ImageSegmentPolygonAugmentationPoint,An augmentation point for ImageSegmentPolygonType.,,,TRUE,,TRUE
4.2,biom,ImageSegmentVertexAugmentationPoint,edit,,5.0,biom,ImageSegmentVertexAugmentationPoint,An augmentation point for ImageSegmentVertexType.,,,TRUE,,TRUE
4.2,biom,ImageVerticalLineLengthPixelQuantity,edit,,5.0,biom,ImageVerticalSmallLineLengthPixelQuantity,A number of horizontal lines of a fixed resolution 500ppi image.,biom:SmallLineLengthPixelQuantityType,,TRUE,,FALSE
4.2,biom,INCITSMinutiaeAugmentationPoint,edit,,5.0,biom,INCITSMinutiaeAugmentationPoint,An augmentation point for INCITSMinutiaeType.,,,TRUE,,TRUE
4.2,biom,IrisImageDetailAugmentationPoint,edit,,5.0,biom,IrisImageDetailAugmentationPoint,An augmentation point for IrisImageDetailType.,,,TRUE,,TRUE
4.2,biom,IrisImageIrisBoundaryAugmentationPoint,edit,,5.0,biom,IrisImageIrisBoundaryAugmentationPoint,An augmentation point for IrisImageIrisBoundaryType.,,,TRUE,,TRUE
4.2,biom,IrisImageMissingAugmentationPoint,edit,,5.0,biom,IrisImageMissingAugmentationPoint,An augmentation point for IrisImageMissingType.,,,TRUE,,TRUE
4.2,biom,IrisImageOcclusionAugmentationPoint,edit,,5.0,biom,IrisImageOcclusionAugmentationPoint,An augmentation point for IrisImageOcclusionType.,,,TRUE,,TRUE
4.2,biom,LipCharacterizationCodeListAugmentationPoint,edit,,5.0,biom,LipCharacterizationCodeListAugmentationPoint,An augmentation point for LipCharacterizationCodeListType.,,,TRUE,,TRUE
4.2,biom,LipPrintPathologiesPeculiaritiesCodeListAugmentationPoint,edit,,5.0,biom,LipPrintPathologiesPeculiaritiesCodeListAugmentationPoint,An augmentation point for LipPrintPathologiesPeculiaritiesCodeListType.,,,TRUE,,TRUE
4.2,biom,LipPrintSurfaceCodeListAugmentationPoint,edit,,5.0,biom,LipPrintSurfaceCodeListAugmentationPoint,An augmentation point for LipPrintSurfaceCodeListType.,,,TRUE,,TRUE
4.2,biom,LocationAlternateGeographicSystemValueAugmentationPoint,edit,,5.0,biom,LocationAlternateGeographicSystemValueAugmentationPoint,An augmentation point for LocationAlternateGeographicSystemValueType.,,,TRUE,,TRUE
4.2,biom,MajorCasePrintSegmentOffsetAugmentationPoint,edit,,5.0,biom,MajorCasePrintSegmentOffsetAugmentationPoint,An augmentation point for MajorCasePrintSegmentOffsetType.,,,TRUE,,TRUE
4.2,biom,MinutiaAugmentationPoint,edit,,5.0,biom,MinutiaAugmentationPoint,An augmentation point for MinutiaType.,,,TRUE,,TRUE
4.2,biom,MinutiaeAlgorithmAugmentationPoint,edit,,5.0,biom,MinutiaeAlgorithmAugmentationPoint,An augmentation point for MinutiaeAlgorithmType.,,,TRUE,,TRUE
4.2,biom,MinutiaeAugmentationPoint,edit,,5.0,biom,MinutiaeAugmentationPoint,An augmentation point for MinutiaeType.,,,TRUE,,TRUE
4.2,biom,MinutiaeCoreAugmentationPoint,edit,,5.0,biom,MinutiaeCoreAugmentationPoint,An augmentation point for MinutiaeCoreType.,,,TRUE,,TRUE
4.2,biom,MinutiaeDistinctiveFeatureAugmentationPoint,edit,,5.0,biom,MinutiaeDistinctiveFeatureAugmentationPoint,An augmentation point for MinutiaeDistinctiveFeatureType.,,,TRUE,,TRUE
4.2,biom,MinutiaeDotAugmentationPoint,edit,,5.0,biom,MinutiaeDotAugmentationPoint,An augmentation point for MinutiaeDotType.,,,TRUE,,TRUE
4.2,biom,MinutiaeExaminerComparisonDeterminationAugmentationPoint,edit,,5.0,biom,MinutiaeExaminerComparisonDeterminationAugmentationPoint,An augmentation point for MinutiaeExaminerComparisonDeterminationType.,,,TRUE,,TRUE
4.2,biom,MinutiaeFeatureCorrespondenceAugmentationPoint,edit,,5.0,biom,MinutiaeFeatureCorrespondenceAugmentationPoint,An augmentation point for MinutiaeFeatureCorrespondenceType.,,,TRUE,,TRUE
4.2,biom,MinutiaeFeatureDetectionAugmentationPoint,edit,,5.0,biom,MinutiaeFeatureDetectionAugmentationPoint,An augmentation point for MinutiaeFeatureDetectionType.,,,TRUE,,TRUE
4.2,biom,MinutiaeFingerLocation,edit,,5.0,biom,MinutiaeFingerLocation,"A finger position, segment, off-center code, and polygon location within an image",biom:MinutiaeFingerLocationType,,TRUE,,FALSE
4.2,biom,MinutiaeFingerLocationAugmentationPoint,edit,,5.0,biom,MinutiaeFingerLocationAugmentationPoint,An augmentation point for MinutiaeFingerLocationType.,,,TRUE,,TRUE
4.2,biom,MinutiaeFlexionCreaseAugmentationPoint,edit,,5.0,biom,MinutiaeFlexionCreaseAugmentationPoint,An augmentation point for MinutiaeFlexionCreaseType.,,,TRUE,,TRUE
4.2,biom,MinutiaeFraudEvidenceAugmentationPoint,edit,,5.0,biom,MinutiaeFraudEvidenceAugmentationPoint,An augmentation point for MinutiaeFraudEvidenceType.,,,TRUE,,TRUE
4.2,biom,MinutiaeFrictionRidgeLocation,edit,,5.0,biom,MinutiaeFrictionRidgeLocation,"A friction ridge position, segment, off-center code, and polygon location within an image",biom:MinutiaeFrictionRidgeLocationType,,TRUE,,FALSE
4.2,biom,MinutiaeFrictionRidgeLocationAugmentationPoint,edit,,5.0,biom,MinutiaeFrictionRidgeLocationAugmentationPoint,An augmentation point for MinutiaeFrictionRidgeLocationType.,,,TRUE,,TRUE
4.2,biom,MinutiaeGrowthOrShrinkageAugmentationPoint,edit,,5.0,biom,MinutiaeGrowthOrShrinkageAugmentationPoint,An augmentation point for MinutiaeGrowthOrShrinkageType.,,,TRUE,,TRUE
4.2,biom,MinutiaeImageRidgePathAugmentationPoint,edit,,5.0,biom,MinutiaeImageRidgePathAugmentationPoint,An augmentation point for MinutiaeImageRidgePathType.,,,TRUE,,TRUE
4.2,biom,MinutiaeIncipientRidgeAugmentationPoint,edit,,5.0,biom,MinutiaeIncipientRidgeAugmentationPoint,An augmentation point for MinutiaeIncipientRidgeType.,,,TRUE,,TRUE
4.2,biom,MinutiaeLatentMatrixAugmentationPoint,edit,,5.0,biom,MinutiaeLatentMatrixAugmentationPoint,An augmentation point for MinutiaeLatentMatrixType.,,,TRUE,,TRUE
4.2,biom,MinutiaeLatentSubstrateAugmentationPoint,edit,,5.0,biom,MinutiaeLatentSubstrateAugmentationPoint,An augmentation point for MinutiaeLatentSubstrateType.,,,TRUE,,TRUE
4.2,biom,MinutiaeLocalQualityIssuesAugmentationPoint,edit,,5.0,biom,MinutiaeLocalQualityIssuesAugmentationPoint,An augmentation point for MinutiaeLocalQualityIssuesType.,,,TRUE,,TRUE
4.2,biom,MinutiaePalmLocationAugmentationPoint,edit,,5.0,biom,MinutiaePalmLocationAugmentationPoint,An augmentation point for MinutiaePalmLocationType.,,,TRUE,,TRUE
4.2,biom,MinutiaePlantarLocationAugmentationPoint,edit,,5.0,biom,MinutiaePlantarLocationAugmentationPoint,An augmentation point for MinutiaePlantarLocationType.,,,TRUE,,TRUE
4.2,biom,MinutiaeRidgeCountAugmentationPoint,edit,,5.0,biom,MinutiaeRidgeCountAugmentationPoint,An augmentation point for MinutiaeRidgeCountType.,,,TRUE,,TRUE
4.2,biom,MinutiaeRidgeCountConfidenceAugmentationPoint,edit,,5.0,biom,MinutiaeRidgeCountConfidenceAugmentationPoint,An augmentation point for MinutiaeRidgeCountConfidenceType.,,,TRUE,,TRUE
4.2,biom,MinutiaeRidgeCountCoreToDeltaAugmentationPoint,edit,,5.0,biom,MinutiaeRidgeCountCoreToDeltaAugmentationPoint,An augmentation point for MinutiaeRidgeCountCoreToDeltaType.,,,TRUE,,TRUE
