originalRelease,originalNamespace,originalPropertyName,changeCode,issue,release,namespace,propertyName,definition,dataType,substitutionGroupHead,elementOrAttribute,concreteOrAbstract,isAbstract
5.0,j,AddressCategoryCode,edit,,5.1,ncic,AddressCategoryCode,A kind of address.,ncic:ADDCodeType,nc:AddressCategoryAbstract,TRUE,,FALSE
5.0,j,AircraftFuselageColorCode,edit,,5.1,ncic,AircraftFuselageColorCode,A color of the main body of an aircraft.,ncic:VCOCodeType,nc:AircraftFuselageColorAbstract,TRUE,,FALSE
5.0,j,AircraftMakeCode,edit,,5.1,ncic,AircraftMakeCode,A manufacturer of an aircraft.,ncic:VMACodeType,nc:AircraftMakeAbstract,TRUE,,FALSE
5.0,j,AircraftModelCode,edit,,5.1,ncic,AircraftModelCode,A specific design or kind of aircraft made by a manufacturer.,ncic:VMOCodeType,nc:AircraftModelAbstract,TRUE,,FALSE
5.0,j,AircraftStyleCode,edit,,5.1,ncic,AircraftStyleCode,A style of an aircraft.,ncic:VSTCodeType,nc:AircraftStyleAbstract,TRUE,,FALSE
5.0,j,AircraftWingColorCode,edit,,5.1,ncic,AircraftWingColorCode,A color of the wings of an aircraft.,ncic:VCOCodeType,nc:AircraftWingColorAbstract,TRUE,,FALSE
5.0,j,CauseOfDeathCode,edit,,5.1,ncic,CauseOfDeathCode,A cause of death.,ncic:CDACodeType,j:CauseOfDeathCategoryAbstract,TRUE,,FALSE
5.0,j,ChargeNCICCode,edit,,5.1,ncic,ChargeCode,An offense within the National Crime Information Center (NCIC) system.,ncic:OFFCodeType,j:ChargeNCICAbstract,TRUE,,FALSE
5.0,j,ConstructionEquipmentMakeCode,edit,,5.1,ncic,ConstructionEquipmentMakeCode,A manufacturer for construction equipment and equipment parts.,ncic:ConstructionCodeType,nc:VehicleMakeAbstract,TRUE,,FALSE
5.0,j,ConveyanceColorPrimaryCode,edit,,5.1,ncic,ConveyanceColorPrimaryCode,"A single, upper-most, front-most, or majority color of a vehicle.",ncic:VCOCodeType,nc:ItemColorPrimaryAbstract,TRUE,,FALSE
5.0,j,ConveyanceColorSecondaryCode,edit,,5.1,ncic,ConveyanceColorSecondaryCode,A lower-most or rear-most color of a two-tone vehicle or a lesser color of a multi-colored vehicle.,ncic:VCOCodeType,nc:ItemColorSecondaryAbstract,TRUE,,FALSE
5.0,j,ConveyancePartBrandCode,edit,,5.1,ncic,ConveyancePartBrandCode,A brand name or manufacturer name of a conveyance part.,ncic:BRACodeType,j:ConveyancePartBrandAbstract,TRUE,,FALSE
5.0,j,ConveyancePartCategoryCode,edit,,5.1,ncic,ConveyancePartCategoryCode,A kind of conveyance part.,ncic:CATCodeType,j:ConveyancePartCategoryAbstract,TRUE,,FALSE
5.0,j,ConveyanceRegistrationPlateCategoryCode,edit,,5.1,ncic,ConveyanceRegistrationPlateCategoryCode,A kind of registration plate or license plate of a conveyance.,ncic:LITCodeType,j:ConveyanceRegistrationPlateCategoryAbstract,TRUE,,FALSE
5.0,j,ConveyanceRegistrationPlateUsageCode,edit,,5.1,ncic,ConveyanceRegistrationPlateUsageCode,A general usage category for a conveyance registration or license plate.,ncic:LITPCodeType,j:ConveyanceRegistrationPlateUsageAbstract,TRUE,,FALSE
5.0,j,FarmEquipmentMakeCode,edit,,5.1,ncic,FarmEquipmentMakeCode,A manufacturer for farm and garden equipment and equipment parts.,ncic:FarmCodeType,nc:VehicleMakeAbstract,TRUE,,FALSE
5.0,j,FingerprintClassificationCode,edit,,5.1,ncic,FingerprintClassificationCode,A subclass of fingerprint pattern that is an arch or whorl,ncic:FPClassificationCodeType,biom:FingerprintPatternSubClassAbstract,TRUE,,FALSE
5.0,j,FingerprintPatternCode,edit,,5.1,ncic,FingerprintPatternCode,A class of fingerprint pattern used by most automated fingerprint information systems,ncic:FPatternCodeType,biom:FingerprintPatternGeneralClassAbstract,TRUE,,FALSE
5.0,j,FirearmBoreSizeCode,edit,,5.1,ncic,FirearmBoreSizeCode,A size of the inside diameter of a firearm barrel or bore.,ncic:CALCodeType,j:FirearmBoreSizeAbstract,TRUE,,FALSE
5.0,j,FirearmCategoryCode,edit,,5.1,ncic,FirearmCategoryCode,A kind of firearm.,ncic:GTYPCodeType,j:FirearmCategoryAbstract,TRUE,,FALSE
5.0,j,FirearmCategoryDescriptionCode,edit,,5.1,ncic,FirearmCategoryDescriptionCode,A description of a kind of firearm.,ncic:GTYP2CodeType,j:FirearmCategoryDescriptionAbstract,TRUE,,FALSE
5.0,j,FirearmCategoryDetailedCode,edit,,5.1,ncic,FirearmCategoryDetailedCode,A kind of firearm.,ncic:GTYP3CodeType,j:FirearmCategoryAbstract,TRUE,,FALSE
5.0,j,FirearmFinishCode,edit,,5.1,ncic,FirearmFinishCode,A surface coating or finish of a firearm.,ncic:VCOCodeType,j:FirearmFinishAbstract,TRUE,,FALSE
5.0,j,FirearmFinishColorCode,edit,,5.1,ncic,FirearmFinishColorCode,A surface coating or finish of a firearm.,ncic:VCOCodeType,j:FirearmFinishAbstract,TRUE,,FALSE
5.0,j,FirearmMakeCode,edit,,5.1,ncic,FirearmMakeCode,A manufacturer of a firearm.,ncic:MAKCodeType,j:FirearmMakeAbstract,TRUE,,FALSE
5.0,j,ImageCategoryCode,edit,,5.1,ncic,ImageCategoryCode,A kind of image that that has been taken.,ncic:IMTCodeType,j:ImageCategoryAbstract,TRUE,,FALSE
5.0,j,ItemCategoryCode,edit,,5.1,ncic,ItemCategoryCode,A kind of item.,ncic:TYPACodeType,nc:ItemCategoryAbstract,TRUE,,FALSE
5.0,j,ItemCategoryNCICTYPCode,edit,,5.1,ncic,ItemCategoryTYPCode,A kind of property.,ncic:GTYPCodeType,nc:ItemCategoryAbstract,TRUE,,FALSE
5.0,j,ItemDetailCode,edit,,5.1,ncic,ItemDetailCode,A feature or characteristic of a property item.,ncic:TYPCodeType,j:ItemDetailAbstract,TRUE,,FALSE
5.0,j,ItemMakeCode,edit,,5.1,ncic,ItemMakeCode,A manufacturer that produced an item.,ncic:ABRACodeType,nc:ItemMakeAbstract,TRUE,,FALSE
5.0,j,JewelryCategoryCode,edit,,5.1,ncic,JewelryCategoryCode,A kind of jewelry.,ncic:JWTCodeType,j:JewelryCategoryAbstract,TRUE,,FALSE
5.0,j,MissingPersonCircumstanceCode,edit,,5.1,ncic,MissingPersonCircumstanceCode,A circumstance surrounding the disappearance of a person.,ncic:MPCCodeType,j:MissingPersonCircumstanceAbstract,TRUE,,FALSE
5.0,j,MissingPersonDisappearanceCategoryCode,edit,,5.1,ncic,MissingPersonDisappearanceCategoryCode,A kind of disappearance of a missing person.,ncic:MNPCodeType,j:MissingPersonDisappearanceCategoryAbstract,TRUE,,FALSE
5.0,j,MotorcycleMakeCode,edit,,5.1,ncic,MotorcycleMakeCode,A manufacturer for motorcycles and motorcycle parts.,ncic:MotorcycleCodeType,nc:VehicleMakeAbstract,TRUE,,FALSE
5.0,j,OffenseCategoryGeneralApplicabilityCode,edit,,5.1,ncic,OffenseCategoryGeneralApplicabilityCode,A kind of offense of general applicability.,ncic:GOFFCodeType,j:OffenseCategoryAbstract,TRUE,,FALSE
5.0,j,OffenseCategoryIdentityTheftCode,edit,,5.1,ncic,OffenseCategoryIdentityTheftCode,A kind of identity theft offense.,ncic:IDTCodeType,j:OffenseCategoryAbstract,TRUE,,FALSE
5.0,j,OffenseNCICCode,edit,,5.1,ncic,OffenseCode,An offense designation as specified by FBI's National Crime Information Center (NCIC) system.,ncic:OFFCodeType,j:OffenseDesignationAbstract,TRUE,,FALSE
5.0,j,PersonBodyXRaysAvailableCode,edit,,5.1,ncic,PersonBodyXRaysAvailableCode,An X-ray of a body part available for a person.,ncic:BXRCodeType,nc:PersonBodyXRaysAvailableAbstract,TRUE,,FALSE
5.0,j,PersonCautionInformationCode,edit,,5.1,ncic,PersonCautionInformationCode,A cautionary piece of information about a person.,ncic:CMCCodeType,j:PersonCautionInformationAbstract,TRUE,,FALSE
5.0,j,PersonCircumcisionCode,edit,,5.1,ncic,PersonCircumcisionCode,A circumcision status of a person.,ncic:CRCCodeType,j:PersonCircumcisionAbstract,TRUE,,FALSE
5.0,j,PersonDentalCharacteristicNCICCode,edit,,5.1,ncic,PersonDentalCharacteristicCode,A characteristic of a person's teeth.,ncic:DCHCodeType,nc:PersonDentalCharacteristicAbstract,TRUE,,FALSE
5.0,j,PersonIDCategoryCode,edit,,5.1,ncic,PersonIDCategoryCode,A kind of identifier assigned to a person.,ncic:MNUCodeType,nc:IdentificationCategoryAbstract,TRUE,,FALSE
5.0,j,PhysicalFeatureCategoryCode,edit,,5.1,ncic,PhysicalFeatureCategoryCode,A specific kind of physical feature.,ncic:SMTCodeType,nc:PhysicalFeatureCategoryAbstract,TRUE,,FALSE
5.0,j,ProhibitedPersonsCategoryCode,edit,,5.1,ncic,ProhibitedPersonsCategoryCode,A reason for the denial or the reason for a NICS Index submission. It can be one of the Brady Act categories or represent a Denied Person record submitted by a State.,ncic:ProhibitedPersonsCategoryCodeType,,TRUE,,FALSE
5.0,j,ProtectionOrderConditionCode,edit,,5.1,ncic,ProtectionOrderConditionCode,A specific kind of protection order.,ncic:PCOCodeType,j:ProtectionOrderConditionAbstract,TRUE,,FALSE
5.0,j,RansomMoneyCode,edit,,5.1,ncic,RansomMoneyCode,A kind of ransom money.,ncic:RMICodeType,,TRUE,,FALSE
5.0,j,SecuritiesCategoryCode,edit,,5.1,ncic,SecuritiesCategoryCode,A kind of security.,ncic:TYPSCodeType,nc:SecuritiesCategoryAbstract,TRUE,,FALSE
5.0,j,SnowmobileMakeCode,edit,,5.1,ncic,SnowmobileMakeCode,A manufacturer for snowmobiles and snowmobile parts.,ncic:SnowmobileCodeType,nc:VehicleMakeAbstract,TRUE,,FALSE
5.0,j,StateIndianNationCode,edit,,5.1,ncic,StateIndianNationCode,An American Indian nation.,ncic:IndianCodeType,nc:StateRepresentation,TRUE,,FALSE
5.0,j,StateMexicoCode,edit,,5.1,ncic,StateMexicoCode,A state in Mexico.,ncic:MexicanCodeType,nc:StateRepresentation,TRUE,,FALSE
5.0,j,SubjectCautionInformationCode,edit,,5.1,ncic,SubjectCautionInformationCode,A piece of cautionary information about a subject.,ncic:CMCCodeType,j:SubjectCautionInformationAbstract,TRUE,,FALSE
5.0,j,SubjectCriminalOrganizationInvolvementCode,edit,,5.1,ncic,SubjectCriminalOrganizationInvolvementCode,A subject's involvement in a criminal organization.,ncic:ECRCodeType,j:InvolvementAbstract,TRUE,,FALSE
5.0,j,SubjectStatusCode,edit,,5.1,ncic,SubjectStatusCode,A status of a subject.,ncic:OFSCodeType,nc:StatusAbstract,TRUE,,FALSE
5.0,j,SubjectViolentPersonCategoryCode,edit,,5.1,ncic,SubjectViolentPersonCategoryCode,A kind of violence or threat associated with a subject.,ncic:VPCCodeType,j:SubjectViolentPersonCategoryAbstract,TRUE,,FALSE
5.0,j,TelephoneNumberCategoryNCICCode,edit,,5.1,ncic,TelephoneNumberCategoryCode,A kind of telephone number.,ncic:TNTCodeType,nc:TelephoneNumberCategoryAbstract,TRUE,,FALSE
5.0,j,TruckMakeCode,edit,,5.1,ncic,TruckMakeCode,A manufacturer for trucks and truck parts.,ncic:TrucksCodeType,nc:VehicleMakeAbstract,TRUE,,FALSE
5.0,j,VehicleMakeCode,edit,,5.1,ncic,VehicleMakeCode,A manufacturer of a vehicle.,ncic:VMACodeType,nc:VehicleMakeAbstract,TRUE,,FALSE
5.0,j,VehicleModelCode,edit,,5.1,ncic,VehicleModelCode,A specific design or class of vehicle made by a manufacturer.,ncic:VMOCodeType,nc:VehicleModelAbstract,TRUE,,FALSE
5.0,j,VehicleOwnershipCategoryCode,edit,,5.1,ncic,VehicleOwnershipCategoryCode,A kind of association between a vehicle and a the person in possession of it.,ncic:VOWCodeType,j:VehicleOwnershipCategoryAbstract,TRUE,,FALSE
5.0,j,VehicleStyleCode,edit,,5.1,ncic,VehicleStyleCode,A style of a vehicle.,ncic:VSTCodeType,nc:ItemStyleAbstract,TRUE,,FALSE
5.0,j,VesselCategoryCanadianCode,edit,,5.1,ncic,VesselCategoryCanadianCode,A kind of vessel.,ncic:CBTYCodeType,nc:VesselCategoryAbstract,TRUE,,FALSE
5.0,j,VesselCategoryCode,edit,,5.1,ncic,VesselCategoryCode,A kind of vessel.,ncic:BTYCodeType,nc:VesselCategoryAbstract,TRUE,,FALSE
5.0,j,VesselColorPrimaryCode,edit,,5.1,ncic,VesselColorPrimaryCode,A color of the majority of a vessel.,ncic:BCOCodeType,nc:ItemColorPrimaryAbstract,TRUE,,FALSE
5.0,j,VesselColorSecondaryCode,edit,,5.1,ncic,VesselColorSecondaryCode,A minor color of a vessel.,ncic:BCOCodeType,nc:ItemColorPrimaryAbstract,TRUE,,FALSE
5.0,j,VesselHullMaterialCode,edit,,5.1,ncic,VesselHullMaterialCode,A substance used as the primary construction material of the main body or frame of a vessel.,ncic:HULCodeType,nc:VesselHullMaterialAbstract,TRUE,,FALSE
5.0,j,VesselHullShapeCode,edit,,5.1,ncic,VesselHullShapeCode,A shape of the main body or frame of a vessel.,ncic:HSPCodeType,nc:VesselHullShapeAbstract,TRUE,,FALSE
5.0,j,VesselMakeCode,edit,,5.1,ncic,VesselMakeCode,A manufacturer of a vessel.,ncic:BMACodeType,nc:VesselMakeAbstract,TRUE,,FALSE
5.0,j,VesselPropulsionCanadianCode,edit,,5.1,ncic,VesselPropulsionCanadianCode,A mode by which a vessel is designed to move through the water.,ncic:CPROCodeType,nc:VesselPropulsionAbstract,TRUE,,FALSE
5.0,j,VesselPropulsionCode,edit,,5.1,ncic,VesselPropulsionCode,A mode by which a vessel is designed to move through the water.,ncic:PROCodeType,nc:VesselPropulsionAbstract,TRUE,,FALSE
5.0,j,VesselTrailerMakeCode,edit,,5.1,ncic,VesselTrailerMakeCode,A manufacturer of a device pulled by a vehicle for the purpose of transporting a vessel over land.,ncic:TrailersCodeType,nc:VehicleMakeAbstract,TRUE,,FALSE
5.0,j,WarrantExtraditionLimitationCode,edit,,5.1,ncic,WarrantExtraditionLimitationCode,A kind of limitation placed on the extradition of a subject from an area outside the immediate jurisdiction of the issuing court.,ncic:EXLCodeType,j:WarrantExtraditionLimitationAbstract,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAAllele,A description of a DNA fragment data that occupies a given locus (position) on a chromosome and detected in a polymorphic system.  An individual's genotype for that gene is the set of alleles it happens to possess.,biom:DNAAlleleType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAAlleleAugmentationPoint,An augmentation point for type biom:DNAAlleleType,,,TRUE,,TRUE
5.0,,,add,,5.1,biom,DNAAlleleOperatorCode,"A symbol or function on the allele call value(s), e.g. equal, range, etc.",biom:DNAAlleleOperatorCodeType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAAllelePeakHeightValue,"An allele peak height in relative fluorescent units (RFUs), can be a negative or positive integer",niem-xs:positiveInteger,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAAlleleRequiredIndicator,"True if this allele [in a mixture] is a required allele for searching; false otherwise. The indicator is used when the mixture cannot be deduced to a single-source profile, but this allele may be attributable to the perpetrator after using victim alleles to isolate alleles coming from unknown source.",niem-xs:boolean,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAAnalysis,"A description of the DNA analysis data or ""raw"" data",biom:DNAAnalysisType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAAnalysisAugmentationPoint,An augmentation point for type biom:DNAAnalysisType,,,TRUE,,TRUE
5.0,,,add,,5.1,biom,DNAAnalysisProcess,"A description of the DNA analysis process used (e.g. DNA genotype analysis software, DNA mixture deconvolution software, etc.) to produce a DNA profile",biom:DNAAnalysisProcessType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAAnalysisProcessAugmentationPoint,An augmentation point for type biom:DNAAnalysisProcessType,,,TRUE,,TRUE
5.0,,,add,,5.1,biom,DNAAnalysisProcessingEntity,An organization and/or person that administered or executed the DNA Analysis process,nc:EntityType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAAnalysisProcessManufacturerName,A name of the manufacturer of the process or software used to produce data,nc:TextType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAAnalysisProcessSite,An organization and/or location where the process is executed or performed,nc:SiteType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAAnalysisProcessSoftware,A computer application used to process DNA data and produce specialized DNA analysis and/or interpretation data.,nc:SoftwareType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNACartridge,"A description of the DNA cartridge or chip used, usually, on a Rapid DNA instrument",biom:DNACartridgeType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNACartridgeAugmentationPoint,An augmentation point for type biom:DNACartridgeType,,,TRUE,,TRUE
5.0,,,add,,5.1,biom,DNACartridgeIdentification,"An identification that is a identifier, part number or version number of the DNA cartridge or chip used to produce a DNA profile. E.g. A0210001057.",nc:IdentificationType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNACartridgeName,A name of a DNA cartridge.,nc:TextType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNACategoryCode,A category of DNA data,biom:DNACategoryCodeType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNADataIdentification,"A unique identification for the DNA profile or encoded DNA data for which the transaction is based, e.g. sample ID, barcode, or profile ID.",nc:IdentificationType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNADonorVitalityCode,A vitality status of a DNA donor.,biom:DNADonorVitalityCodeType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAEncoding,An encoding or representation of the DNA data from a person (can be a composite profile based on multiple DNA samples) or a DNA sample (can be a single-source sample or a mixture sample from a crime scene).,biom:DNAEncodingType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAEncodingAugmentationPoint,An augmentation point for type biom:DNAEncodingType,,,TRUE,,TRUE
5.0,,,add,,5.1,biom,DNAFragmentSequenceAnalysis,A description of the DNA fragment sequence analysis (FSA) data,biom:DNAFragmentSequenceAnalysisType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAFragmentSequenceAnalysisAugmentationPoint,An augmentation point for type biom:DNAFragmentSequenceAnalysisType,,,TRUE,,TRUE
5.0,,,add,,5.1,biom,DNAFragmentSequenceAnalysisBinaryObject,A base-64 representation of a DNA fragment sequence analysis (FSA),niem-xs:base64Binary,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAFragmentSequenceAnalysisCategoryCode,A category of fragment sequence analysis (FSA),biom:DNAFragmentSequenceAnalysisCategoryCodeType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAFragmentSequenceAnalysisFileStorageText,A kind of file type suffix for a DNA fragment sequence analysis (FSA),nc:TextType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAFragmentSequenceAnalysisID,An identifier for a DNA fragment sequence analysis (FSA),niem-xs:string,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAInstrumentProcess,"A description of the DNA instrument testing process used to produce DNA raw data and in some cases, a DNA profile",biom:DNAInstrumentProcessType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAInstrumentProcessAugmentationPoint,An augmentation point for type biom:DNAInstrumentProcessType,,,TRUE,,TRUE
5.0,,,add,,5.1,biom,DNAInstrumentSite,An organization and/or location where the instrument is located,nc:SiteType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAInstrumentSoftware,A computer application running on the DNA instrument used to process instrument data and produce DNA analysis data.,nc:SoftwareType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNALocus,A description of STR locus data,biom:DNALocusType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNALocusAugmentationPoint,An augmentation point for type biom:DNALocusType,,,TRUE,,TRUE
5.0,,,add,,5.1,biom,DNALocusCategoryCode,"A category of the locus, e.g. autosomal, X-STR, Y-STR, etc.",biom:DNALocusCategoryCodeType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNALocusName,"A locus name, that is, the name of a fixed position on a chromosome where a particular gene or genetic marker is located",niem-xs:string,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNALocusQualityStatusCode,"A quality status for the locus data, e.g. normal, partial, etc.",biom:DNALocusQualityStatusCodeType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAMitoData,A description of the mitochondria DNA (mtDNA) data,biom:DNAMitoDataType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAMitoDataAugmentationPoint,An augmentation point for type biom:DNAMitoDataType,,,TRUE,,TRUE
5.0,,,add,,5.1,biom,DNAMitoFragment,A description of a mitochondria fragment data,biom:DNAMitoFragmentType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAMitoFragmentAugmentationPoint,An augmentation point for type biom:DNAMitoFragmentType,,,TRUE,,TRUE
5.0,,,add,,5.1,biom,DNAMitoFragmentEndNumeric,A number indicating the mitochondrial DNA fragment ending position,niem-xs:positiveInteger,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAMitoFragmentStartNumeric,A number indicating the mitochondrial DNA fragment starting position,niem-xs:positiveInteger,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAMitoPolymorphism,A description of the differences between the mitochondria DNA data from the revised Cambridge reference sequence (rCRS),biom:DNAMitoPolymorphismType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAMitoPolymorphismAugmentationPoint,An augmentation point for type biom:DNAMitoPolymorphismType,,,TRUE,,TRUE
5.0,,,add,,5.1,biom,DNAMitoPolymorphismBaseCode,A code for the mitochondria base as defined by the International Union of Pure and Applied Chemistry (IUPAC),biom:DNAMitoPolymorphismBaseCodeType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAMitoPolymorphismOffsetNumeric,A number indicating the insertion of base needed at position to realign fragment with reference,niem-xs:positiveInteger,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAMitoPolymorphismSiteNumeric,A number indicating the site/position of the mitochondrial DNA polymorphism,niem-xs:positiveInteger,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAMitoReferenceSequenceText,An entire mitochondria reference sequence used for analysis (16569 characters),nc:TextType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAPedigree,A description of a pedigree originating and held at a DNA laboratory,biom:DNAPedigreeType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAPedigreeAugmentationPoint,An augmentation point for type biom:DNAPedigreeType,,,TRUE,,TRUE
5.0,,,add,,5.1,biom,DNAPedigreeCommentText,A descriptive comment about a DNA pedigree,nc:TextType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAPedigreeFatherIndexNumeric,An index number that refers to the father of the subject of this DNA pedigree,biom:Integer0To999Type,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAPedigreeID,"An identifier (i.e., file number) of a DNA pedigree",nc:TextType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAPedigreeMemberIndexNumeric,An index that refers to the DNA subject of the transaction and provides the ability to link pedigree information.,nc:TextType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAPedigreeMemberStatusCode,A status of a subject of a DNA pedigree,biom:DNAPedigreeMemberStatusCodeType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAPedigreeMotherIndexNumeric,An index number that refers to the mother of a subject of this DNA pedigree,biom:Integer0To999Type,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAPedigreeSampleID,An Identifier for a DNA sample linking it to this related pedigree,nc:TextType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAProcess,A description of the DNA testing and analysis process used to produce a DNA profile,biom:DNAProcessType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNAProcessAugmentationPoint,An augmentation point for type biom:DNAProcessType,,,TRUE,,TRUE
5.0,,,add,,5.1,biom,DNARecord,A description of DNA data record,biom:DNARecordType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNARecordAugmentationPoint,An augmentation point for type biom:DNARecordType,,,TRUE,,TRUE
5.0,,,add,,5.1,biom,DNASampleCollection,A description of the DNA sample collection,biom:DNASampleCollectionType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNASampleCollectionAugmentationPoint,An augmentation point for type biom:DNASampleCollectionType,,,TRUE,,TRUE
5.0,,,add,,5.1,biom,DNASampleCollectionCommentText,"A description, comments, or notes of the DNA sample collection",nc:TextType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNASampleCollectionDateEstimateRangeDuration,A range of uncertainty as to when the DNA sample was collected,niem-xs:duration,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNASampleCollectionEntity,"An organization and/or person who administered/supervised or collected the DNA sample.  For example, the individual may collect the buccal swab himself/herself under the supervision of the ""DNASampleCollectionEntity""",nc:EntityType,,TRUE,,FALSE
5.0,,,add,,5.1,biom,DNASampleCollectionSite,An organization and/or location where the DNA sample was collected,nc:SiteType,,TRUE,,FALSE
