Release,PropertyNamespacePrefix,PropertyName,QualifiedProperty,IsElement,IsAbstract,Keywords,ExampleContent,UsageInfo,Definition,TypeNamespacePrefix,TypeName,QualifiedType,SubstitutionGroupPropertyNamespacePrefix,SubstitutionGroupPropertyName,SubstitutionGroupQualifiedProperty
5.0,ag,CoreProductCode,ag:CoreProductCode,1,0,,,,"A product code providing a classification of agricultural products defined by the Pilot CVT (Crop Validation Table). Products are classified into individual crop and commodity types, tree types, and types of livestock.",ag_codes,CoreProductType,ag_codes:CoreProductType,,,
5.0,ag,CroppingPracticeCode,ag:CroppingPracticeCode,1,0,,,,A code identifying the cropping practice applicable for a reported crop/commodity on a field/subfield.,ag_codes,CroppingPracticeCodeType,ag_codes:CroppingPracticeCodeType,,,
5.0,ag,CropYearValue,ag:CropYearValue,1,0,,,"For crops: 
- Harvested over 2 calendar years, the crop year is the calendar year in which the majority of the crop would have been harvested.
- Grown over more than 2 calendar years, each year in the growing period will be considered as a separate crop year designated by the calendar year in which the crop sustained a loss.
- For which CAT coverage is available, the crop year will be as defined by such coverage.

RMA's regulations define Crop Year as the period within which the insured crop is normally grown, regardless of whether or not it is actually grown, and designated by the calendar year in which the insured crop is normally harvested, unless otherwise specified in the Crop Provisions",A period of time (in year) within which the crop is normally grown and designated by the calendar year in which the crop is normally harvested.,ag_codes,CropYearType,ag_codes:CropYearType,,,
5.0,ag,CustomerInfo,ag:CustomerInfo,1,0,,,,"An individual, corporation, partnership, association, tribe, unit of government, Conservation District, or other organization with which a USDA Service Center has had, or may have, business.",ag,CustomerInfoType,ag:CustomerInfoType,,,
5.0,ag,CustomerInfoAugmentationPoint,ag:CustomerInfoAugmentationPoint,1,1,,,,An augmentation point for CustomerInfoType.,,,,,,
5.0,ag,CustomerInterAgencyIdentificationID,ag:CustomerInterAgencyIdentificationID,1,0,,,Currently SCIMS Core Customer Identifier is the source value. This will change if a different customer unique identifier is adopted.,"A system generated, unique internal identifier used between agencies to identify a USDA customer (individual or business).",niem-xs,string,niem-xs:string,,,
5.0,ag,FarmCropAcreage,ag:FarmCropAcreage,1,0,,,,A Farm within FSA state and county that contains a number of tracts fields and subfields on which crop acreage details have been reported.,ag,FarmCropAcreageType,ag:FarmCropAcreageType,,,
5.0,ag,FarmCropAcreageAugmentationPoint,ag:FarmCropAcreageAugmentationPoint,1,1,,,,An augmentation point for FarmCropAcreageType.,,,,,,
5.0,ag,FarmNumberID,ag:FarmNumberID,1,0,,,"Each County assigns Farm Numbers independently. As a result, farms in different counties might be assigned the same Farm Number; i.e, a Farm Number might be unique only within a particular county. Thus, to uniquely identify a farm, the State FSA Code and County FSA Code must be specified in combination with the Farm Number.",An identifier assigned to all land under control of a particular operator within a particular county.,ag_codes,FarmNumberIDType,ag_codes:FarmNumberIDType,,,
5.0,ag,FieldCropAcreage,ag:FieldCropAcreage,1,0,,,,A field of land within a tract on which groupings of crops can be planted.,ag,FieldCropAcreageType,ag:FieldCropAcreageType,,,
5.0,ag,FieldCropAcreageAugmentationPoint,ag:FieldCropAcreageAugmentationPoint,1,1,,,,An augmentation point for FieldCropAcreageType.,,,,,,
5.0,ag,FieldNumberID,ag:FieldNumberID,1,0,,,"Field numbers are assigned by an FSA county office, and are unique within that office's farms. A Field Number is used in conjunction with Tract Number, State FSA Code and County FSA Code for uniqueness.

Field number and Tract Number are not necessarily unique based upon State ANSI Code and County ANSI Code in instances where the ANSI codes are not the same as the FSA codes.",An identifier number assigned to a field of land that is part of a farm tract.,ag_codes,FieldNumberIDType,ag_codes:FieldNumberIDType,,,
5.0,ag,FileCustomerID,ag:FileCustomerID,1,0,,,,An internal identifier uniquely identifying a customer within a specific file. Each unique customer within a given file will have a unique File Customer Identifier. File Customer Identifier values are not unique across files.,ag_codes,FileCustomerIDType,ag_codes:FileCustomerIDType,,,
5.0,ag,FinalPlantedDate,ag:FinalPlantedDate,1,0,,,,A mandatory final value for the date that a specific crop was planted.,niem-xs,date,niem-xs:date,,,
5.0,ag,FinalReportedAcreageValue,ag:FinalReportedAcreageValue,1,0,,,,A final number of acres that were reported.,ag_codes,FinalReportedAcreageType,ag_codes:FinalReportedAcreageType,,,
5.0,ag,GeospatialDataSubmissionMethodCode,ag:GeospatialDataSubmissionMethodCode,1,0,,,,A code identifying the method used to submit geospatial data used to create a geospatial shape/polygon.,ag_codes,GeospatialDataSubmissionMethodCodeType,ag_codes:GeospatialDataSubmissionMethodCodeType,,,
5.0,ag,GeospatialShapeModifiedIndicator,ag:GeospatialShapeModifiedIndicator,1,0,,,,True if the geospatial shape/polygon was modified from its original value; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
5.0,ag,GeospatialShapeModifiedOtherReasonText,ag:GeospatialShapeModifiedOtherReasonText,1,0,,,,A free form text providing the reason that a geospatial shape was modified from its original form when a reason other than the possible list of provided reasons is needed.,ag_codes,GeospatialShapeModifiedOtherReasonTextType,ag_codes:GeospatialShapeModifiedOtherReasonTextType,,,
5.0,ag,GeospatialShapeModifiedReasonCode,ag:GeospatialShapeModifiedReasonCode,1,0,,,,A code identifying the reason that a geospatial shape/polygon was modified from its original shape.,ag_codes,GeospatialShapeModifiedReasonCodeType,ag_codes:GeospatialShapeModifiedReasonCodeType,,,
5.0,ag,GeospatialShapeProcessDate,ag:GeospatialShapeProcessDate,1,0,,,,"A date that a geospatial shape/polygon was created, either from processing raw data or from manual entry.",niem-xs,date,niem-xs:date,,,
5.0,ag,GeospatialShapeSourceCode,ag:GeospatialShapeSourceCode,1,0,,,,A code identifying the source data used to create a geospatial shape/polygon.,ag_codes,GeospatialShapeSourceCodeType,ag_codes:GeospatialShapeSourceCodeType,,,
5.0,ag,GeospatialSourceDataCreationDateTime,ag:GeospatialSourceDataCreationDateTime,1,0,,,,"A date when the data that was used as a source for geospatial data being considered. For geospatial data sourced by means of Precision Agriculture, this is the date the raw data was collected by the equipment. For geospatial data that was created from an existing Common Land Unit (CLU) shape, this is the date the source CLU was created.",niem-xs,dateTime,niem-xs:dateTime,,,
5.0,ag,GeospatialSourceInfo,ag:GeospatialSourceInfo,1,0,,,,A set of source information about geospatial details related to an agricultural production plan.,ag,GeospatialSourceInfoType,ag:GeospatialSourceInfoType,,,
5.0,ag,GeospatialSourceInfoAugmentationPoint,ag:GeospatialSourceInfoAugmentationPoint,1,1,,,,An augmentation point for GeospatialSourceInfoType.,,,,,,
5.0,ag,IrrigationPracticeCode,ag:IrrigationPracticeCode,1,0,,,"Irrigated Practice is the method of producing a crop by which water, from an adequate water source, is artificially applied in sufficient amounts by appropriate and adequate irrigation equipment and facilities and at the proper times necessary to produce one of the following:
1. the yield expected for the area.
2. the yield used to establish the production guarantee or amount of insurance/coverage on the irrigated acreage planted to the commodity.
3. the producer established approved yield, as applicable.

Acreage adjacent to water, such as but not limited to a pond, lake, river, stream, creek or brook, shall not be considered irrigated based solely on the proximity to the water.",A code identifying the irrigation practice used for a unit of land with a crop code identifying the irrigation practice used for a unit of land with a crop.,ag_codes,IrrigationPracticeCodeType,ag_codes:IrrigationPracticeCodeType,,,
5.0,ag,LocationCoordinatesAbstract,ag:LocationCoordinatesAbstract,1,1,,,,A data concept for geospatial coordinates.,,,,,,
5.0,ag,LocationLineStringCoordinates,ag:LocationLineStringCoordinates,1,0,,,,"A line string is a special curve that consists of a single segment with linear interpolation. It is defined by two or more coordinate tuples, with linear interpolation between.",geo,LineStringType,geo:LineStringType,ag,LocationCoordinatesAbstract,ag:LocationCoordinatesAbstract
5.0,ag,LocationMultiSurfaceCoordinates,ag:LocationMultiSurfaceCoordinates,1,0,,,,A geometry collection that includes one or more Polygons or Surfaces.,geo,MultiSurfaceType,geo:MultiSurfaceType,ag,LocationCoordinatesAbstract,ag:LocationCoordinatesAbstract
5.0,ag,LocationPointCoordinates,ag:LocationPointCoordinates,1,0,,,,A 2D or 3D geometric point is defined by a single coordinate tuple. The direct position of a point is specified by the gml:pos element which is of type gml:DirectPositionType.,geo,PointType,geo:PointType,ag,LocationCoordinatesAbstract,ag:LocationCoordinatesAbstract
5.0,ag,LocationPolygonCoordinates,ag:LocationPolygonCoordinates,1,0,,,,A gml Polygon is a special surface that is defined by a single surface patch. The boundary of this patch is coplanar and the polygon uses planar interpolation in its interior.,geo,PolygonType,geo:PolygonType,ag,LocationCoordinatesAbstract,ag:LocationCoordinatesAbstract
5.0,ag,MICSCode,ag:MICSCode,1,0,,,,A code identifying the Mobile Implement Control System (MICS) used in the collection of geospatial data.,ag_codes,MICSCodeType,ag_codes:MICSCodeType,,,
5.0,ag,MICSName,ag:MICSName,1,0,,,,A code name identifying the Mobile Implement Control System (MICS) used in the collection of geospatial data.,ag_codes,MICSNameType,ag_codes:MICSNameType,,,
5.0,ag,OrganicPracticeCategoryCode,ag:OrganicPracticeCategoryCode,1,0,,,"Organic practice that is Certified means a system/plan of production and handling practices to respond to site-specific conditions by integrating cultural, biological, and mechanical practices that foster cycling of resources, promote ecological balance, and conserve biodiversity, is certified by an accredited certifying agent, and used to produce an organic commodity or product according to the Organic Foods Production Act of 1990.

Organic practice that is Transitional means a system/plan of production and handling practices to produce an organic commodity or product in accordance with the Organic Foods Production Act of 1990, but has not yet qualified to be designated as certified organic.",A code representing the type of certification for farm acreage in regards to a system/plan of production and handling practice to produce an organic commodity.,ag_codes,OrganicPracticeCategoryCodeType,ag_codes:OrganicPracticeCategoryCodeType,,,
5.0,ag,OriginalPlantedDate,ag:OriginalPlantedDate,1,0,,,,A mandatory original date when a specific crop was planted.,niem-xs,date,niem-xs:date,,,
5.0,ag,OriginalReportedAcreageValue,ag:OriginalReportedAcreageValue,1,0,,,,"An original, unmodified, number of acres that were reported.",ag_codes,OriginalReportedAcreageType,ag_codes:OriginalReportedAcreageType,,,
5.0,ag,OriginatorIdentificationID,ag:OriginatorIdentificationID,1,0,,,"For Acreage Reporting it identifies the FSA Service Center, Approved Insurance Provider (AIP), or Third Party Site which collected and published the acreage data and any accompanying geospatial data.

The identification consists of a prefix indicating the type of Originator, followed by an identification that uniquely identifies the Originator for that type.",An identifier of the entity responsible for originating/publishing data.,ag_codes,OriginatorIdentificationIDType,ag_codes:OriginatorIdentificationIDType,,,
5.0,ag,PlantedDateModifiedIndicator,ag:PlantedDateModifiedIndicator,1,0,,,,True if the planted date was modified from its original value; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
5.0,ag,PlantedDateModifiedOtherReasonText,ag:PlantedDateModifiedOtherReasonText,1,0,,,,A free form text providing the reason that a planted date was modified from its original value when a reason other than the possible list of provided reasons is needed.,ag_codes,PlantedDateModifiedOtherReasonTextType,ag_codes:PlantedDateModifiedOtherReasonTextType,,,
5.0,ag,PlantedDateModifiedReasonCode,ag:PlantedDateModifiedReasonCode,1,0,,,,A code identifying the reason that a planted date was modified from its original value.,ag_codes,PlantedDateModifiedReasonCodeType,ag_codes:PlantedDateModifiedReasonCodeType,,,
5.0,ag,PrecisionAgriculturalSubMeterAccuracyIndicator,ag:PrecisionAgriculturalSubMeterAccuracyIndicator,1,0,,,,True if geospatial data collected from Precision Agriculture technology has horizontal coordinate measurements that are accurate within a sub meter; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
5.0,ag,ProducerShare,ag:ProducerShare,1,0,,,,A share in the benefits that a producer has from a specific agricultural production plan.,ag,ProducerShareType,ag:ProducerShareType,,,
5.0,ag,ProducerShareAugmentationPoint,ag:ProducerShareAugmentationPoint,1,1,,,,An augmentation point for ProducerShareType.,,,,,,
5.0,ag,ProducerSharePercent,ag:ProducerSharePercent,1,0,,,,"A Producer's share of a crop and the benefits coming from that crop, expressed as a percentage.",nc,PercentType,nc:PercentType,,,
5.0,ag,ProductIntendedUseCode,ag:ProductIntendedUseCode,1,0,,,,"A product code identifying the intended use for an agricultural product such as a crop/commodity, tree, livestock, etc. Codes for intended uses are specific to a particular combination of Core Product Code and Core Product Type Code and are maintained by the Pilot CVT (Crop Validation Table).",ag_codes,ProductIntendedUseType,ag_codes:ProductIntendedUseType,,,
5.0,ag,ProductPlantingCode,ag:ProductPlantingCode,1,0,,,,A code identifying the planting of a product/crop as either conventional (planted as normal or no planting required) or unconventional/irregular in a predefined way.,ag_codes,ProductPlantingCodeType,ag_codes:ProductPlantingCodeType,,,
5.0,ag,ReportedAcreageModifiedIndicator,ag:ReportedAcreageModifiedIndicator,1,0,,,,True if the reported acreage was modified from its original value; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
5.0,ag,ReportedAcreageModifiedOtherReasonText,ag:ReportedAcreageModifiedOtherReasonText,1,0,,,,An other reason code identifying the reason that the reported acreage was modified from its original value.,ag_codes,ReportedAcreageModifiedOtherReasonTextType,ag_codes:ReportedAcreageModifiedOtherReasonTextType,,,
5.0,ag,ReportedAcreageModifiedReasonCode,ag:ReportedAcreageModifiedReasonCode,1,0,,,,A reason code identifying the reason that the reported acreage was modified from its original value.,ag_codes,ReportedAcreageModifiedReasonCodeType,ag_codes:ReportedAcreageModifiedReasonCodeType,,,
5.0,ag,SubfieldNumberID,ag:SubfieldNumberID,1,0,,,"Subfields are areas of a field that share a set of common planting characteristic in terms of crop, crop type, intended use, etc.

By convention the first defined subfield is given a value of 'A', with subsequent subfields following in alphabetic order.","An alpha number identifier that is used to uniquely identify a subfield within a field, within a tract within a farm within a state and county. Subfields are areas of a field that share a set of common planting characteristic in terms of crop, crop type, intended us",ag_codes,SubfieldNumberType,ag_codes:SubfieldNumberType,,,
5.0,ag,TaxIdentificationCategoryCode,ag:TaxIdentificationCategoryCode,1,0,,,,"A type code identifying the type of identification assigned to a specific individual, business or other entity and is used to authenticate the individual/entity for matters of taxation and other government business.",ag_codes,TaxIdentificationCategoryCodeType,ag_codes:TaxIdentificationCategoryCodeType,,,
5.0,ag,TaxIdentificationID,ag:TaxIdentificationID,1,0,,,"Tax Identification may be a Social Security or Employer Identification number.

Federal Tax Identification is not necessarily unique for all United States Department of Agriculture (USDA) customers unless it is combined with a Tax Identification Type Code.","A tax identifier assigned to a specific individual, business or other entity and is used to authenticate the individual/entity for matters of taxation and other federal government business.",ag_codes,TaxIdentificationIDType,ag_codes:TaxIdentificationIDType,,,
5.0,ag,TractCropAcreage,ag:TractCropAcreage,1,0,,,,A tract of land within a farm that contains a number of fields and subfields on which crop acreage details have been reported.,ag,TractCropAcreageType,ag:TractCropAcreageType,,,
5.0,ag,TractCropAcreageAugmentationPoint,ag:TractCropAcreageAugmentationPoint,1,1,,,,An augmentation point for TractCropAcreageType.,,,,,,
5.0,ag,TractNumberID,ag:TractNumberID,1,0,,,"Tract numbers are assigned by an FSA county office, and are unique within that office's farms. A Tract Number is used in conjunction with a State FSA Code and County FSA Code for uniqueness.

Tract numbers are not necessarily unique based upon State ANSI Code and County ANSI in instance where the ANSI codes are not the same as the FSA codes.",An identifier assigned to a unit of contiguous land that is under one ownership and that is operated as a farm or part of a farm. An owner is a person or business having deed to the land.,ag_codes,TractNumberIDType,ag_codes:TractNumberIDType,,,
5.0,biom,AcquisitionDigitalConversionDescriptionText,biom:AcquisitionDigitalConversionDescriptionText,1,0,,,,A description of the analog to digital equipment used to store a representation of the source,nc,TextType,nc:TextType,,,
5.0,biom,AcquisitionLightingSpectrumAugmentationPoint,biom:AcquisitionLightingSpectrumAugmentationPoint,1,1,,,,An augmentation point for AcquisitionLightingSpectrumType,,,,,,
5.0,biom,AcquisitionLightingSpectrumCode,biom:AcquisitionLightingSpectrumCode,1,0,,,,A lighting spectrum used in capturing an image,biom,AcquisitionLightingSpectrumCodeType,biom:AcquisitionLightingSpectrumCodeType,,,
5.0,biom,AcquisitionLightingSpectrumLowerMeasure,biom:AcquisitionLightingSpectrumLowerMeasure,1,0,,,,A lower value in nanometers for the lighting spectrum used in capturing an iris image,niem-xs,nonNegativeInteger,niem-xs:nonNegativeInteger,,,
5.0,biom,AcquisitionLightingSpectrumUpperMeasure,biom:AcquisitionLightingSpectrumUpperMeasure,1,0,,,,An upper value in nanometers for the lighting spectrum used in capturing an iris image,niem-xs,nonNegativeInteger,niem-xs:nonNegativeInteger,,,
5.0,biom,AcquisitionRadioTransmissionFormatDescriptionText,biom:AcquisitionRadioTransmissionFormatDescriptionText,1,0,,,,An acquisition radio transmission format description.,nc,TextType,nc:TextType,,,
5.0,biom,AcquisitionSourceCategoryText,biom:AcquisitionSourceCategoryText,1,0,,,,A kind of biometric capture source (system name etc.).,nc,TextType,nc:TextType,,,
5.0,biom,AcquisitionSourceCode,biom:AcquisitionSourceCode,1,0,,,,A kind of acquisition method for the source representation,biom,AcquisitionSourceCodeType,biom:AcquisitionSourceCodeType,,,
5.0,biom,AcquisitionSourceDescriptionText,biom:AcquisitionSourceDescriptionText,1,0,,,,A description of a vendor-specified source of an image,nc,TextType,nc:TextType,,,
5.0,biom,AcquisitionSourceText,biom:AcquisitionSourceText,1,0,,,,An element to capture source or location information from which a biometric sample was collected.,nc,TextType,nc:TextType,,,
5.0,biom,AcquisitionSpecialCharacteristicsText,biom:AcquisitionSpecialCharacteristicsText,1,0,,,,A description of any specific conditions. An example would be a near-infrared camera outputting images in visible wavelengths,nc,TextType,nc:TextType,,,
5.0,biom,ADAReferenceCodeText,biom:ADAReferenceCodeText,1,0,,,,A kind of ADA reference code text,nc,TextType,nc:TextType,,,
5.0,biom,ANSIRecordCategoryCode,biom:ANSIRecordCategoryCode,1,0,,,,"A kind of record, for example 1 for Type-1, 14 for Type-14",biom,ANSIRecordCategoryCodeType,biom:ANSIRecordCategoryCodeType,,,
5.0,biom,ApplicationProfileName,biom:ApplicationProfileName,1,0,,,,A name of an application profile specification,nc,TextType,nc:TextType,,,
5.0,biom,ApplicationProfileOrganizationName,biom:ApplicationProfileOrganizationName,1,0,,,,A name of an agency or entity responsible for the specification of an application profile,nc,TextType,nc:TextType,,,
5.0,biom,ApplicationProfileVersionIdentification,biom:ApplicationProfileVersionIdentification,1,0,,,,An identification of a version of an application profile specification,nc,IdentificationType,nc:IdentificationType,,,
5.0,biom,AssociatedContext,biom:AssociatedContext,1,0,,,,A kind of set of identifiers pointing to an associated context representation,biom,AssociatedContextType,biom:AssociatedContextType,,,
5.0,biom,AssociatedContextAugmentationPoint,biom:AssociatedContextAugmentationPoint,1,1,,,,An augmentation point for AssociatedContextType.,,,,,,
5.0,biom,AssuranceAuditRevisionID,biom:AssuranceAuditRevisionID,1,0,,,,An identifier of an audit revision number within the revision history,biom,Integer1To999Type,biom:Integer1To999Type,,,
5.0,biom,AssuranceFormatDescriptorText,biom:AssuranceFormatDescriptorText,1,0,,,,"A descriptor for an information assurance format, as designated by its owner",nc,TextType,nc:TextType,,,
5.0,biom,AssuranceFormatOwnerID,biom:AssuranceFormatOwnerID,1,0,,,,An identifier assigned to an information assurance format owner,niem-xs,hexBinary,niem-xs:hexBinary,,,
5.0,biom,AssuranceLogAgentText,biom:AssuranceLogAgentText,1,0,,,,A kind of the entity responsible for an event in an information assurance log entry,nc,TextType,nc:TextType,,,
5.0,biom,AssuranceLogEntry,biom:AssuranceLogEntry,1,0,,,,A statement of a discrete change made to another record in a transaction,biom,AssuranceLogEntryType,biom:AssuranceLogEntryType,,,
5.0,biom,AssuranceLogEntryAugmentationPoint,biom:AssuranceLogEntryAugmentationPoint,1,1,,,,An augmentation point for AssuranceLogEntryType.,,,,,,
5.0,biom,AssuranceLogEventCode,biom:AssuranceLogEventCode,1,0,,,,A kind of change made to another record in a transaction,biom,AssuranceLogEventCodeType,biom:AssuranceLogEventCodeType,,,
5.0,biom,AssuranceLogEventLocationText,biom:AssuranceLogEventLocationText,1,0,,,,"A kind of information items pointing to a specific record, field, and subfield",nc,TextType,nc:TextType,,,
5.0,biom,AssuranceLogEventOriginalValueText,biom:AssuranceLogEventOriginalValueText,1,0,,,,A kind of original value of a field before it was affected by an information assurance log event,nc,TextType,nc:TextType,,,
5.0,biom,AssuranceLogEventReasonText,biom:AssuranceLogEventReasonText,1,0,,,,A rationale behind an information assurance log event,nc,TextType,nc:TextType,,,
5.0,biom,AssuranceOrganization,biom:AssuranceOrganization,1,0,,,,An organization creating information assurance data,nc,OrganizationType,nc:OrganizationType,,,
5.0,biom,AssuranceUTCDateTime,biom:AssuranceUTCDateTime,1,0,,,,A date and time that information assurance data were created,nc,ZuluDateTimeType,nc:ZuluDateTimeType,,,
5.0,biom,AudioCaptureDeviceCode,biom:AudioCaptureDeviceCode,1,0,,,,An audio segment channel capture device code.,biom,AudioCaptureDeviceCodeType,biom:AudioCaptureDeviceCodeType,,,
5.0,biom,AudioCaptureEnvironmentText,biom:AudioCaptureEnvironmentText,1,0,,,,A description of the acoustic environment of a recording.,nc,TextType,nc:TextType,,,
5.0,biom,AudioCommentText,biom:AudioCommentText,1,0,,,,A comment used to note any additional information about the audio information in a record.,nc,TextType,nc:TextType,,,
5.0,biom,AudioEqualizationText,biom:AudioEqualizationText,1,0,,,,An equalization that should be applied for faithful rendering of a recording on a physical media object.,nc,TextType,nc:TextType,,,
5.0,biom,AudioInformationAugmentationPoint,biom:AudioInformationAugmentationPoint,1,1,,,,An augmentation point for AudioInformationType.,,,,,,
5.0,biom,AudioObjectDescriptorCode,biom:AudioObjectDescriptorCode,1,0,,,,A description of an object or file used to store an Audio Recording,biom,AudioObjectDescriptorCodeType,biom:AudioObjectDescriptorCodeType,,,
5.0,biom,AudioSourceRecorder,biom:AudioSourceRecorder,1,0,,,,A set of information regarding the captured voice,biom,AudioSourceRecorderType,biom:AudioSourceRecorderType,,,
5.0,biom,AudioSourceRecorderAugmentationPoint,biom:AudioSourceRecorderAugmentationPoint,1,1,,,,An augmentation point for AudioSourceRecorderType.,,,,,,
5.0,biom,AudioTrackQuantity,biom:AudioTrackQuantity,1,0,,,,A total number of recorded tracks on a physical media object.,nc,QuantityType,nc:QuantityType,,,
5.0,biom,Biometric,biom:Biometric,1,0,,,,A Root Element for Biometric data,biom,BiometricDataType,biom:BiometricDataType,,,
5.0,biom,BiometricAccuracyDescriptionText,biom:BiometricAccuracyDescriptionText,1,0,,,,A description of the believed accuracy of a biometric identification.,nc,TextType,nc:TextType,,,
5.0,biom,BiometricBinary,biom:BiometricBinary,1,0,,,,A binary representation of a biometric sample.,nc,BinaryType,nc:BinaryType,,,
5.0,biom,BiometricCapture,biom:BiometricCapture,1,0,,,,A collection of a biometric sample.,biom,BiometricCaptureType,biom:BiometricCaptureType,,,
5.0,biom,BiometricCaptureAugmentationPoint,biom:BiometricCaptureAugmentationPoint,1,1,,,,An augmentation point for BiometricCaptureType,,,,,,
5.0,biom,BiometricCaptureDescriptionText,biom:BiometricCaptureDescriptionText,1,0,,,,A description of how a biometric sample was collected.,nc,TextType,nc:TextType,,,
5.0,biom,BiometricCaptureDuration,biom:BiometricCaptureDuration,1,0,,,,A duration of total calculated time to send and receive transactions to capture each Biometric Image,niem-xs,duration,niem-xs:duration,,,
5.0,biom,BiometricCaptureMetric,biom:BiometricCaptureMetric,1,0,,,,A quality metrics for the captured biometric image,biom,BiometricCaptureMetricType,biom:BiometricCaptureMetricType,,,
5.0,biom,BiometricCaptureMetricAugmentationPoint,biom:BiometricCaptureMetricAugmentationPoint,1,1,,,,An augmentation point for BiometricCaptureMetricType,,,,,,
5.0,biom,BiometricCapturer,biom:BiometricCapturer,1,0,,,,An entity that collected a biometric sample.,nc,EntityType,nc:EntityType,,,
5.0,biom,BiometricCaptureSource,biom:BiometricCaptureSource,1,0,,,,A source of a biometric item,biom,SourceAcquisitionType,biom:SourceAcquisitionType,,,
5.0,biom,BiometricCategoryCode,biom:BiometricCategoryCode,1,0,,,,A kind of biometric technology,biom,BiometricCategoryCodeType,biom:BiometricCategoryCodeType,,,
5.0,biom,BiometricClassification,biom:BiometricClassification,1,0,,,,A classification of the kind of person Biometric.,biom,BiometricClassificationType,biom:BiometricClassificationType,,,
