originalRelease,originalNamespace,originalTypeName,originalProperty,changeCode,issue,release,namespace,typeName,property,minOccurs,maxOccurs
2.1,j,ActivityContactInformationAssociationType,nc:Person,modified,,3.0,,,,,
2.1,j,ActivityCounselingAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityCounselingAssociationType,j:Counseling,modified,,3.0,,,,,
2.1,j,ActivityCourtAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityCourtAssociationType,j:Court,modified,,3.0,,,,,
2.1,j,ActivityCourtOrderAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityCourtOrderAssociationType,j:CourtOrder,modified,,3.0,,,,,
2.1,j,ActivityCourtOrderAssociationType,j:Subject,modified,,3.0,,,,,
2.1,j,ActivityCriminalOrganizationAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityCriminalOrganizationAssociationType,j:CriminalOrganization,modified,,3.0,,,,,
2.1,j,ActivityCustodyTransferAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityCustodyTransferAssociationType,j:CustodyTransfer,modified,,3.0,,,,,
2.1,j,ActivityCustodyTransferAssociationType,j:Subject,modified,,3.0,,,,,
2.1,j,ActivityDriverLicenseAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityDriverLicenseAssociationType,nc:DriverLicense,modified,,3.0,,,j:DriverLicense,,
2.1,j,ActivityDriverLicenseAssociationType,nc:Person,modified,,3.0,,,,,
2.1,j,ActivityEmployeeAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityEmployeeAssociationType,nc:Employee,modified,,3.0,,,,,
2.1,j,ActivityEvidenceAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityEvidenceAssociationType,j:Evidence,modified,,3.0,,,,,
2.1,j,ActivityFacilityAssociationType,nc:Activity,modified,,3.0,nc,,,,
2.1,j,ActivityFacilityAssociationType,nc:Facility,modified,,3.0,nc,,,,
2.1,j,ActivityFeeAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityFeeAssociationType,nc:Fee,modified,,3.0,,,,,
2.1,j,ActivityForceAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityForceAssociationType,j:Force,modified,,3.0,,,,,
2.1,j,ActivityIncidentAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityIncidentAssociationType,nc:Incident,modified,,3.0,,,,,
2.1,j,ActivityJudgeAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityJudgeAssociationType,j:Judge,modified,,3.0,,,,,
2.1,j,ActivityJurisdictionAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityJurisdictionAssociationType,nc:Jurisdiction,modified,,3.0,,,,,
2.1,j,ActivityLocationAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityLocationAssociationType,nc:Location,modified,,3.0,,,,,
2.1,j,ActivityObligationAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityObligationAssociationType,nc:Obligation,modified,,3.0,,,,,
2.1,j,ActivityProgramAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityProgramAssociationType,nc:Program,modified,,3.0,,,,,
2.1,j,ActivityReferralAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityReferralAssociationType,nc:Referral,modified,,3.0,,,,,
2.1,j,ActivityReleaseAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityReleaseAssociationType,nc:Release,modified,,3.0,,,,,
2.1,j,ActivityReleaseAssociationType,nc:Facility,modified,,3.0,,,,,
2.1,j,ActivityReleaseAssociationType,nc:Organization,modified,,3.0,,,,,
2.1,j,ActivityReleaseAssociationType,j:Subject,modified,,3.0,,,,,
2.1,j,ActivityReleaseAssociationType,j:ActivityOfficial,modified,,3.0,,,,,
2.1,j,ActivitySanctionAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivitySanctionAssociationType,j:Sanction,modified,,3.0,,,,,
2.1,j,ActivityServiceCallAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityServiceCallAssociationType,j:ServiceCall,modified,,3.0,,,,,
2.1,j,ActivitySubjectAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivitySubjectAssociationType,j:Subject,modified,,3.0,,,,,
2.1,j,ActivityUnitAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityUnitAssociationType,j:EnforcementOfficialUnit,modified,,3.0,,,,,
2.1,j,ActivityVictimAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityVictimAssociationType,j:Victim,modified,,3.0,,,,,
2.1,j,ActivityWarrantAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityWarrantAssociationType,j:Warrant,modified,,3.0,,,,,
2.1,j,ActivityWarrantAssociationType,j:Subject,modified,,3.0,,,,,
2.1,j,ActivityWitnessAssociationType,nc:Activity,modified,,3.0,,,,,
2.1,j,ActivityWitnessAssociationType,j:Witness,modified,,3.0,,,,,
2.1,j,ArrestType,j:ArrestSubjectCountCode,modified,,3.0,,,j:ArrestSubjectCount,,
2.1,j,ArrestType,j:ArrestCategoryCode,modified,,3.0,,,j:ArrestCategory,,
2.1,j,ChargeConvictionAssociationType,j:Charge,modified,,3.0,,,,,
2.1,j,ChargeConvictionAssociationType,j:Conviction,modified,,3.0,,,,,
2.1,j,ChargeConvictionAssociationType,j:Subject,modified,,3.0,,,,,
2.1,j,ChargeType,j:ChargeNCICCode,modified,,3.0,,,j:ChargeNCIC,,
2.1,j,ChargeType,j:ChargeUCRCode,modified,,3.0,,,j:ChargeUCR,,
2.1,j,CitationType,j:CDLHolderCode,modified,,3.0,,,j:CDLHolder,,
2.1,j,CommercialVehicleAugmentationType,j:CommercialVehiclePRISMTargetDate,modified,,3.0,,CommercialVehicleType,,,
2.1,j,CommercialVehicleAugmentationType,j:CommercialVehiclePRISMPreviouslyTargetedIndicator,modified,,3.0,,CommercialVehicleType,j:CommercialVehiclePreviouslyTargetedIndicator,,
2.1,j,CommercialVehicleAugmentationType,j:CommercialVehiclePRISMCurrentlyTargetedIndicator,modified,,3.0,,CommercialVehicleType,j:CommercialVehicleCurrentlyTargetedIndicator,,
2.1,j,CommercialVehicleAugmentationType,j:CommercialVehiclePRISMAdditionDate,modified,,3.0,,CommercialVehicleType,,,
2.1,j,CommercialVehicleAugmentationType,j:MotorCarrier,modified,,3.0,,CommercialVehicleType,,,
2.1,j,CourtOrderServiceAgencyAssociationType,j:CourtOrder,modified,,3.0,,,,,
2.1,j,CourtOrderServiceAgencyAssociationType,nc:Organization,modified,,3.0,,,,,
2.1,j,CourtType,j:CourtCategoryCode,modified,,3.0,,,j:CourtCategory,,
2.1,j,CrashDriverLicenseAugmentationType,j:CrashDriverLicenseClassCode,modified,,3.0,nc,PolygonRegionType,nc:PolygonCoordinate,,
2.1,j,CrashDriverType,nc:RoleOfPerson,modified,,3.0,,,,,
2.1,j,CrashDriverType,j:CrashDriverViolationCode,modified,,3.0,,,j:CrashDriverViolation,,
2.1,j,CrashDriverType,j:CrashDriverContributingCircumstancesCode,modified,,3.0,,,j:CrashDriverContributingCircumstances,,
2.1,j,CrashDriverType,j:CrashDrivingViolationCode,modified,,3.0,,,j:CrashDrivingViolation,,
2.1,j,CrashDriverType,j:CrashDriverDistractionCode,modified,,3.0,,,j:CrashDriverDistraction,,
2.1,j,CrashInformationSourceType,j:InformationSourceCategoryCode,modified,,3.0,,,j:InformationSourceCategory,,
2.1,j,CrashInjuryAugmentationType,j:PersonInjurySeverityCode,modified,,3.0,nc,InjuryType,nc:InjurySeverity,,
2.1,j,CrashNonMotoristType,nc:RoleOfPerson,modified,,3.0,,,,,
2.1,j,CrashNonMotoristType,j:NonMotoristCategoryCode,modified,,3.0,,,j:NonMotoristCategory,,
2.1,j,CrashNonMotoristType,j:NonMotoristActionBeforeCrashCode,modified,,3.0,,,j:NonMotoristActionBeforeCrash,,
2.1,j,CrashNonMotoristType,j:NonMotoristContributingCircumstancesCode,modified,,3.0,,,j:NonMotoristContributingCircumstances,,
2.1,j,CrashNonMotoristType,j:NonMotoristLocationCode,modified,,3.0,,,j:NonMotoristLocation,,
2.1,j,CrashNonMotoristType,j:NonMotoristSafetyEquipmentCode,modified,,3.0,,,j:NonMotoristSafetyEquipment,,
2.1,j,CrashNonMotoristType,j:NonmotoristStrikingVehicle,modified,,3.0,,,,,
2.1,j,CrashPassengerType,nc:RoleOfPerson,modified,,3.0,,,,,
2.1,j,CrashPersonType,nc:RoleOfPerson,modified,,3.0,,,,,
2.1,j,CrashPersonType,j:AlcoholInvolvementSuspicionCode,modified,,3.0,,,j:AlcoholInvolvementSuspicion,,
2.1,j,CrashPersonType,j:AlcoholTestStatusCode,modified,,3.0,,,j:AlcoholTestStatus,,
2.1,j,CrashPersonType,j:AlcoholTestCategoryCode,modified,,3.0,,,j:AlcoholTestCategory,,
2.1,j,CrashPersonType,j:AlcoholTestResultCode,modified,,3.0,,,j:AlcoholTestResult,,
2.1,j,CrashPersonType,j:DrugInvolvementSuspicionCode,modified,,3.0,,,j:DrugInvolvementSuspicion,,
2.1,j,CrashPersonType,j:DrugTestStatusCode,modified,,3.0,,,j:DrugTestStatus,,
2.1,j,CrashPersonType,j:DrugTestCategoryCode,modified,,3.0,,,j:DrugTestCategory,,
2.1,j,CrashPersonType,j:DrugTestResultCode,modified,,3.0,,,j:DrugTestResult,,
2.1,j,CrashPersonType,j:InjuredTransportationSourceCode,modified,,3.0,,,j:InjuredTransportationSource,,
2.1,j,CrashType,j:CrashFirstHarmfulEventCode,modified,,3.0,,,j:CrashFirstHarmfulEvent,,
2.1,j,CrashType,j:CrashFirstHarmfulEventLocationCode,modified,,3.0,,,j:CrashFirstHarmfulEventLocation,,
2.1,j,CrashType,j:CrashMannerCode,modified,,3.0,,,j:CrashManner,,
2.1,j,CrashType,j:CrashWeatherConditionCode,modified,,3.0,,,j:CrashWeatherCondition,,
2.1,j,CrashType,j:CrashLightConditionCode,modified,,3.0,,,j:CrashLightCondition,,
2.1,j,CrashType,j:CrashRoadSurfaceConditionCode,modified,,3.0,,,j:CrashRoadSurfaceCondition,,
2.1,j,CrashType,j:CrashEnvironmentContributingCircumstancesCode,modified,,3.0,,,j:CrashEnvironmentContributingCircumstances,,
2.1,j,CrashType,j:CrashRoadContributingCircumstancesCode,modified,,3.0,,,j:CrashRoadContributingCircumstances,,
2.1,j,CrashType,j:CrashJunctionRelationCode,modified,,3.0,,,j:CrashJunctionRelation,,
2.1,j,CrashType,j:CrashSchoolBusRelatedCode,modified,,3.0,,,j:CrashSchoolBusRelated,,
2.1,j,CrashVehicleOccupantType,nc:RoleOfPerson,modified,,3.0,,,,,
2.1,j,CrashVehicleOccupantType,j:OccupantSeatRowCode,modified,,3.0,,,j:OccupantSeatRow,,
2.1,j,CrashVehicleOccupantType,j:OccupantSeatCode,modified,,3.0,,,j:OccupantSeat,,
2.1,j,CrashVehicleOccupantType,j:OccupantSeatOtherLocationCode,modified,,3.0,,,j:OccupantSeatOtherLocation,,
2.1,j,CrashVehicleOccupantType,j:OccupantProtectionSystemUseCode,modified,,3.0,,,j:OccupantProtectionSystemUse,,
2.1,j,CrashVehicleOccupantType,j:OccupantAirBagDeployedCode,modified,,3.0,,,j:OccupantAirBagDeployed,,
2.1,j,CrashVehicleOccupantType,j:OccupantEjectionCode,modified,,3.0,,,j:OccupantEjection,,
2.1,j,CrashVehicleType,nc:RoleOfItem,modified,,3.0,,,,,
2.1,j,CrashVehicleType,j:HazMatPlacardDisplayedCode,modified,,3.0,,,j:HazMatPlacardDisplayed,,
2.1,j,CrashVehicleType,j:CrashVehicleCategoryCode,modified,,3.0,,,j:CrashVehicleCategory,,
2.1,j,CrashVehicleType,j:VehicleBodyCategoryCode,modified,,3.0,,,j:VehicleBodyCategory,,
2.1,j,CrashVehicleType,j:VehicleUseCode,modified,,3.0,,VehicleAugmentationType,j:VehicleUse,,
2.1,j,CrashVehicleType,j:CrashVehicleEmergencyUseIndicationCode,modified,,3.0,,,j:CrashVehicleEmergencyUseIndication,,
2.1,j,CrashVehicleType,j:TravelDirectionBeforeCrashCode,modified,,3.0,,,j:TravelDirectionBeforeCrash,,
2.1,j,CrashVehicleType,j:VehicleTrafficControlDeviceCategoryCode,modified,,3.0,,,j:VehicleTrafficControlDeviceCategory,,
2.1,j,CrashVehicleType,j:ManeuverCode,modified,,3.0,,,j:Maneuver,,
2.1,j,CrashVehicleType,j:InitialImpactAreaCode,modified,,3.0,,,j:InitialImpactArea,,
2.1,j,CrashVehicleType,j:MostDamagedAreaCode,modified,,3.0,,,j:MostDamagedArea,,
2.1,j,CrashVehicleType,j:EventSequenceCode,modified,,3.0,,,j:EventSequence,,
2.1,j,CrashVehicleType,j:MostHarmfulEventCode,modified,,3.0,,,j:MostHarmfulEvent,,
2.1,j,CrashVehicleType,j:HitAndRunCode,modified,,3.0,,,j:HitAndRun,,
2.1,j,CrashVehicleType,j:VehicleDamageExtentCode,modified,,3.0,,,j:VehicleDamageExtent,,
2.1,j,CrashVehicleType,j:VehicleContributingCircumstancesCode,modified,,3.0,,,j:VehicleContributingCircumstances,,
2.1,j,CrashVehicleType,j:CommercialVehicleConfigurationCode,modified,,3.0,,CommercialVehicleType,j:CommercialVehicleConfiguration,,
2.1,j,CrashVehicleType,j:VehicleCargoBodyCategoryCode,modified,,3.0,,CommercialVehicleType,j:CommercialVehicleCargoBodyCategory,,
2.1,j,CrashVehicleType,j:HazMatPlacardIndicationCode,modified,,3.0,,,j:HazMatPlacardIndication,,
2.1,j,CrashVehicleType,j:HazMatCargoReleaseCode,modified,,3.0,,,j:HazMatCargoRelease,,
2.1,j,CrashWorkZoneType,j:CrashWorkZoneIndicationCode,modified,,3.0,,,j:CrashWorkZoneIndication,,
2.1,j,CrashWorkZoneType,j:WorkZoneCrashLocationCode,modified,,3.0,,,j:WorkZoneCrashLocation,,
2.1,j,CrashWorkZoneType,j:WorkZoneCategoryCode,modified,,3.0,,,j:WorkZoneCategory,,
2.1,j,CrashWorkZoneType,j:WorkZoneWorkersPresenceIndicationCode,modified,,3.0,,,j:WorkZoneWorkersPresenceIndication,,
2.1,j,CriminalOrganizationType,nc:RoleOfOrganization,modified,,3.0,,,,,
2.1,j,DocumentCourtAssociationType,nc:Document,modified,,3.0,,,,,
2.1,j,DocumentCourtAssociationType,j:Court,modified,,3.0,,,,,
2.1,j,DocumentJudicialOfficialAssociationType,nc:Document,modified,,3.0,,,,,
2.1,j,DocumentJudicialOfficialAssociationType,j:JudicialOfficial,modified,,3.0,,,,,
2.1,j,DocumentJurisdictionAssociationType,nc:Document,modified,,3.0,,,,,
2.1,j,DocumentJurisdictionAssociationType,nc:Jurisdiction,modified,,3.0,,,,,
2.1,j,DocumentLocationAssociationType,nc:Document,modified,,3.0,,,,,
2.1,j,DocumentLocationAssociationType,nc:Location,modified,,3.0,,,,,
2.1,j,DriverLicenseAugmentationType,j:DriverLicenseCardID,modified,,3.0,,DriverLicenseType,j:DriverLicenseCardIdentification,,
2.1,j,DriverLicenseEndorsementType,nc:DriverLicenseEndorsementCode,modified,,3.0,,,j:DriverLicenseEndorsement,,
2.1,j,DriverLicenseEndorsementType,j:DriverLicenseHMEThreatCode,modified,,3.0,,,j:DriverLicenseHMEThreat,,
2.1,j,EnforcementOfficialType,nc:RoleOfPerson,modified,,3.0,,,,,
2.1,j,EnforcementOfficialType,j:LEOKACircumstanceCategoryCode,modified,,3.0,,,j:LEOKACircumstanceCategory,,
2.1,j,ImageAugmentationType,j:ImageCategoryCode,modified,,3.0,,,j:ImageCategory,,
2.1,j,IncidentAugmentationType,j:IncidentDamagedProperty,modified,,3.0,,,j:IncidentDamagedItem,,
2.1,j,IncidentAugmentationType,j:IncidentInvolvedProperty,modified,,3.0,,,j:IncidentInvolvedItem,,
2.1,j,IncidentAugmentationType,j:IncidentRecoveredProperty,modified,,3.0,,,j:IncidentRecoveredItem,,
2.1,j,IncidentAugmentationType,j:IncidentSeizedProperty,modified,,3.0,,,j:IncidentSeizedItem,,
2.1,j,IncidentAugmentationType,j:IncidentStolenProperty,modified,,3.0,,,j:IncidentStolenItem,,
2.1,j,ItemAugmentationType,j:ItemPartialLotCode,modified,,3.0,,,j:ItemPartialLot,,
2.1,j,JudicialOfficialType,nc:RoleOfPerson,modified,,3.0,,,,,
2.1,j,JurorType,nc:RoleOfPerson,modified,,3.0,,,,,
2.1,j,LocationRoadwayType,j:IntersectionCategoryCode,modified,,3.0,,,j:IntersectionCategory,,
2.1,j,LocationRoadwayType,j:TrafficwayDescriptionCode,modified,,3.0,,,j:TrafficwayDescription,,
2.1,j,LocationRoadwayType,j:RoadwayHorizontalAlignmentCode,modified,,3.0,,,j:RoadwayHorizontalAlignment,,
2.1,j,LocationRoadwayType,j:RoadwayGradeCode,modified,,3.0,,,j:RoadwayGrade,,
2.1,j,LocationRoadwayType,j:RoadwayNationalHighwayPartCode,modified,,3.0,,,j:RoadwayNationalHighwayPart,,
2.1,j,LocationRoadwayType,j:RoadwayFunctionalClassCode,modified,,3.0,,,j:RoadwayFunctionalClass,,
2.1,j,LocationRoadwayType,j:RoadwayAccessControlCode,modified,,3.0,,,j:RoadwayAccessControl,,
