originalRelease,originalNamespace,originalPropertyName,changeCode,issue,release,namespace,propertyName,definition,dataType,substitutionGroupHead,elementOrAttribute,concreteOrAbstract,isAbstract
3.2,biom,SourceExternalAnalogFileReferenceText,modified,,4.0,biom,SourceExternalAnalogFileReferenceText,"A URI, URL or other unique reference to a storage location for an analog source representation.",nc:TextType,biom:SourceExternalReferenceAbstract,TRUE,,FALSE
3.2,biom,SourceExternalDigitalAudioReferenceText,modified,,4.0,biom,SourceExternalDigitalAudioReferenceText,"A URI, URL or other unique reference to a storage location for a digital audio source representation.",nc:TextType,biom:SourceExternalReferenceAbstract,TRUE,,FALSE
3.2,biom,SpeakerPluralityCode,modified,,4.0,biom,SpeakerPluralityCode,A kind of second information item is the speaker plurality code / SPC. It is  optional and indicates plurality of speakers represented on voice recording:  M = multiple speakers  S = single speaker.,biom:SpeakerPluralityCodeType,,TRUE,,FALSE
3.2,biom,TransactionDestinationOrganization,modified,,4.0,biom,TransactionDestinationOrganization,An organization to which the transaction is being sent,nc:OrganizationType,,TRUE,,FALSE
3.2,biom,TransactionDomain,modified,,4.0,biom,TransactionDomain,A domain for the user-defined Type-02 logical record implementation,biom:TransactionDomainType,,TRUE,,FALSE
3.2,biom,TransactionDomainName,modified,,4.0,biom,TransactionDomainName,"A name of the agency, entity, or implementation used for formatting the content of the transaction",nc:TextType,,TRUE,,FALSE
3.2,biom,TransactionMajorVersionValue,modified,,4.0,biom,TransactionMajorVersionValue,"A current major version number of the ANSI/NIST-ITL standard implemented by the software or system creating the file. Always ""05"" for this version of the standard",niem-xs:nonNegativeInteger,,TRUE,,FALSE
3.2,biom,TransactionMinorVersionValue,modified,,4.0,biom,TransactionMinorVersionValue,"A current minor version number of the ANSI/NIST-ITL standard implemented by the software or system creating the file. Always ""00"" for this version of the standard",niem-xs:nonNegativeInteger,,TRUE,,FALSE
3.2,cbrn,CharacteristicChoice,modified,,4.0,cbrn,CharacteristicChoiceAbstract,"A data concept for an additional characteristic of something, such as a radiation instrument, detector, or item being inspected, or a group of such characteristics.",,,TRUE,,TRUE
3.2,cbrn,CoefficientOrBoundaryValuesChoice,modified,,4.0,cbrn,CoefficientOrBoundaryValuesChoiceAbstract,A data concept for Coefficient values or EnergyBoundary Values,,,TRUE,,TRUE
3.2,cbrn,CredentialsAuthentication,modified,,4.0,cbrn,CredentialsAuthenticationAbstract,A data concept for the state of user credentials authentication.,,,TRUE,,TRUE
3.2,cbrn,DataFileChoice,modified,,4.0,cbrn,DataFileChoiceAbstract,A data concept for a digital data file.,,,TRUE,,TRUE
3.2,cbrn,DetectionEventInstrumentData,modified,,4.0,cbrn,DetectionEventInstrumentDataAbstract,"A data concept for the set of data output by an instrument for a detection event. This includes the reported measurement and analysis data,  information about the instrument, and information about the item(s) which it is measuring/inspecting.",,,TRUE,,TRUE
3.2,cbrn,IDAcquisitionMethod,modified,,4.0,cbrn,IDAcquisitionMethodAbstract,A data concept for a method of acquiring the identifier of an item.,,,TRUE,,TRUE
3.2,cbrn,ImageOrientation,modified,,4.0,cbrn,ImageOrientationAbstract,"A data concept for the viewing orientation of an image; i.e., portrait or landscape.",,,TRUE,,TRUE
3.2,cbrn,ImagePerspective,modified,,4.0,cbrn,ImagePerspectiveAbstract,A data concept for the viewing perspective of the subject of an image captured as a digital data file.,,,TRUE,,TRUE
3.2,cbrn,InspectionResolution,modified,,4.0,cbrn,InspectionResolutionAbstract,A data concept for the resolution of an inspection.,,,TRUE,,TRUE
3.2,cbrn,InspectionThreatFinding,modified,,4.0,cbrn,InspectionThreatFindingAbstract,A data concept for a category of threat found by an inspection.,,,TRUE,,TRUE
3.2,cbrn,LayerMaterial,modified,,4.0,cbrn,LayerMaterialAbstract,A data concept for the material of which a shielding layer is composed.,,,TRUE,,TRUE
3.2,cbrn,MeasuredItemIDKind,modified,,4.0,cbrn,MeasuredItemIDKindAbstract,A data concept for a kind of identifier used for identifying a measured item.,,,TRUE,,TRUE
3.2,cbrn,MeasuredItemKind,modified,,4.0,cbrn,MeasuredItemKindAbstract,A data concept for a  kind or general category of item that is being inspected.,,,TRUE,,TRUE
3.2,cbrn,NuclideIdentificationConfidence,modified,,4.0,cbrn,NuclideIdentificationConfidenceAbstract,A data concept for the confidence of identification of a nuclide.,,,TRUE,,TRUE
3.2,cbrn,PhotonSource,modified,,4.0,cbrn,PhotonSourceAbstract,A data concept for a photon source for a radiographic device.,,,TRUE,,TRUE
3.2,cbrn,RadEncounterDeviceToShieldingDistanceMeasure,modified,,4.0,cbrn,RadEncounterDeviceToShieldingDistanceMeasure,A distance from the center of mass of a encounter device to the closest outside portion of the outermost layer of shielding that is found between the encounter device and the radiation source.,nc:LengthMeasureType,,TRUE,,FALSE
3.2,cbrn,RadInstrumentDataChoice,modified,,4.0,cbrn,RadInstrumentDataChoiceAbstract,A data concept for a variant of data that is generated by the rad instrument.,,,TRUE,,TRUE
3.2,cbrn,SecondaryInspectionKind,modified,,4.0,cbrn,SecondaryInspectionKindAbstract,A data concept for a kind of secondary inspection,,,TRUE,,TRUE
3.2,cbrn,SourcePositionChoice,modified,,4.0,cbrn,SourcePositionChoiceAbstract,A data concept for the variuos ways a souce position can be represented.,,,TRUE,,TRUE
3.2,cbrn,StateVectorLocationChoice,modified,,4.0,cbrn,StateVectorLocationChoiceAbstract,A data concept for various location representation types,,,TRUE,,TRUE
3.2,cbrn,ThreatLevelDetermination,modified,,4.0,cbrn,ThreatLevelDeterminationAbstract,A data concept for a threat level based on findings during an inspection.,,,TRUE,,TRUE
3.2,cbrn,TraversalOperatingMode,modified,,4.0,cbrn,TraversalOperatingModeAbstract,A data concept for a Traversal operating mode.,,,TRUE,,TRUE
3.2,cyfs,AbuseNeglectAllegationCategoryText,modified,,4.0,hs,AbuseNeglectAllegationCategoryText,"A kind of allegation of abuse, sexual abuse, or neglect, provided by the referral or by the reporter at the time of investigation.",nc:TextType,,TRUE,,FALSE
3.2,cyfs,AbuseNeglectAllegationOriginationText,modified,,4.0,hs,AbuseNeglectAllegationOriginationText,"A specification of where the allegation originated, such as whether the allegation was alleged by a reporter or collected during the investigation.",nc:TextType,,TRUE,,FALSE
3.2,cyfs,AbuseNeglectDetailCategoryText,modified,,4.0,hs,AbuseNeglectDetailCategoryText,A kind of injury suffered by the alleged victim of abuse or neglect.,nc:TextType,,TRUE,,FALSE
3.2,cyfs,AbuseNeglectHarmAgeText,modified,,4.0,hs,AbuseNeglectHarmAgeText,"A narrative description of the age of the injury, such as may be indicated by the coloration of a bruise.",nc:TextType,,TRUE,,FALSE
3.2,cyfs,AbuseNeglectInjury,modified,,4.0,hs,AbuseNeglectInjury,A form of physical harm or damage sustained by the survivor of abuse or neglect.,hs:AbuseNeglectInjuryType,,TRUE,,FALSE
3.2,cyfs,AbuseNeglectInjuryAugmentationPoint,modified,,4.0,hs,AbuseNeglectInjuryAugmentationPoint,An augmentation point for AbuseNeglectInjuryType.,,,TRUE,,TRUE
3.2,cyfs,AbuseNeglectReportedIndicator,modified,,4.0,hs,AbuseNeglectReportedIndicator,True if the case manager made an abuse or neglect report; false otherwise.,niem-xs:boolean,,TRUE,,FALSE
3.2,cyfs,AbuseNeglectSeverity,modified,,4.0,hs,AbuseNeglectSeverityAbstract,A data concept for describing the severity of abuse or neglect.,,,TRUE,,TRUE
3.2,cyfs,AbuseNeglectSeverityCode,modified,,4.0,hs,AbuseNeglectSeverityCode,A severity description of each type of abuse and/or neglect on a client.,hs:AbuseNeglectSeverityCodeType,hs:AbuseNeglectSeverityAbstract,TRUE,,FALSE
3.2,cyfs,AbuseNeglectSeverityText,modified,,4.0,hs,AbuseNeglectSeverityText,A severity description of each type of abuse and/or neglect on a client.,nc:TextType,hs:AbuseNeglectSeverityAbstract,TRUE,,FALSE
3.2,cyfs,ActionRequested,modified,,4.0,hs,ActionRequestedAbstract,"A data concept for describing an agency's request for court action, based upon the needs of the child, youth, or family.",,,TRUE,,TRUE
3.2,cyfs,ActionRequestedCode,modified,,4.0,hs,ActionRequestedCode,"A code indicating any of the actions being requested of the court e.g. what types of services the child needs  (e.g. mental health, medical, emergency, basic, therapeutic, habilitative).",hs:ActionRequestedCodeType,hs:ActionRequestedAbstract,TRUE,,FALSE
3.2,cyfs,ActionRequestedText,modified,,4.0,hs,ActionRequestedText,An action being requested.,nc:TextType,hs:ActionRequestedAbstract,TRUE,,FALSE
3.2,cyfs,ActivityPersonAssociationAugmentation,modified,,4.0,hs,ActivityPersonAssociationAugmentation,Additional information about a relationship between an activity and a person involved in that activity.,hs:ActivityInvolvedPersonAssociationAugmentationType,nc:ActivityPersonAssociationAugmentationPoint,TRUE,,FALSE
3.2,cyfs,AdministeringFacility,modified,,4.0,hs,AdministeringFacility,A facility administering an assessment.,nc:FacilityType,,TRUE,,FALSE
3.2,cyfs,AdoptingParentRelationshipCategory,modified,,4.0,hs,AdoptingParentRelationshipCategoryAbstract,A data concept for describing the relationship between a child and the adopting parent.,,,TRUE,,TRUE
3.2,cyfs,AdoptingParentRelationshipCategoryCode,modified,,4.0,hs,AdoptingParentRelationshipCategoryCode,A relationship of the child to the adopting parents.,hs:AdoptingParentRelationshipCategoryCodeType,hs:AdoptingParentRelationshipCategoryAbstract,TRUE,,FALSE
3.2,cyfs,AdoptingParentRelationshipCategoryText,modified,,4.0,hs,AdoptingParentRelationshipCategoryText,A kind of relationship between a child and the adopting parents.,nc:TextType,hs:AdoptingParentRelationshipCategoryAbstract,TRUE,,FALSE
3.2,cyfs,AdoptionDecreeIndicator,modified,,4.0,hs,AdoptionDecreeIndicator,True if an adoption decree exists; false otherwise.,niem-xs:boolean,,TRUE,,FALSE
3.2,cyfs,AdoptionFosterCareHomeStudyText,modified,,4.0,hs,AdoptionFosterCareHomeStudyText,"A set of other information the agency considers relevant that promotes safety, permanency and well-being of the child in determining appropriate foster care placement or adoption.  Examples would include relative placement, guardianship, family foster care, social",nc:TextType,,TRUE,,FALSE
3.2,cyfs,AdoptionLocation,modified,,4.0,hs,AdoptionLocation,A location where the adoptive parent's adoption petition was granted.,nc:LocationType,,TRUE,,FALSE
3.2,cyfs,AdoptionPlacedFromText,modified,,4.0,hs,AdoptionPlacedFromText,"A general location from where the child was adopted, for example, Within State, Interstate, or International.",nc:TextType,,TRUE,,FALSE
3.2,cyfs,AdoptionPlacementByText,modified,,4.0,hs,AdoptionPlacementByText,"An entity by whom the child was placed for adoption, for example, Public Agency, Private Agency, Tribal Agency, Independent Person, Birth Parent.",nc:TextType,,TRUE,,FALSE
3.2,cyfs,AdoptiveFamilyAssociation,modified,,4.0,hs,AdoptiveFamilyAssociation,An association between family members in an adoptive family.,hs:AdoptiveFamilyAssociationType,,TRUE,,FALSE
3.2,cyfs,AdoptiveFamilyAssociationAugmentationPoint,modified,,4.0,hs,AdoptiveFamilyAssociationAugmentationPoint,An augmentation point for AdoptiveFamilyAssociationType.,,,TRUE,,TRUE
3.2,cyfs,AdoptiveParentChildAssociation,modified,,4.0,hs,AdoptiveParentChildAssociation,An association between a child and a parent who adopted the child.,hs:AdoptiveParentChildAssociationType,,TRUE,,FALSE
3.2,cyfs,AdoptiveParentChildAssociationAugmentationPoint,modified,,4.0,hs,AdoptiveParentChildAssociationAugmentationPoint,An augmentation point for AdoptiveParentChildAssociationType.,,,TRUE,,TRUE
3.2,cyfs,AFCARSPermanencyGoalCode,modified,,4.0,hs,AFCARSPermanencyGoalCode,An AFCARS  (Adoption and Foster Care Analysis and Reporting System) Permanency Goal that most closely describes a service plan goal.,hs:AFCARSPermanencyGoalCodeType,,TRUE,,FALSE
3.2,cyfs,AgencyCase,modified,,4.0,hs,AgencyCase,A child welfare agency  case.,nc:CaseType,,TRUE,,FALSE
3.2,cyfs,AgencyRecommendationsText,modified,,4.0,hs,AgencyRecommendationsText,"A set of recommendations of the agency for any changes to the service plan, continued placement, and requests for new court dates.",nc:TextType,,TRUE,,FALSE
3.2,cyfs,Allegation,modified,,4.0,hs,Allegation,A formal allegation that a specific person has abused or neglected a child.,j:ChargeType,j:Charge,TRUE,,FALSE
3.2,cyfs,Assessment,modified,,4.0,hs,Assessment,A generic assessment.,hs:JuvenileAssessmentType,,TRUE,,FALSE
3.2,cyfs,AssessmentAppealedIndicator,modified,,4.0,hs,AssessmentAppealedIndicator,True if the assessment is appealed; false otherwise.,niem-xs:boolean,,TRUE,,FALSE
3.2,cyfs,AssessmentCaseAssociation,modified,,4.0,hs,AssessmentCaseAssociation,An association between an assessment and a case.,j:ActivityCaseAssociationType,,TRUE,,FALSE
3.2,cyfs,AssessmentCourseOfActionWillBeTakenIndicator,modified,,4.0,hs,AssessmentCourseOfActionWillBeTakenIndicator,True if defined course of action will be taken; false otherwise.,niem-xs:boolean,,TRUE,,FALSE
3.2,cyfs,AssessmentOtherText,modified,,4.0,hs,AssessmentOtherText,An additional piece of information about the assessment.,nc:TextType,,TRUE,,FALSE
3.2,cyfs,AssessmentOutcome,modified,,4.0,hs,AssessmentOutcome,An outcome of an assessment.,hs:AssessmentOutcomeType,,TRUE,,FALSE
3.2,cyfs,AssessmentOutcomeAugmentationPoint,modified,,4.0,hs,AssessmentOutcomeAugmentationPoint,An augmentation point for AssessmentOutcomeType.,,,TRUE,,TRUE
3.2,cyfs,AssessmentOutcomeScore,modified,,4.0,hs,AssessmentOutcomeScoreAbstract,A data concept for expressing a score as the outcome of an assessment.  This element is a placeholder for the concept of a score; it is intended to be replaced by a structure representing an assessment instrument's actual scoring mechanism.,,,TRUE,,TRUE
3.2,cyfs,AssessmentOutcomeScoreText,modified,,4.0,hs,AssessmentOutcomeScoreText,A simple score as the outcome of an assessment.,nc:TextType,hs:AssessmentOutcomeScoreAbstract,TRUE,,FALSE
3.2,cyfs,AssessmentRecommendation,modified,,4.0,hs,AssessmentRecommendation,A recommendation of an assessment.,hs:AssessmentRecommendationType,,TRUE,,FALSE
3.2,cyfs,AssessmentRecommendationAugmentationPoint,modified,,4.0,hs,AssessmentRecommendationAugmentationPoint,An augmentation point for AssessmentRecommendationType.,,,TRUE,,TRUE
3.2,cyfs,AssessmentRecommendedCourseOfAction,modified,,4.0,hs,AssessmentRecommendedCourseOfAction,A recommended course of action arising from an assessment.,hs:AssessmentRecommendedCourseOfActionType,,TRUE,,FALSE
3.2,cyfs,AssessmentRecommendedCourseOfActionAugmentationPoint,modified,,4.0,hs,AssessmentRecommendedCourseOfActionAugmentationPoint,An augmentation point for AssessmentRecommendedCourseOfActionType.,,,TRUE,,TRUE
3.2,cyfs,AssessmentRecommendedCourseOfActionCategoryCode,modified,,4.0,hs,AssessmentRecommendedCourseOfActionCategoryCode,A kind of course of action.,hs:AssessmentRecommendedCourseOfActionCategoryCodeType,,TRUE,,FALSE
3.2,cyfs,AssociatedPersonChildAssociation,modified,,4.0,hs,AssociatedPersonChildAssociation,An association between a person and a child.,hs:AssociatedPersonChildAssociationType,,TRUE,,FALSE
3.2,cyfs,AssociatedPersonChildAssociationAugmentationPoint,modified,,4.0,hs,AssociatedPersonChildAssociationAugmentationPoint,An augmentation point for AssociatedPersonChildAssociationType.,,,TRUE,,TRUE
3.2,cyfs,AtIntakePresentingProblem,modified,,4.0,hs,AtIntakePresentingProblemAbstract,"A data concept for describing the problems a child, youth, or family presented at intake.",,,TRUE,,TRUE
3.2,cyfs,AtIntakePresentingProblemCode,modified,,4.0,hs,AtIntakePresentingProblemCode,A problem presented at intake.,hs:PresentingProblemCodeType,hs:AtIntakePresentingProblemAbstract,TRUE,,FALSE
3.2,cyfs,AtIntakePresentingProblemText,modified,,4.0,hs,AtIntakePresentingProblemText,A problem presented at intake.,nc:TextType,hs:AtIntakePresentingProblemAbstract,TRUE,,FALSE
3.2,cyfs,AttorneyStatusCategory,modified,,4.0,hs,AttorneyStatusCategoryAbstract,"A data concept for expressing the role of an attorney, as it relates to the client.",,,TRUE,,TRUE
3.2,cyfs,AttorneyStatusCategoryCode,modified,,4.0,hs,AttorneyStatusCategoryCode,A code list describing the role of an attorney as it relates to their client.,hs:AttorneyStatusCodeType,hs:AttorneyStatusCategoryAbstract,TRUE,,FALSE
3.2,cyfs,AttorneyStatusCategoryText,modified,,4.0,hs,AttorneyStatusCategoryText,"A kind of attorney, described in terms of the client represented.",nc:TextType,hs:AttorneyStatusCategoryAbstract,TRUE,,FALSE
3.2,cyfs,BasisOfAppointmentCategory,modified,,4.0,hs,BasisOfAppointmentCategoryAbstract,A data concept for describing the rationale or factual findings that justify the court's appointment of an attorney for a party.,,,TRUE,,TRUE
3.2,cyfs,BasisOfAppointmentCode,modified,,4.0,hs,BasisOfAppointmentCode,A code list describing reasons that justify representation,hs:BasisOfAppointmentCodeType,hs:BasisOfAppointmentCategoryAbstract,TRUE,,FALSE
3.2,cyfs,BasisOfAppointmentText,modified,,4.0,hs,BasisOfAppointmentText,A reason(s) that justifies representation.,nc:TextType,hs:BasisOfAppointmentCategoryAbstract,TRUE,,FALSE
3.2,cyfs,BiologicalParentChildAssociation,modified,,4.0,hs,BiologicalParentChildAssociation,An association between a child and one of the child's biological parents.,hs:BiologicalParentChildAssociationType,,TRUE,,FALSE
3.2,cyfs,BiologicalParentChildAssociationAugmentationPoint,modified,,4.0,hs,BiologicalParentChildAssociationAugmentationPoint,An augmentation point for BiologicalParentChildAssociationType.,,,TRUE,,TRUE
3.2,cyfs,BiologicalParentDeterminationDate,modified,,4.0,hs,BiologicalParentDeterminationDate,A date when a putative parent's biological relationship to a child was legally determined.,nc:DateType,,TRUE,,FALSE
3.2,cyfs,BiologicalParentDeterminationDescriptionText,modified,,4.0,hs,BiologicalParentDeterminationDescriptionText,"An additional description of the details about the determination of a biological relationship between a putative parent and a child (for example, findings regarding the location and date of conception, or the results of DNA tests).",nc:TextType,,TRUE,,FALSE
3.2,cyfs,BiologicalParentDeterminationMethod,modified,,4.0,hs,BiologicalParentDeterminationMethodAbstract,A data concept for describing the method by which a biological relationship between a parent and child was legally determined.,,,TRUE,,TRUE
3.2,cyfs,BiologicalParentDeterminationMethodCode,modified,,4.0,hs,BiologicalParentDeterminationMethodCode,A list of methods by which a biological relationship between a parent and child is legally established.,hs:BiologicalParentDeterminationMethodCodeType,hs:BiologicalParentDeterminationMethodAbstract,TRUE,,FALSE
3.2,cyfs,BiologicalParentDeterminationMethodText,modified,,4.0,hs,BiologicalParentDeterminationMethodText,A narrative alternative to cyfs:BiologicalParentDeterminationMethodCode to describe the method by which a  biological relationship between a parent and child is legally determined.,nc:TextType,hs:BiologicalParentDeterminationMethodAbstract,TRUE,,FALSE
3.2,cyfs,BiologicalParentDeterminationStatus,modified,,4.0,hs,BiologicalParentDeterminationStatusAbstract,A data concept for describing the status of the determination of a biological relationship between a putative parent and a child.,,,TRUE,,TRUE
3.2,cyfs,BiologicalParentDeterminationStatusCode,modified,,4.0,hs,BiologicalParentDeterminationStatusCode,A list that describes the status of the determination of a biological relationship between a putative parent and a child.,hs:BiologicalParentDeterminationStatusCodeType,hs:BiologicalParentDeterminationStatusAbstract,TRUE,,FALSE
3.2,cyfs,BiologicalParentDeterminationStatusText,modified,,4.0,hs,BiologicalParentDeterminationStatusText,A narrative alternative to BiologicalParentDeterminationStatusCode to describe the status of the determination of a biological relationship between a putative parent and a child.,nc:TextType,hs:BiologicalParentDeterminationStatusAbstract,TRUE,,FALSE
3.2,cyfs,Caregiver,modified,,4.0,hs,Caregiver,A person who takes care of another.,nc:PersonType,,TRUE,,FALSE
3.2,cyfs,CaseInitiationReason,modified,,4.0,hs,CaseInitiationReasonAbstract,A data concept for expressing the procedural or factual reason for filing a case.,,,TRUE,,TRUE
3.2,cyfs,CaseInitiationReasonCode,modified,,4.0,hs,CaseInitiationReasonCode,"A codified list of the reason  the case was initiated (new filing, reopening,  transfer in, severance).",hs:CaseInitiationReasonCodeType,hs:CaseInitiationReasonAbstract,TRUE,,FALSE
3.2,cyfs,CaseInitiationReasonText,modified,,4.0,hs,CaseInitiationReasonText,"A procedural reason to initiate a case regarding a specific child.  Please note that this is the textual counterpart to an enumeration, CaseInitiationReasonCode.",nc:TextType,hs:CaseInitiationReasonAbstract,TRUE,,FALSE
3.2,cyfs,CaseInvolvementDescriptionText,modified,,4.0,hs,CaseInvolvementDescriptionText,A description of how a person is involved in the case.,nc:TextType,,TRUE,,FALSE
3.2,cyfs,CaseParticipant,modified,,4.0,hs,CaseParticipant,A person who is involved in a case.,hs:CaseParticipantType,,TRUE,,FALSE
3.2,cyfs,CaseParticipantAugmentationPoint,modified,,4.0,hs,CaseParticipantAugmentationPoint,An augmentation point for CaseParticipantType.,,,TRUE,,TRUE
3.2,cyfs,CaseParticipantInvolvementText,modified,,4.0,hs,CaseParticipantInvolvementText,A description of a person's involvement in the underlying child welfare case.,nc:TextType,,TRUE,,FALSE
3.2,cyfs,CaseReferredAgency,modified,,4.0,hs,CaseReferredAgency,A reference to the agency to which a case is referred.,nc:OrganizationType,,TRUE,,FALSE
3.2,cyfs,Caseworker,modified,,4.0,hs,Caseworker,A caseworker for the child.,hs:CaseworkerType,,TRUE,,FALSE
3.2,cyfs,CaseworkerAugmentationPoint,modified,,4.0,hs,CaseworkerAugmentationPoint,An augmentation point for CaseworkerType.,,,TRUE,,TRUE
3.2,cyfs,CaseworkerCategory,modified,,4.0,hs,CaseworkerCategoryAbstract,A data concept for describing the category of caseworker assigned to a case.,,,TRUE,,TRUE
3.2,cyfs,CaseworkerCategoryCode,modified,,4.0,hs,CaseWorkerInvolvementCategoryCode,"A code indicating the type of caseworker assigned e.g. investigation, ongoing, adoption, permanency, caseworker supervisor.",hs:CaseworkerInvolvementCategoryCodeType,hs:CaseworkerCategoryAbstract,TRUE,,FALSE
3.2,cyfs,CaseworkerCategoryText,modified,,4.0,hs,CaseworkerCategoryText,"A kind of caseworker, described in terms of their function or program specialty.",nc:TextType,hs:CaseworkerCategoryAbstract,TRUE,,FALSE
3.2,cyfs,ChangeOfSchoolIndicator,modified,,4.0,hs,ChangeOfSchoolIndicator,True if the child's school will change as the result of this placement; false otherwise.,niem-xs:boolean,,TRUE,,FALSE
3.2,cyfs,ChangesMadeAffectingVisitationRightsText,modified,,4.0,hs,ChangesMadeAffectingVisitationRightsText,A set of changes made by the court that affect current visitation rights.,nc:TextType,,TRUE,,FALSE
3.2,cyfs,ChargeAdjudication,modified,,4.0,hs,ChargeAdjudication,An adjudication result of  a juvenile.,j:SentenceType,,TRUE,,FALSE
3.2,cyfs,ChargeAllegationCategory,modified,,4.0,hs,ChargeAllegationCategoryAbstract,"A data concept for expressing the allegation of dependency, neglect, or abuse, using either the National Child Abuse and Neglect Data System (NCANDS) codes, a local enumeration, or text.",,,TRUE,,TRUE
3.2,cyfs,ChargeAllegationCategoryCode,modified,,4.0,hs,ChargeAllegationCategoryCode,A code indicating NCANDS (National Child Abuse and Neglect Data System) allegation categories.,hs:ChargeAllegationCategoryCodeType,hs:ChargeAllegationCategoryAbstract,TRUE,,FALSE
3.2,cyfs,ChargeAllegationCategoryText,modified,,4.0,hs,ChargeAllegationCategoryText,A kind of allegation of abuse or neglect.,nc:TextType,hs:ChargeAllegationCategoryAbstract,TRUE,,FALSE
3.2,cyfs,ChargeAllegationLocalDescriptionText,modified,,4.0,hs,ChargeAllegationLocalDescriptionText,A description of a state or local definition of an allegation.,niem-xs:string,,TRUE,,FALSE
3.2,cyfs,ChargeAllegationReportedDate,modified,,4.0,hs,ChargeAllegationReportedDate,A date the allegation was reported.,nc:DateType,,TRUE,,FALSE
3.2,cyfs,ChargeAugmentation,modified,,4.0,hs,ChargeAugmentation,Additional information about a charge.,hs:ChargeAugmentationType,j:ChargeAugmentationPoint,TRUE,,FALSE
3.2,cyfs,Child,modified,,4.0,hs,Child,A person who was an unmarried minor at the time of his or her involvement in a judicial proceeding or non-judicial program.,hs:ChildType,,TRUE,,FALSE
