Release,TypeNamespacePrefix,TypeName,QualifiedType,ContentStyle,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,Definition,SimpleTypeNamespacePrefix,SimpleTypeName,SimpleQualifiedType,ParentTypeNamespacePrefix,ParentTypeName,ParentQualifiedType
4.0,j,BailBondType,j:BailBondType,CCC,FALSE,FALSE,FALSE,,,,A data type for an agreement between a bondsman and a subject in which a bondsman pays the subject's bail or portion of the bail in exchange for certain conditions.,,,,nc,ActivityType,nc:ActivityType
4.0,j,BailType,j:BailType,CCC,FALSE,FALSE,FALSE,,,,A data type for details of a commitment made to secure the release of a subject being held in custody and suspected of a crime.,,,,nc,ActivityType,nc:ActivityType
4.0,em,BarcodeCodeSimpleType,em:BarcodeCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a code that describes the type of a bar-code,em,BarcodeCodeType,em:BarcodeCodeType,,,
4.0,em,BarcodeCodeType,em:BarcodeCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a code that describes the type of a bar-code,,,,,,
4.0,em,BarcodeType,em:BarcodeType,CCC,FALSE,FALSE,FALSE,,,,A data type for Barcode,,,,,,
4.0,niem-xs,base64Binary,niem-xs:base64Binary,CSC,FALSE,FALSE,FALSE,,,,A data type for Base64-encoded binary data.,,,,,,
4.0,xs,base64Binary,xs:base64Binary,S,FALSE,FALSE,FALSE,,,,A data type for Base64-encoded binary data.,niem-xs,base64Binary,niem-xs:base64Binary,,,
4.0,hs,BasisOfAppointmentCodeSimpleType,hs:BasisOfAppointmentCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for findings that justify representation,hs,BasisOfAppointmentCodeType,hs:BasisOfAppointmentCodeType,,,
4.0,hs,BasisOfAppointmentCodeType,hs:BasisOfAppointmentCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for findings that justify representation,,,,,,
4.0,ncic,BC0CodeSimpleType,ncic:BC0CodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for 7 - Boat Color (BCO) Field Codes,ncic,BC0CodeType,ncic:BC0CodeType,,,
4.0,ncic,BC0CodeType,ncic:BC0CodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for 7 - Boat Color (BCO) Field Codes,,,,,,
4.0,em,BeachComponentCodeSimpleType,em:BeachComponentCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type that specifies the common types of facilities eligible under Public Asssistence category C.,em,BeachComponentCodeType,em:BeachComponentCodeType,,,
4.0,em,BeachComponentCodeType,em:BeachComponentCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type that specifies the common types of facilities eligible under Public Asssistence category C.,,,,,,
4.0,mo,AbbreviatedNameSimpleType,mo:AbbreviatedNameSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a shortened name.,mo,AbbreviatedNameType,mo:AbbreviatedNameType,,,
4.0,mo,AbbreviatedNameType,mo:AbbreviatedNameType,CSC,FALSE,FALSE,FALSE,,,,A data type for a shortened name.,,,,,,
4.0,ncic,ABRACodeSimpleType,ncic:ABRACodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for 2 - Article Brand Name (BRA) Field Codes,ncic,ABRACodeType,ncic:ABRACodeType,,,
4.0,ncic,ABRACodeType,ncic:ABRACodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for 2 - Article Brand Name (BRA) Field Codes,,,,,,
4.0,hs,AbuseNeglectInjuryType,hs:AbuseNeglectInjuryType,CCC,FALSE,FALSE,FALSE,,,,A data type for an applied augmentation for type nc:InjuryType,,,,nc,InjuryType,nc:InjuryType
4.0,hs,AbuseNeglectSeverityCodeSimpleType,hs:AbuseNeglectSeverityCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for describing different severity levels of abuse.,hs,AbuseNeglectSeverityCodeType,hs:AbuseNeglectSeverityCodeType,,,
4.0,hs,AbuseNeglectSeverityCodeType,hs:AbuseNeglectSeverityCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for describing different severity levels of abuse.,,,,,,
4.0,j,AcademicAssessmentType,j:AcademicAssessmentType,CCC,FALSE,FALSE,FALSE,,,,A data type for an institution or agency assessment process for determining academic needs of a subject.,,,,nc,AssessmentType,nc:AssessmentType
4.0,j,AcademicRecordType,j:AcademicRecordType,CCC,FALSE,FALSE,FALSE,,,,A data type for a record of academic achievement for a subject.,,,,,,
4.0,j,AcademicSubjectMatterType,j:AcademicSubjectMatterType,CCC,FALSE,FALSE,FALSE,,,,A data type for a specific course content related to core education and academic assessments and programs.,,,,,,
4.0,em,AccessType,em:AccessType,CCC,FALSE,FALSE,FALSE,,,,A data type for a credential class that describes the access rights,,,,,,
4.0,aamva_d20,AccidentSeverityCodeSimpleType,aamva_d20:AccidentSeverityCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for severity levels of an accident.,aamva_d20,AccidentSeverityCodeType,aamva_d20:AccidentSeverityCodeType,,,
4.0,aamva_d20,AccidentSeverityCodeType,aamva_d20:AccidentSeverityCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for severity levels of an accident.,,,,,,
4.0,cbrn,AcknowledgementDataType,cbrn:AcknowledgementDataType,CCC,FALSE,FALSE,FALSE,,,,A data type for information regarding an acknowledgement.,,,,,,
4.0,cbrn,AcknowledgingAgencyType,cbrn:AcknowledgingAgencyType,CCC,FALSE,FALSE,FALSE,,,,A data type for an Organization that is responsible for generating an acknowledgement message.,,,,,,
4.0,biom,AcquisitionLightingSpectrumCodeSimpleType,biom:AcquisitionLightingSpectrumCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a lighting spectrum used in capturing an iris image,biom,AcquisitionLightingSpectrumCodeType,biom:AcquisitionLightingSpectrumCodeType,,,
4.0,biom,AcquisitionLightingSpectrumCodeType,biom:AcquisitionLightingSpectrumCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a lighting spectrum used in capturing an iris image,,,,,,
4.0,biom,AcquisitionLightingSpectrumType,biom:AcquisitionLightingSpectrumType,CCC,FALSE,FALSE,FALSE,,,,A data type for a lighting spectrum used in capturing an image,,,,,,
4.0,biom,AcquisitionSourceCodeSimpleType,biom:AcquisitionSourceCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a source acquisition code,biom,AcquisitionSourceCodeType,biom:AcquisitionSourceCodeType,,,
4.0,biom,AcquisitionSourceCodeType,biom:AcquisitionSourceCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a source acquisition code,,,,,,
4.0,ag,AcreageSubmissionFileType,ag:AcreageSubmissionFileType,CCC,FALSE,FALSE,FALSE,,,,"A data type containing the entire set of the crops planted on a farm, itemized down to the acreage of individual fields and subfields and the individual producer stakeholders.
  This file set is used to transmit an acreage report from an FSA County Office, an Approved Insurance Provider (AIP), or a producer.",,,,,,
4.0,hs,ActionRequestedCodeSimpleType,hs:ActionRequestedCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for the actions being requested of the court based on the types of services needed by the child.,hs,ActionRequestedCodeType,hs:ActionRequestedCodeType,,,
4.0,hs,ActionRequestedCodeType,hs:ActionRequestedCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the actions being requested of the court based on the types of services needed by the child.,,,,,,
4.0,j,ActivityArrestAssociationType,j:ActivityArrestAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and an arrest.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityAugmentationType,j:ActivityAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about an activity.,,,,,,
4.0,j,ActivityCaseAssociationType,j:ActivityCaseAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a case.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityChargeAssociationType,j:ActivityChargeAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a charge.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityCommunityServiceAssociationType,j:ActivityCommunityServiceAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and an assignment of community service.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityContactInformationAssociationType,j:ActivityContactInformationAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and contact information for that activity.,,,,nc,AssociationType,nc:AssociationType
4.0,nc,ActivityConveyanceAssociationType,nc:ActivityConveyanceAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a conveyance.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityCounselingAssociationType,j:ActivityCounselingAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and counseling.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityCourtAssociationType,j:ActivityCourtAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a court.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityCourtOrderAssociationType,j:ActivityCourtOrderAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a court order.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityCriminalOrganizationAssociationType,j:ActivityCriminalOrganizationAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a criminal organization.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityCustodyTransferAssociationType,j:ActivityCustodyTransferAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and transfer of custody.,,,,nc,AssociationType,nc:AssociationType
4.0,nc,ActivityDocumentAssociationType,nc:ActivityDocumentAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a document.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityDriverLicenseAssociationType,j:ActivityDriverLicenseAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a driver license.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityEmailAddressAssociationType,j:ActivityEmailAddressAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a relationship between an activity and an email address (e.g. harassing or threatening email).,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityEmployeeAssociationType,j:ActivityEmployeeAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and an employee.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityEvidenceAssociationType,j:ActivityEvidenceAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and evidence.,,,,nc,AssociationType,nc:AssociationType
4.0,nc,ActivityFacilityAssociationType,nc:ActivityFacilityAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a facility.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityFeeAssociationType,j:ActivityFeeAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a fee.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityForceAssociationType,j:ActivityForceAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a use of force.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityIncidentAssociationType,j:ActivityIncidentAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and an incident.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityInstantMessengerAssociationType,j:ActivityInstantMessengerAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a relationship between an activity and an other contact address.,,,,nc,AssociationType,nc:AssociationType
4.0,hs,ActivityInvolvedPersonAssociationAugmentationType,hs:ActivityInvolvedPersonAssociationAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about an activity and a person involved in that activity.,,,,,,
4.0,nc,ActivityItemAssociationType,nc:ActivityItemAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and an item.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityJudgeAssociationType,j:ActivityJudgeAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a judge.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityJurisdictionAssociationType,j:ActivityJurisdictionAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a jurisdiction.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityLocationAssociationType,j:ActivityLocationAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a location.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityNetworkAddressAssociationType,j:ActivityNetworkAddressAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a relationship between an activity and a network address.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityObligationAssociationType,j:ActivityObligationAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and an obligation.,,,,nc,AssociationType,nc:AssociationType
4.0,nc,ActivityOrganizationAssociationType,nc:ActivityOrganizationAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and an organization.,,,,nc,AssociationType,nc:AssociationType
4.0,nc,ActivityPersonAssociationType,nc:ActivityPersonAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a person.,,,,nc,AssociationType,nc:AssociationType
4.0,scr,ActivityProcessCategoryCodeSimpleType,scr:ActivityProcessCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a kind of activity process.,scr,ActivityProcessCategoryCodeType,scr:ActivityProcessCategoryCodeType,,,
4.0,scr,ActivityProcessCategoryCodeType,scr:ActivityProcessCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a kind of activity process.,,,,,,
4.0,scr,ActivityProcessClassificationType,scr:ActivityProcessClassificationType,CCC,FALSE,FALSE,FALSE,,,,A data type describing a kind of Screening activity process.,,,,,,
4.0,j,ActivityProgramAssociationType,j:ActivityProgramAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a program.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityReferralAssociationType,j:ActivityReferralAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a referral.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityReleaseAssociationType,j:ActivityReleaseAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a release.,,,,nc,AssociationType,nc:AssociationType
4.0,scr,ActivityRequestCategoryCodeSimpleType,scr:ActivityRequestCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a kind of activity request.,scr,ActivityRequestCategoryCodeType,scr:ActivityRequestCategoryCodeType,,,
4.0,scr,ActivityRequestCategoryCodeType,scr:ActivityRequestCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a kind of activity request.,,,,,,
4.0,scr,ActivityRequestClassificationType,scr:ActivityRequestClassificationType,CCC,FALSE,FALSE,FALSE,,,,A data type describing a classification of Screening activity request.,,,,,,
4.0,scr,ActivityResponseCategoryCodeSimpleType,scr:ActivityResponseCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a kind of activity response.,scr,ActivityResponseCategoryCodeType,scr:ActivityResponseCategoryCodeType,,,
4.0,scr,ActivityResponseCategoryCodeType,scr:ActivityResponseCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a kind of activity response.,,,,,,
4.0,scr,ActivityResponseClassificationType,scr:ActivityResponseClassificationType,CCC,FALSE,FALSE,FALSE,,,,A data type describing a classification of Screening activity response.,,,,,,
4.0,scr,ActivityResultsCategoryCodeSimpleType,scr:ActivityResultsCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a kind of activity results.,scr,ActivityResultsCategoryCodeType,scr:ActivityResultsCategoryCodeType,,,
4.0,scr,ActivityResultsCategoryCodeType,scr:ActivityResultsCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a kind of activity results.,,,,,,
4.0,scr,ActivityResultsClassificationType,scr:ActivityResultsClassificationType,CCC,FALSE,FALSE,FALSE,,,,A data type describing a classification of Screening activity results.,,,,,,
4.0,j,ActivitySanctionAssociationType,j:ActivitySanctionAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a sanction.,,,,nc,AssociationType,nc:AssociationType
4.0,nc,ActivityScheduleAssociationType,nc:ActivityScheduleAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and its schedule.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivitySentenceComputationAssociationType,j:ActivitySentenceComputationAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a relationship between an activity and a sentence computation.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityServiceCallAssociationType,j:ActivityServiceCallAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a service call.,,,,nc,AssociationType,nc:AssociationType
4.0,nc,ActivitySiteAssociationType,nc:ActivitySiteAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a site.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivitySubjectAssociationType,j:ActivitySubjectAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a subject.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityTelephoneNumberAssociationType,j:ActivityTelephoneNumberAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a relationship between an activity and a telephone number.,,,,nc,AssociationType,nc:AssociationType
4.0,nc,ActivityType,nc:ActivityType,CCC,FALSE,FALSE,FALSE,process,,An activity can be made up of multiple events.,"A data type for a single or set of related actions, events, or process steps.",,,,,,
4.0,j,ActivityUnitAssociationType,j:ActivityUnitAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a unit.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityVictimAssociationType,j:ActivityVictimAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a victim.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityWarrantAssociationType,j:ActivityWarrantAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a warrant.,,,,nc,AssociationType,nc:AssociationType
4.0,j,ActivityWitnessAssociationType,j:ActivityWitnessAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a witness.,,,,nc,AssociationType,nc:AssociationType
4.0,ncic,ADDCodeSimpleType,ncic:ADDCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for 21 - Address Type (ADD) Field Codes,ncic,ADDCodeType,ncic:ADDCodeType,,,
4.0,ncic,ADDCodeType,ncic:ADDCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for 21 - Address Type (ADD) Field Codes,,,,,,
4.0,it,AdditionalDocumentType,it:AdditionalDocumentType,CCC,FALSE,FALSE,FALSE,,,,A data type for an applied augmentation for type nc:DocumentType,,,,nc,DocumentType,nc:DocumentType
4.0,it,AdditionalInformationType,it:AdditionalInformationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an applied augmentation for type nc:DocumentType,,,,nc,DocumentType,nc:DocumentType
4.0,it,AddressAugmentationType,it:AddressAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about an address.,,,,,,
4.0,j,AddressAugmentationType,j:AddressAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about a Address.,,,,,,
4.0,scr,AddressAugmentationType,scr:AddressAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about an address.,,,,,,
4.0,hs,AddressCategoryCodeListCodeSimpleType,hs:AddressCategoryCodeListCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a kind of address.,hs,AddressCategoryCodeListCodeType,hs:AddressCategoryCodeListCodeType,,,
4.0,hs,AddressCategoryCodeListCodeType,hs:AddressCategoryCodeListCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a kind of address.,,,,,,
4.0,nc,AddressCategoryCodeSimpleType,nc:AddressCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a kind of address.,nc,AddressCategoryCodeType,nc:AddressCategoryCodeType,,,
4.0,scr,AddressCategoryCodeSimpleType,scr:AddressCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type describing the kinds of Address types,scr,AddressCategoryCodeType,scr:AddressCategoryCodeType,,,
4.0,nc,AddressCategoryCodeType,nc:AddressCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a kind of address.,,,,,,
4.0,scr,AddressCategoryCodeType,scr:AddressCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type describing the kinds of Address types,,,,,,
4.0,scr,AddressClassificationType,scr:AddressClassificationType,CCC,FALSE,FALSE,FALSE,,,,A data type for classification of an ADDRESS,,,,,,
4.0,nc,AddressGridType,nc:AddressGridType,CCC,FALSE,FALSE,FALSE,,,"May be used to denote the area of jurisdiction of an agency, such as a law enforcement or emergency response agency.",A data type for a location identified by a unit of a grid system overlaid on an area.,,,,,,
4.0,nc,AddressType,nc:AddressType,CCC,FALSE,FALSE,FALSE,,,,A data type for a geophysical location described by postal information.,,,,,,
4.0,usda_fsa,AdministrativeCountyFSACodeSimpleType,usda_fsa:AdministrativeCountyFSACodeSimpleType,S,FALSE,FALSE,FALSE,,,,"A data type for counties, parishes, or vicinages.",usda_fsa,AdministrativeCountyFSACodeType,usda_fsa:AdministrativeCountyFSACodeType,,,
4.0,usda_fsa,AdministrativeCountyFSACodeType,usda_fsa:AdministrativeCountyFSACodeType,CSC,FALSE,FALSE,FALSE,,,,"A data type for FSA specific counties, parishes, or vicinages.",,,,,,
4.0,usda_fsa,AdministrativeStateFSACodeSimpleType,usda_fsa:AdministrativeStateFSACodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type representing USDA FSA State Codes,usda_fsa,AdministrativeStateFSACodeType,usda_fsa:AdministrativeStateFSACodeType,,,
4.0,usda_fsa,AdministrativeStateFSACodeType,usda_fsa:AdministrativeStateFSACodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for states for FSA.,,,,,,
4.0,hs,AdoptingParentRelationshipCategoryCodeSimpleType,hs:AdoptingParentRelationshipCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for describing the relationship of an adopting parent.,hs,AdoptingParentRelationshipCategoryCodeType,hs:AdoptingParentRelationshipCategoryCodeType,,,
4.0,hs,AdoptingParentRelationshipCategoryCodeType,hs:AdoptingParentRelationshipCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for describing the relationship of an adopting parent.,,,,,,
