Release,TypeNamespacePrefix,TypeName,QualifiedType,ContentStyle,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,Definition,SimpleTypeNamespacePrefix,SimpleTypeName,SimpleQualifiedType,ParentTypeNamespacePrefix,ParentTypeName,ParentQualifiedType
3.2,nc,ActivityDocumentAssociationType,nc:ActivityDocumentAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a document.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityDriverLicenseAssociationType,j:ActivityDriverLicenseAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a driver license.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityEmailAddressAssociationType,j:ActivityEmailAddressAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a relationship between an activity and an email address (e.g. harassing or threatening email).,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityEmployeeAssociationType,j:ActivityEmployeeAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and an employee.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityEvidenceAssociationType,j:ActivityEvidenceAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and evidence.,,,,nc,AssociationType,nc:AssociationType
3.2,nc,ActivityFacilityAssociationType,nc:ActivityFacilityAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a facility.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityFeeAssociationType,j:ActivityFeeAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a fee.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityForceAssociationType,j:ActivityForceAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a use of force.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityIncidentAssociationType,j:ActivityIncidentAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and an incident.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityInstantMessengerAssociationType,j:ActivityInstantMessengerAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a relationship between an activity and an other contact address.,,,,nc,AssociationType,nc:AssociationType
3.2,cyfs,ActivityInvolvedPersonAssociationAugmentationType,cyfs:ActivityInvolvedPersonAssociationAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about an activity and a person involved in that activity.,,,,,,
3.2,nc,ActivityItemAssociationType,nc:ActivityItemAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and an item.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityJudgeAssociationType,j:ActivityJudgeAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a judge.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityJurisdictionAssociationType,j:ActivityJurisdictionAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a jurisdiction.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityLocationAssociationType,j:ActivityLocationAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a location.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityNetworkAddressAssociationType,j:ActivityNetworkAddressAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a relationship between an activity and a network address.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityObligationAssociationType,j:ActivityObligationAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and an obligation.,,,,nc,AssociationType,nc:AssociationType
3.2,nc,ActivityOrganizationAssociationType,nc:ActivityOrganizationAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and an organization.,,,,nc,AssociationType,nc:AssociationType
3.2,nc,ActivityPersonAssociationType,nc:ActivityPersonAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a person.,,,,nc,AssociationType,nc:AssociationType
3.2,scr,ActivityProcessCategoryCodeSimpleType,scr:ActivityProcessCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a kind of activity process.,scr,ActivityProcessCategoryCodeType,scr:ActivityProcessCategoryCodeType,,,
3.2,scr,ActivityProcessCategoryCodeType,scr:ActivityProcessCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a kind of activity process.,,,,,,
3.2,scr,ActivityProcessClassificationType,scr:ActivityProcessClassificationType,CCC,FALSE,FALSE,FALSE,,,,A data type describing a kind of Screening activity process.,,,,,,
3.2,j,ActivityProgramAssociationType,j:ActivityProgramAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a program.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityReferralAssociationType,j:ActivityReferralAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a referral.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityReleaseAssociationType,j:ActivityReleaseAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a release.,,,,nc,AssociationType,nc:AssociationType
3.2,scr,ActivityRequestCategoryCodeSimpleType,scr:ActivityRequestCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a kind of activity request.,scr,ActivityRequestCategoryCodeType,scr:ActivityRequestCategoryCodeType,,,
3.2,scr,ActivityRequestCategoryCodeType,scr:ActivityRequestCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a kind of activity request.,,,,,,
3.2,scr,ActivityRequestClassificationType,scr:ActivityRequestClassificationType,CCC,FALSE,FALSE,FALSE,,,,A data type describing a classification of Screening activity request.,,,,,,
3.2,scr,ActivityResponseCategoryCodeSimpleType,scr:ActivityResponseCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a kind of activity response.,scr,ActivityResponseCategoryCodeType,scr:ActivityResponseCategoryCodeType,,,
3.2,scr,ActivityResponseCategoryCodeType,scr:ActivityResponseCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a kind of activity response.,,,,,,
3.2,scr,ActivityResponseClassificationType,scr:ActivityResponseClassificationType,CCC,FALSE,FALSE,FALSE,,,,A data type describing a classification of Screening activity response.,,,,,,
3.2,scr,ActivityResultsCategoryCodeSimpleType,scr:ActivityResultsCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a kind of activity results.,scr,ActivityResultsCategoryCodeType,scr:ActivityResultsCategoryCodeType,,,
3.2,scr,ActivityResultsCategoryCodeType,scr:ActivityResultsCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a kind of activity results.,,,,,,
3.2,scr,ActivityResultsClassificationType,scr:ActivityResultsClassificationType,CCC,FALSE,FALSE,FALSE,,,,A data type describing a classification of Screening activity results.,,,,,,
3.2,j,ActivitySanctionAssociationType,j:ActivitySanctionAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a sanction.,,,,nc,AssociationType,nc:AssociationType
3.2,nc,ActivityScheduleAssociationType,nc:ActivityScheduleAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and its schedule.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivitySentenceComputationAssociationType,j:ActivitySentenceComputationAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a relationship between an activity and a sentence computation.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityServiceCallAssociationType,j:ActivityServiceCallAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a service call.,,,,nc,AssociationType,nc:AssociationType
3.2,nc,ActivitySiteAssociationType,nc:ActivitySiteAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a site.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivitySubjectAssociationType,j:ActivitySubjectAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a subject.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityTelephoneNumberAssociationType,j:ActivityTelephoneNumberAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a relationship between an activity and a telephone number.,,,,nc,AssociationType,nc:AssociationType
3.2,nc,ActivityType,nc:ActivityType,CCC,FALSE,FALSE,FALSE,process,,An activity can be made up of multiple events.,"A data type for a single or set of related actions, events, or process steps.",,,,,,
3.2,j,ActivityUnitAssociationType,j:ActivityUnitAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a unit.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityVictimAssociationType,j:ActivityVictimAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a victim.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityWarrantAssociationType,j:ActivityWarrantAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a warrant.,,,,nc,AssociationType,nc:AssociationType
3.2,j,ActivityWitnessAssociationType,j:ActivityWitnessAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between an activity and a witness.,,,,nc,AssociationType,nc:AssociationType
3.2,it,AdditionalDocumentType,it:AdditionalDocumentType,CCC,FALSE,FALSE,FALSE,,,,A data type for an applied augmentation for type nc:DocumentType,,,,nc,DocumentType,nc:DocumentType
3.2,it,AdditionalInformationType,it:AdditionalInformationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an applied augmentation for type nc:DocumentType,,,,nc,DocumentType,nc:DocumentType
3.2,it,AddressAugmentationType,it:AddressAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about an address.,,,,,,
3.2,j,AddressAugmentationType,j:AddressAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about a Address.,,,,,,
3.2,scr,AddressAugmentationType,scr:AddressAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about an address.,,,,,,
3.2,hs,AddressCategoryCodeListCodeSimpleType,hs:AddressCategoryCodeListCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a kind of address.,hs,AddressCategoryCodeListCodeType,hs:AddressCategoryCodeListCodeType,,,
3.2,hs,AddressCategoryCodeListCodeType,hs:AddressCategoryCodeListCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a kind of address.,,,,,,
3.2,scr,AddressCategoryCodeSimpleType,scr:AddressCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type describing the kinds of Address types,scr,AddressCategoryCodeType,scr:AddressCategoryCodeType,,,
3.2,scr,AddressCategoryCodeType,scr:AddressCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type describing the kinds of Address types,,,,,,
3.2,scr,AddressClassificationType,scr:AddressClassificationType,CCC,FALSE,FALSE,FALSE,,,,A data type for classification of an ADDRESS,,,,,,
3.2,nc,AddressGridType,nc:AddressGridType,CCC,FALSE,FALSE,FALSE,,,"May be used to denote the area of jurisdiction of an agency, such as a law enforcement or emergency response agency.",A data type for a location identified by a unit of a grid system overlaid on an area.,,,,,,
3.2,nc,AddressType,nc:AddressType,CCC,FALSE,FALSE,FALSE,,,,A data type for a geophysical location described by postal information.,,,,,,
3.2,cyfs,AdoptingParentRelationshipCategoryCodeSimpleType,cyfs:AdoptingParentRelationshipCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for describing the relationship of an adopting parent.,cyfs,AdoptingParentRelationshipCategoryCodeType,cyfs:AdoptingParentRelationshipCategoryCodeType,,,
3.2,cyfs,AdoptingParentRelationshipCategoryCodeType,cyfs:AdoptingParentRelationshipCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for describing the relationship of an adopting parent.,,,,,,
3.2,cyfs,AdoptiveFamilyAssociationType,cyfs:AdoptiveFamilyAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between family members in an adoptive family.,,,,nc,AssociationType,nc:AssociationType
3.2,cyfs,AdoptiveParentChildAssociationType,cyfs:AdoptiveParentChildAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between a child and a parent who adopted the child.,,,,cyfs,ParentChildAssociationType,cyfs:ParentChildAssociationType
3.2,cyfs,AFCARSPermanencyGoalCodeSimpleType,cyfs:AFCARSPermanencyGoalCodeSimpleType,S,FALSE,FALSE,FALSE,,,,"A data type for a list of case plan goals for permanency defined for the Adoption and Foster Care Analysis Reporting System in 45 CFR 1355, Appendix A, roman numeral VI.",cyfs,AFCARSPermanencyGoalCodeType,cyfs:AFCARSPermanencyGoalCodeType,,,
3.2,cyfs,AFCARSPermanencyGoalCodeType,cyfs:AFCARSPermanencyGoalCodeType,CSC,FALSE,FALSE,FALSE,,,,"A data type for a list of case plan goals for permanency defined for the Adoption and Foster Care Analysis Reporting System in 45 CFR 1355, Appendix A, roman numeral VI.",,,,,,
3.2,j,AftercareServicesScreeningType,j:AftercareServicesScreeningType,CCC,FALSE,FALSE,FALSE,,,,A data type for an evaluation of a parolee to determine the appropriate mental health services to be provided.,,,,nc,ActivityType,nc:ActivityType
3.2,j,AftercareType,j:AftercareType,CCC,FALSE,FALSE,FALSE,,,,A data type for a type of service(s) specific to subjects after incarceration.,,,,,,
3.2,nlets,AgencyAuthorizationCodeSimpleType,nlets:AgencyAuthorizationCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for an agency's access category to data.,nlets,AgencyAuthorizationCodeType,nlets:AgencyAuthorizationCodeType,,,
3.2,nlets,AgencyAuthorizationCodeType,nlets:AgencyAuthorizationCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for an agency's access category to data.,,,,,,
3.2,intel,AgencyInterestCategoryType,intel:AgencyInterestCategoryType,CCC,FALSE,FALSE,FALSE,,,,A data type for a groupings of persons by the reason they are of interest to intelligence.,,,,,,
3.2,intel,AgencyInterestOtherCategoryType,intel:AgencyInterestOtherCategoryType,CCC,FALSE,FALSE,FALSE,,,,A data type for a details that describe an additional person-categorization system that groups of people by the reason they are of interest to intelligence.,,,,,,
3.2,nlets,AgencyServiceHoursCodeSimpleType,nlets:AgencyServiceHoursCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for the availability of an agency.,nlets,AgencyServiceHoursCodeType,nlets:AgencyServiceHoursCodeType,,,
3.2,nlets,AgencyServiceHoursCodeType,nlets:AgencyServiceHoursCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the availability of an agency.,,,,,,
3.2,intel,AgencySubjectHandlingType,intel:AgencySubjectHandlingType,CCC,FALSE,FALSE,FALSE,,,,A data type for actions to take on contact with the person.,,,,,,
3.2,intel,AgencySubjectInterestType,intel:AgencySubjectInterestType,CCC,FALSE,FALSE,FALSE,,,,A data type for a detailed description of why an agency placed the person in its repository or why the data on the person is being exchanged.,,,,,,
3.2,scr,AgentAssociationType,scr:AgentAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a relationship between a Person and a Person Role,,,,nc,AssociationType,nc:AssociationType
3.2,it,AgentType,it:AgentType,CCC,FALSE,FALSE,FALSE,,,,"A data type for a party authorized to act on behalf of another person, organization or thing.",,,,,,
